Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1315,Entry long,2023-05-05 09:30,[CC] BUY NY,13139.5,2,525580,-59,-0.01,9,0,0.00,-54.5,-0.01,59090.5,23.64,0
1316,Exit long,2023-05-07 18:00,NQ09B BUY WEEKLY STOP,13315,2,532650,-59,-0.01,9,0,0.00,-54.5,-0.01,59031.5,23.61,0
1316,Entry long,2023-05-07 18:00,[CC] BUY WEEKLY,13316.25,2,532650,-59,-0.01,9,0,0.00,-54.5,-0.01,59031.5,23.61,0
1317,Exit long,2023-05-08 09:30,NQ09B BUY NY STOP,13300,2,532050,-59,-0.01,9,0,0.00,-54.5,-0.01,58972.5,23.59,0
1317,Entry long,2023-05-08 09:30,[CC] BUY NY,13301.25,2,532050,-59,-0.01,9,0,0.00,-54.5,-0.01,58972.5,23.59,0
1318,Exit long,2023-05-09 09:30,NQ09B BUY NY STOP,13280,2,531250,-59,-0.01,9,0,0.00,-54.5,-0.01,58913.5,23.57,0
1318,Entry long,2023-05-09 09:30,[CC] BUY NY,13281.25,2,531250,-59,-0.01,9,0,0.00,-54.5,-0.01,58913.5,23.57,0
1319,Exit long,2023-05-10 09:30,NQ09B BUY NY STOP,13365.5,2,534670,-59,-0.01,9,0,0.00,-54.5,-0.01,58854.5,23.54,0
1319,Entry long,2023-05-10 09:30,[CC] BUY NY,13366.75,2,534670,-59,-0.01,9,0,0.00,-54.5,-0.01,58854.5,23.54,0
1320,Exit long,2023-05-11 09:30,NQ09B BUY NY STOP,13426.25,2,537100,-59,-0.01,9,225.5,0.04,-54.5,-0.01,58795.5,23.52,0
1320,Entry long,2023-05-11 09:30,[CC] BUY NY,13427.5,2,537100,-59,-0.01,9,225.5,0.04,-54.5,-0.01,58795.5,23.52,0
1321,Exit long,2023-05-12 09:30,NQ09B BUY NY STOP,13467,2,538730,-59,-0.01,9,0,0.00,-54.5,-0.01,58736.5,23.49,0
1321,Entry long,2023-05-12 09:30,[CC] BUY NY,13468.25,2,538730,-59,-0.01,9,0,0.00,-54.5,-0.01,58736.5,23.49,0
1322,Exit long,2023-05-14 18:00,NQ09B BUY WEEKLY STOP,13377.75,2,535160,-59,-0.01,9,0,0.00,-54.5,-0.01,58677.5,23.47,0
1322,Entry long,2023-05-14 18:00,[CC] BUY WEEKLY,13379,2,535160,-59,-0.01,9,0,0.00,-54.5,-0.01,58677.5,23.47,0
1323,Exit long,2023-05-15 09:30,NQ09B BUY NY STOP,13415.75,2,536680,-59,-0.01,9,95.5,0.02,-54.5,-0.01,58618.5,23.45,0
1323,Entry long,2023-05-15 09:30,[CC] BUY NY,13417,2,536680,-59,-0.01,9,95.5,0.02,-54.5,-0.01,58618.5,23.45,0
1324,Exit long,2023-05-16 09:30,NQ09B BUY NY STOP,13435,2,537450,-59,-0.01,9,0,0.00,-54.5,-0.01,58559.5,23.42,0
1324,Entry long,2023-05-16 09:30,[CC] BUY NY,13436.25,2,537450,-59,-0.01,9,0,0.00,-54.5,-0.01,58559.5,23.42,0
1325,Exit long,2023-05-17 09:30,NQ09B BUY NY STOP,13524,2,541010,-59,-0.01,9,0,0.00,-54.5,-0.01,58500.5,23.40,0
1325,Entry long,2023-05-17 09:30,[CC] BUY NY,13525.25,2,541010,-59,-0.01,9,0,0.00,-54.5,-0.01,58500.5,23.40,0
1326,Exit long,2023-05-18 09:30,NQ09B BUY NY STOP,13652.75,2,546160,-59,-0.01,9,0,0.00,-54.5,-0.01,58441.5,23.38,0
1326,Entry long,2023-05-18 09:30,[CC] BUY NY,13654,2,546160,-59,-0.01,9,0,0.00,-54.5,-0.01,58441.5,23.38,0
1327,Exit long,2023-05-18 18:00,NQ09B BUY WEEKDAY 1800 STOP,13907.5,2,556350,-59,-0.01,9,125.5,0.02,-54.5,-0.01,58382.5,23.35,0
1327,Entry long,2023-05-18 18:00,[CC] BUY PREMIUM,13908.75,2,556350,-59,-0.01,9,125.5,0.02,-54.5,-0.01,58382.5,23.35,0
1328,Exit long,2023-05-19 09:30,NQ09B BUY NY STOP,13897.25,2,555940,-59,-0.01,9,285.5,0.05,-54.5,-0.01,58323.5,23.33,0
1328,Entry long,2023-05-19 09:30,[CC] BUY NY,13898.5,2,555940,-59,-0.01,9,285.5,0.05,-54.5,-0.01,58323.5,23.33,0
1329,Exit long,2023-05-21 18:00,NQ09B BUY WEEKLY STOP,13804.5,2,552230,-59,-0.01,9,0,0.00,-54.5,-0.01,58264.5,23.31,0
1329,Entry long,2023-05-21 18:00,[CC] BUY WEEKLY,13805.75,2,552230,-59,-0.01,9,0,0.00,-54.5,-0.01,58264.5,23.31,0
1330,Exit long,2023-05-22 09:30,NQ09B BUY NY STOP,13847,2,553930,-59,-0.01,9,0,0.00,-54.5,-0.01,58205.5,23.28,0
1330,Entry long,2023-05-22 09:30,[CC] BUY NY,13848.25,2,553930,-59,-0.01,9,0,0.00,-54.5,-0.01,58205.5,23.28,0
1331,Exit long,2023-05-23 09:30,NQ09B BUY NY STOP,13830,2,553250,-59,-0.01,9,0,0.00,-54.5,-0.01,58146.5,23.26,0
1331,Entry long,2023-05-23 09:30,[CC] BUY NY,13831.25,2,553250,-59,-0.01,9,0,0.00,-54.5,-0.01,58146.5,23.26,0
1332,Exit long,2023-05-24 09:30,NQ09B BUY NY N130 TP2,13656.25,2,545740,501,0.09,9,505.5,0.09,-14.5,0.00,58647.5,23.46,0
1332,Entry long,2023-05-24 09:30,[CC] BUY NY,13643.5,2,545740,501,0.09,9,505.5,0.09,-14.5,0.00,58647.5,23.46,0
1333,Exit long,2023-05-24 18:00,NQ09B BUY WEEKDAY 1800 STOP,13876,2,555090,-59,-0.01,9,255.5,0.05,-54.5,-0.01,58588.5,23.44,0
1333,Entry long,2023-05-24 18:00,[CC] BUY PREMIUM,13877.25,2,555090,-59,-0.01,9,255.5,0.05,-54.5,-0.01,58588.5,23.44,0
1334,Exit long,2023-05-25 09:30,NQ09B BUY NY STOP,13953.75,2,558200,-59,-0.01,9,425.5,0.08,-54.5,-0.01,58529.5,23.41,0
1334,Entry long,2023-05-25 09:30,[CC] BUY NY,13955,2,558200,-59,-0.01,9,425.5,0.08,-54.5,-0.01,58529.5,23.41,0
1335,Exit long,2023-05-26 09:30,NQ09B BUY NY STOP,14017.5,2,560750,-59,-0.01,9,0,0.00,-54.5,-0.01,58470.5,23.39,0
1335,Entry long,2023-05-26 09:30,[CC] BUY NY,14018.75,2,560750,-59,-0.01,9,0,0.00,-54.5,-0.01,58470.5,23.39,0
1336,Exit long,2023-05-28 18:00,NQ09B BUY WEEKLY W80,14445.75,2,577510,311,0.05,9,315.5,0.05,-14.5,0.00,58781.5,23.51,0
1336,Entry long,2023-05-28 18:00,[CC] BUY WEEKLY,14437.75,2,577510,311,0.05,9,315.5,0.05,-14.5,0.00,58781.5,23.51,0
1337,Exit long,2023-05-29 09:30,NQ09B BUY NY STOP,14377.25,2,575140,-59,-0.01,9,5.5,0.00,-54.5,-0.01,58722.5,23.49,0
1337,Entry long,2023-05-29 09:30,[CC] BUY NY,14378.5,2,575140,-59,-0.01,9,5.5,0.00,-54.5,-0.01,58722.5,23.49,0
1338,Exit long,2023-05-30 09:30,NQ09B BUY NY N130 TP2,14523,2,580410,501,0.09,9,505.5,0.09,-14.5,0.00,59223.5,23.69,0
1338,Entry long,2023-05-30 09:30,[CC] BUY NY,14510.25,2,580410,501,0.09,9,505.5,0.09,-14.5,0.00,59223.5,23.69,0
1339,Exit long,2023-05-31 09:30,NQ09B BUY NY STOP,14329,2,573210,-59,-0.01,9,0,0.00,-54.5,-0.01,59164.5,23.67,0
1339,Entry long,2023-05-31 09:30,[CC] BUY NY,14330.25,2,573210,-59,-0.01,9,0,0.00,-54.5,-0.01,59164.5,23.67,0
1340,Exit long,2023-05-31 18:00,NQ09B BUY WEEKDAY 1800 D80,14297.75,1,285795,155.5,0.05,4.5,157.75,0.06,-12.25,0.00,59320,23.73,0
1340,Entry long,2023-05-31 18:00,[CC] BUY WEAK,14289.75,1,285795,155.5,0.05,4.5,157.75,0.06,-12.25,0.00,59320,23.73,0
1341,Exit long,2023-06-01 09:30,NQ09B BUY NY STOP,14297,2,571930,-59,-0.01,9,295.5,0.05,-54.5,-0.01,59261,23.70,0
1341,Entry long,2023-06-01 09:30,[CC] BUY NY,14298.25,2,571930,-59,-0.01,9,295.5,0.05,-54.5,-0.01,59261,23.70,0
1342,Exit long,2023-06-02 09:30,NQ09B BUY NY N130 TP2,14556.25,2,581740,501,0.09,9,505.5,0.09,-24.5,0.00,59762,23.90,0
1342,Entry long,2023-06-02 09:30,[CC] BUY NY,14543.5,2,581740,501,0.09,9,505.5,0.09,-24.5,0.00,59762,23.90,0
1343,Exit long,2023-06-04 18:00,NQ09B BUY WEEKLY STOP,14576,2,583090,-59,-0.01,9,85.5,0.01,-54.5,-0.01,59703,23.88,0
1343,Entry long,2023-06-04 18:00,[CC] BUY WEEKLY,14577.25,2,583090,-59,-0.01,9,85.5,0.01,-54.5,-0.01,59703,23.88,0
1344,Exit long,2023-06-05 09:30,NQ09B BUY NY N130 TP2,14581.25,2,582740,501,0.09,9,505.5,0.09,-34.5,-0.01,60204,24.08,0
1344,Entry long,2023-06-05 09:30,[CC] BUY NY,14568.5,2,582740,501,0.09,9,505.5,0.09,-34.5,-0.01,60204,24.08,0
1345,Exit long,2023-06-06 09:30,NQ09B BUY NY STOP,14560,2,582450,-59,-0.01,9,5.5,0.00,-54.5,-0.01,60145,24.06,0
1345,Entry long,2023-06-06 09:30,[CC] BUY NY,14561.25,2,582450,-59,-0.01,9,5.5,0.00,-54.5,-0.01,60145,24.06,0
1346,Exit long,2023-06-07 09:30,NQ09B BUY NY N130 TP2,14605.25,2,583700,501,0.09,9,505.5,0.09,-34.5,-0.01,60646,24.26,0
1346,Entry long,2023-06-07 09:30,[CC] BUY NY,14592.5,2,583700,501,0.09,9,505.5,0.09,-34.5,-0.01,60646,24.26,0
1347,Exit long,2023-06-08 09:30,NQ09B BUY NY STOP,14337,2,573530,-59,-0.01,9,0,0.00,-54.5,-0.01,60587,24.23,0
1347,Entry long,2023-06-08 09:30,[CC] BUY NY,14338.25,2,573530,-59,-0.01,9,0,0.00,-54.5,-0.01,60587,24.23,0
1348,Exit long,2023-06-08 18:00,NQ09B BUY WEEKDAY 1800 STOP,14516,2,580690,-59,-0.01,9,125.5,0.02,-54.5,-0.01,60528,24.21,0
1348,Entry long,2023-06-08 18:00,[CC] BUY PREMIUM,14517.25,2,580690,-59,-0.01,9,125.5,0.02,-54.5,-0.01,60528,24.21,0
1349,Exit long,2023-06-09 09:30,NQ09B BUY NY STOP,14560.75,2,582480,-59,-0.01,9,0,0.00,-54.5,-0.01,60469,24.19,0
1349,Entry long,2023-06-09 09:30,[CC] BUY NY,14562,2,582480,-59,-0.01,9,0,0.00,-54.5,-0.01,60469,24.19,0
1350,Exit long,2023-06-11 18:00,NQ09B BUY WEEKLY STOP,14559.25,2,582420,-59,-0.01,9,115.5,0.02,-54.5,-0.01,60410,24.16,0
1350,Entry long,2023-06-11 18:00,[CC] BUY WEEKLY,14560.5,2,582420,-59,-0.01,9,115.5,0.02,-54.5,-0.01,60410,24.16,0
1351,Exit long,2023-06-12 09:30,NQ09B BUY NY N130 TP2,14635.75,2,584920,501,0.09,9,505.5,0.09,-14.5,0.00,60911,24.36,0
1351,Entry long,2023-06-12 09:30,[CC] BUY NY,14623,2,584920,501,0.09,9,505.5,0.09,-14.5,0.00,60911,24.36,0
1352,Exit long,2023-06-13 09:30,NQ09B BUY NY N130 TP2,15110,2,603890,501,0.08,9,505.5,0.08,-14.5,0.00,61412,24.56,0
1352,Entry long,2023-06-13 09:30,[CC] BUY NY,15097.25,2,603890,501,0.08,9,505.5,0.08,-14.5,0.00,61412,24.56,0
1353,Exit long,2023-06-13 18:00,NQ09B BUY WEEKDAY 1800 D80,15118.5,1,302210,155.5,0.05,4.5,157.75,0.05,-17.25,-0.01,61567.5,24.63,0
1353,Entry long,2023-06-13 18:00,[CC] BUY WEAK,15110.5,1,302210,155.5,0.05,4.5,157.75,0.05,-17.25,-0.01,61567.5,24.63,0
1354,Exit long,2023-06-14 09:30,NQ09B BUY NY STOP,15094.5,2,603830,-59,-0.01,9,225.5,0.04,-54.5,-0.01,61508.5,24.60,0
1354,Entry long,2023-06-14 09:30,[CC] BUY NY,15095.75,2,603830,-59,-0.01,9,225.5,0.04,-54.5,-0.01,61508.5,24.60,0
1355,Exit long,2023-06-14 18:00,NQ09B BUY WEEKDAY 1800 STOP,15221,2,608890,-59,-0.01,9,0,0.00,-54.5,-0.01,61449.5,24.58,0
1355,Entry long,2023-06-14 18:00,[CC] BUY PREMIUM,15222.25,2,608890,-59,-0.01,9,0,0.00,-54.5,-0.01,61449.5,24.58,0
1356,Exit long,2023-06-15 09:30,NQ09B BUY NY N130 TP2,15154,2,605650,501,0.08,9,505.5,0.08,-14.5,0.00,61950.5,24.78,0
1356,Entry long,2023-06-15 09:30,[CC] BUY NY,15141.25,2,605650,501,0.08,9,505.5,0.08,-14.5,0.00,61950.5,24.78,0
1357,Exit long,2023-06-16 09:30,NQ09B BUY NY STOP,15470,2,618850,-59,-0.01,9,165.5,0.03,-54.5,-0.01,61891.5,24.76,0
1357,Entry long,2023-06-16 09:30,[CC] BUY NY,15471.25,2,618850,-59,-0.01,9,165.5,0.03,-54.5,-0.01,61891.5,24.76,0
1358,Exit long,2023-06-18 18:00,NQ09B BUY WEEKLY STOP,15302.25,2,612140,-59,-0.01,9,0,0.00,-54.5,-0.01,61832.5,24.73,0
1358,Entry long,2023-06-18 18:00,[CC] BUY WEEKLY,15303.5,2,612140,-59,-0.01,9,0,0.00,-54.5,-0.01,61832.5,24.73,0
1359,Exit long,2023-06-19 09:30,NQ09B BUY NY STOP,15250,2,610050,-59,-0.01,9,65.5,0.01,-54.5,-0.01,61773.5,24.71,0
1359,Entry long,2023-06-19 09:30,[CC] BUY NY,15251.25,2,610050,-59,-0.01,9,65.5,0.01,-54.5,-0.01,61773.5,24.71,0
1360,Exit long,2023-06-20 09:30,NQ09B BUY NY STOP,15210.5,2,608470,-59,-0.01,9,0,0.00,-54.5,-0.01,61714.5,24.69,0
1360,Entry long,2023-06-20 09:30,[CC] BUY NY,15211.75,2,608470,-59,-0.01,9,0,0.00,-54.5,-0.01,61714.5,24.69,0
1361,Exit long,2023-06-21 09:30,NQ09B BUY NY N130 TP2,15214.75,2,608080,501,0.08,9,505.5,0.08,-14.5,0.00,62215.5,24.89,0
1361,Entry long,2023-06-21 09:30,[CC] BUY NY,15202,2,608080,501,0.08,9,505.5,0.08,-14.5,0.00,62215.5,24.89,0
1362,Exit long,2023-06-22 09:30,NQ09B BUY NY STOP,14980.5,2,599270,-59,-0.01,9,0,0.00,-54.5,-0.01,62156.5,24.86,0
1362,Entry long,2023-06-22 09:30,[CC] BUY NY,14981.75,2,599270,-59,-0.01,9,0,0.00,-54.5,-0.01,62156.5,24.86,0
1363,Exit long,2023-06-22 18:00,NQ09B BUY WEEKDAY 1800 STOP,15235,2,609450,-59,-0.01,9,0,0.00,-54.5,-0.01,62097.5,24.84,0
1363,Entry long,2023-06-22 18:00,[CC] BUY PREMIUM,15236.25,2,609450,-59,-0.01,9,0,0.00,-54.5,-0.01,62097.5,24.84,0
1364,Exit long,2023-06-23 09:30,NQ09B BUY NY STOP,15042.5,2,601750,-59,-0.01,9,0,0.00,-54.5,-0.01,62038.5,24.82,0
1364,Entry long,2023-06-23 09:30,[CC] BUY NY,15043.75,2,601750,-59,-0.01,9,0,0.00,-54.5,-0.01,62038.5,24.82,0
1365,Exit long,2023-06-25 18:00,NQ09B BUY WEEKLY STOP,15056.75,2,602320,-59,-0.01,9,0,0.00,-54.5,-0.01,61979.5,24.79,0
1365,Entry long,2023-06-25 18:00,[CC] BUY WEEKLY,15058,2,602320,-59,-0.01,9,0,0.00,-54.5,-0.01,61979.5,24.79,0
1366,Exit long,2023-06-26 09:30,NQ09B BUY NY STOP,15035.5,2,601470,-59,-0.01,9,0,0.00,-54.5,-0.01,61920.5,24.77,0
1366,Entry long,2023-06-26 09:30,[CC] BUY NY,15036.75,2,601470,-59,-0.01,9,0,0.00,-54.5,-0.01,61920.5,24.77,0
1367,Exit long,2023-06-27 09:30,NQ09B BUY NY N130 TP2,14930.75,2,596720,501,0.08,9,505.5,0.08,-14.5,0.00,62421.5,24.97,0
1367,Entry long,2023-06-27 09:30,[CC] BUY NY,14918,2,596720,501,0.08,9,505.5,0.08,-14.5,0.00,62421.5,24.97,0
1368,Exit long,2023-06-28 09:30,NQ09B BUY NY STOP,15028.5,2,601190,-59,-0.01,9,0,0.00,-54.5,-0.01,62362.5,24.95,0
1368,Entry long,2023-06-28 09:30,[CC] BUY NY,15029.75,2,601190,-59,-0.01,9,0,0.00,-54.5,-0.01,62362.5,24.95,0
1369,Exit long,2023-06-29 09:30,NQ09B BUY NY N130 TP2,15132.25,2,604780,501,0.08,9,505.5,0.08,-14.5,0.00,62863.5,25.15,0
1369,Entry long,2023-06-29 09:30,[CC] BUY NY,15119.5,2,604780,501,0.08,9,505.5,0.08,-14.5,0.00,62863.5,25.15,0
1370,Exit long,2023-06-30 09:30,NQ09B BUY NY STOP,15251,2,610090,-59,-0.01,9,0,0.00,-54.5,-0.01,62804.5,25.12,0
1370,Entry long,2023-06-30 09:30,[CC] BUY NY,15252.25,2,610090,-59,-0.01,9,0,0.00,-54.5,-0.01,62804.5,25.12,0
1371,Exit long,2023-07-02 18:00,NQ09B BUY WEEKLY W80,15339.25,2,613250,311,0.05,9,315.5,0.05,-34.5,-0.01,63115.5,25.25,0
1371,Entry long,2023-07-02 18:00,[CC] BUY WEEKLY,15331.25,2,613250,311,0.05,9,315.5,0.05,-34.5,-0.01,63115.5,25.25,0
1372,Exit long,2023-07-03 09:30,NQ09B BUY NY STOP,15354.25,2,614220,-59,-0.01,9,0,0.00,-54.5,-0.01,63056.5,25.22,0
1372,Entry long,2023-07-03 09:30,[CC] BUY NY,15355.5,2,614220,-59,-0.01,9,0,0.00,-54.5,-0.01,63056.5,25.22,0
1373,Exit long,2023-07-03 18:00,NQ09B BUY WEEKDAY 1800 STOP,15356,1,307145,-29.5,-0.01,4.5,37.75,0.01,-27.25,-0.01,63027,25.21,0
1373,Entry long,2023-07-03 18:00,[CC] BUY WEAK,15357.25,1,307145,-29.5,-0.01,4.5,37.75,0.01,-27.25,-0.01,63027,25.21,0
1374,Exit long,2023-07-04 09:30,NQ09B BUY NY STOP,15362.75,2,614560,-59,-0.01,9,0,0.00,-54.5,-0.01,62968,25.19,0
1374,Entry long,2023-07-04 09:30,[CC] BUY NY,15364,2,614560,-59,-0.01,9,0,0.00,-54.5,-0.01,62968,25.19,0
1375,Exit long,2023-07-05 09:30,NQ09B BUY NY STOP,15292.5,2,611750,-59,-0.01,9,0,0.00,-54.5,-0.01,62909,25.16,0
1375,Entry long,2023-07-05 09:30,[CC] BUY NY,15293.75,2,611750,-59,-0.01,9,0,0.00,-54.5,-0.01,62909,25.16,0
1376,Exit long,2023-07-06 09:30,NQ09B BUY NY N130 TP2,15209,2,607850,501,0.08,9,505.5,0.08,-14.5,0.00,63410,25.36,0
1376,Entry long,2023-07-06 09:30,[CC] BUY NY,15196.25,2,607850,501,0.08,9,505.5,0.08,-14.5,0.00,63410,25.36,0
1377,Exit long,2023-07-07 09:30,NQ09B BUY NY STOP,15219.5,2,608830,-59,-0.01,9,0,0.00,-54.5,-0.01,63351,25.34,0
1377,Entry long,2023-07-07 09:30,[CC] BUY NY,15220.75,2,608830,-59,-0.01,9,0,0.00,-54.5,-0.01,63351,25.34,0
1378,Exit long,2023-07-09 18:00,NQ09B BUY WEEKLY STOP,15197.5,2,607950,-59,-0.01,9,0,0.00,-54.5,-0.01,63292,25.32,0
1378,Entry long,2023-07-09 18:00,[CC] BUY WEEKLY,15198.75,2,607950,-59,-0.01,9,0,0.00,-54.5,-0.01,63292,25.32,0
1379,Exit long,2023-07-10 09:30,NQ09B BUY NY STOP,15167.5,2,606750,-59,-0.01,9,0,0.00,-54.5,-0.01,63233,25.29,0
1379,Entry long,2023-07-10 09:30,[CC] BUY NY,15168.75,2,606750,-59,-0.01,9,0,0.00,-54.5,-0.01,63233,25.29,0
1380,Exit long,2023-07-11 09:30,NQ09B BUY NY STOP,15201,2,608090,-59,-0.01,9,465.5,0.08,-54.5,-0.01,63174,25.27,0
1380,Entry long,2023-07-11 09:30,[CC] BUY NY,15202.25,2,608090,-59,-0.01,9,465.5,0.08,-54.5,-0.01,63174,25.27,0
1381,Exit long,2023-07-12 09:30,NQ09B BUY NY N130 TP2,15443.25,2,617220,501,0.08,9,505.5,0.08,-14.5,0.00,63675,25.47,0
1381,Entry long,2023-07-12 09:30,[CC] BUY NY,15430.5,2,617220,501,0.08,9,505.5,0.08,-14.5,0.00,63675,25.47,0
1382,Exit long,2023-07-13 09:30,NQ09B BUY NY N130 TP2,15589.25,2,623060,501,0.08,9,505.5,0.08,-14.5,0.00,64176,25.67,0
1382,Entry long,2023-07-13 09:30,[CC] BUY NY,15576.5,2,623060,501,0.08,9,505.5,0.08,-14.5,0.00,64176,25.67,0
1383,Exit long,2023-07-14 09:30,NQ09B BUY NY N130 TP2,15735,2,628890,501,0.08,9,505.5,0.08,-34.5,-0.01,64677,25.87,0
1383,Entry long,2023-07-14 09:30,[CC] BUY NY,15722.25,2,628890,501,0.08,9,505.5,0.08,-34.5,-0.01,64677,25.87,0
1384,Exit long,2023-07-16 18:00,NQ09B BUY WEEKLY STOP,15689,2,627610,-59,-0.01,9,0,0.00,-54.5,-0.01,64618,25.85,0
1384,Entry long,2023-07-16 18:00,[CC] BUY WEEKLY,15690.25,2,627610,-59,-0.01,9,0,0.00,-54.5,-0.01,64618,25.85,0
1385,Exit long,2023-07-17 09:30,NQ09B BUY NY STOP,15728.75,2,629200,-59,-0.01,9,0,0.00,-54.5,-0.01,64559,25.82,0
1385,Entry long,2023-07-17 09:30,[CC] BUY NY,15730,2,629200,-59,-0.01,9,0,0.00,-54.5,-0.01,64559,25.82,0
1386,Exit long,2023-07-18 09:30,NQ09B BUY NY STOP,15814.25,2,632620,-59,-0.01,9,15.5,0.00,-54.5,-0.01,64500,25.80,0
1386,Entry long,2023-07-18 09:30,[CC] BUY NY,15815.5,2,632620,-59,-0.01,9,15.5,0.00,-54.5,-0.01,64500,25.80,0
1387,Exit long,2023-07-19 09:30,NQ09B BUY NY N130 TP2,16025.75,2,640520,501,0.08,9,505.5,0.08,-14.5,0.00,65001,26.00,0
1387,Entry long,2023-07-19 09:30,[CC] BUY NY,16013,2,640520,501,0.08,9,505.5,0.08,-14.5,0.00,65001,26.00,0
1388,Exit long,2023-07-19 18:00,NQ09B BUY WEEKDAY 1800 STOP,15921.75,1,318460,-29.5,-0.01,4.5,52.75,0.02,-27.25,-0.01,64971.5,25.99,0
1388,Entry long,2023-07-19 18:00,[CC] BUY WEAK,15923,1,318460,-29.5,-0.01,4.5,52.75,0.02,-27.25,-0.01,64971.5,25.99,0
1389,Exit long,2023-07-20 09:30,NQ09B BUY NY STOP,15832.75,2,633360,-59,-0.01,9,0,0.00,-54.5,-0.01,64912.5,25.97,0
1389,Entry long,2023-07-20 09:30,[CC] BUY NY,15834,2,633360,-59,-0.01,9,0,0.00,-54.5,-0.01,64912.5,25.97,0
1390,Exit long,2023-07-21 09:30,NQ09B BUY NY N130 TP2,15701.25,2,627540,501,0.08,9,505.5,0.08,-14.5,0.00,65413.5,26.17,0
1390,Entry long,2023-07-21 09:30,[CC] BUY NY,15688.5,2,627540,501,0.08,9,505.5,0.08,-14.5,0.00,65413.5,26.17,0
1391,Exit long,2023-07-23 18:00,NQ09B BUY WEEKLY STOP,15555,2,622250,-59,-0.01,9,0,0.00,-54.5,-0.01,65354.5,26.14,0
1391,Entry long,2023-07-23 18:00,[CC] BUY WEEKLY,15556.25,2,622250,-59,-0.01,9,0,0.00,-54.5,-0.01,65354.5,26.14,0
1392,Exit long,2023-07-24 09:30,NQ09B BUY NY STOP,15577.5,2,623150,-59,-0.01,9,0,0.00,-54.5,-0.01,65295.5,26.12,0
1392,Entry long,2023-07-24 09:30,[CC] BUY NY,15578.75,2,623150,-59,-0.01,9,0,0.00,-54.5,-0.01,65295.5,26.12,0
1393,Exit long,2023-07-25 09:30,NQ09B BUY NY STOP,15588,2,623570,-59,-0.01,9,0,0.00,-54.5,-0.01,65236.5,26.09,0
1393,Entry long,2023-07-25 09:30,[CC] BUY NY,15589.25,2,623570,-59,-0.01,9,0,0.00,-54.5,-0.01,65236.5,26.09,0
1394,Exit long,2023-07-25 18:00,NQ09B BUY WEEKDAY 1800 D80,15738.5,2,629220,311,0.05,9,315.5,0.05,-14.5,0.00,65547.5,26.22,0
1394,Entry long,2023-07-25 18:00,[CC] BUY PREMIUM,15730.5,2,629220,311,0.05,9,315.5,0.05,-14.5,0.00,65547.5,26.22,0
1395,Exit long,2023-07-26 09:30,NQ09B BUY NY N130 TP2,15632,2,624770,501,0.08,9,505.5,0.08,-14.5,0.00,66048.5,26.42,0
1395,Entry long,2023-07-26 09:30,[CC] BUY NY,15619.25,2,624770,501,0.08,9,505.5,0.08,-14.5,0.00,66048.5,26.42,0
1396,Exit long,2023-07-26 18:00,NQ09B BUY WEEKDAY 1800 STOP,15637.75,2,625560,-59,-0.01,9,0,0.00,-54.5,-0.01,65989.5,26.40,0
1396,Entry long,2023-07-26 18:00,[CC] BUY PREMIUM,15639,2,625560,-59,-0.01,9,0,0.00,-54.5,-0.01,65989.5,26.40,0
1397,Exit long,2023-07-27 09:30,NQ09B BUY NY STOP,15833.75,2,633400,-59,-0.01,9,0,0.00,-54.5,-0.01,65930.5,26.37,0
1397,Entry long,2023-07-27 09:30,[CC] BUY NY,15835,2,633400,-59,-0.01,9,0,0.00,-54.5,-0.01,65930.5,26.37,0
1398,Exit long,2023-07-28 09:30,NQ09B BUY NY N130 TP2,15750.75,2,629520,501,0.08,9,505.5,0.08,-14.5,0.00,66431.5,26.57,0
1398,Entry long,2023-07-28 09:30,[CC] BUY NY,15738,2,629520,501,0.08,9,505.5,0.08,-14.5,0.00,66431.5,26.57,0
1399,Exit long,2023-07-30 18:00,NQ09B BUY WEEKLY STOP,15849,2,634010,-59,-0.01,9,0,0.00,-54.5,-0.01,66372.5,26.55,0
1399,Entry long,2023-07-30 18:00,[CC] BUY WEEKLY,15850.25,2,634010,-59,-0.01,9,0,0.00,-54.5,-0.01,66372.5,26.55,0
1400,Exit long,2023-07-31 09:30,NQ09B BUY NY STOP,15859,2,634410,-59,-0.01,9,0,0.00,-54.5,-0.01,66313.5,26.53,0
1400,Entry long,2023-07-31 09:30,[CC] BUY NY,15860.25,2,634410,-59,-0.01,9,0,0.00,-54.5,-0.01,66313.5,26.53,0
1401,Exit long,2023-08-01 09:30,NQ09B BUY NY STOP,15795.5,2,631870,-59,-0.01,9,205.5,0.03,-54.5,-0.01,66254.5,26.50,0
1401,Entry long,2023-08-01 09:30,[CC] BUY NY,15796.75,2,631870,-59,-0.01,9,205.5,0.03,-54.5,-0.01,66254.5,26.50,0
1402,Exit long,2023-08-01 18:00,NQ09B BUY WEEKDAY 1800 STOP,15756,1,315145,-29.5,-0.01,4.5,2.75,0.00,-27.25,-0.01,66225,26.49,0
1402,Entry long,2023-08-01 18:00,[CC] BUY WEAK,15757.25,1,315145,-29.5,-0.01,4.5,2.75,0.00,-27.25,-0.01,66225,26.49,0
