Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1286,Exit short,2023-04-12 09:30,NQ09B SELL NY N130 TP2,13144,2,526270,501,0.10,9,505.5,0.10,-14.5,0.00,56419,22.57,0
1286,Entry short,2023-04-12 09:30,[CC] SELL NY,13156.75,2,526270,501,0.10,9,505.5,0.10,-14.5,0.00,56419,22.57,0
1287,Exit short,2023-04-13 09:30,NQ09B SELL NY STOP,13028.75,2,521100,-59,-0.01,9,305.5,0.06,-54.5,-0.01,56360,22.54,0
1287,Entry short,2023-04-13 09:30,[CC] SELL NY,13027.5,2,521100,-59,-0.01,9,305.5,0.06,-54.5,-0.01,56360,22.54,0
1288,Exit short,2023-04-13 18:00,NQ09B SELL WEEKDAY 1800 STOP,13184,2,527310,-59,-0.01,9,0,0.00,-54.5,-0.01,56301,22.52,0
1288,Entry short,2023-04-13 18:00,[CC] SELL PREMIUM,13182.75,2,527310,-59,-0.01,9,0,0.00,-54.5,-0.01,56301,22.52,0
1289,Exit short,2023-04-14 09:30,NQ09B SELL NY STOP,13140.25,2,525560,-59,-0.01,9,215.5,0.04,-54.5,-0.01,56242,22.50,0
1289,Entry short,2023-04-14 09:30,[CC] SELL NY,13139,2,525560,-59,-0.01,9,215.5,0.04,-54.5,-0.01,56242,22.50,0
1290,Exit short,2023-04-16 18:00,NQ09B SELL WEEKLY STOP,13213.5,2,528490,-59,-0.01,9,0,0.00,-54.5,-0.01,56183,22.47,0
1290,Entry short,2023-04-16 18:00,[CC] SELL WEEKLY,13212.25,2,528490,-59,-0.01,9,0,0.00,-54.5,-0.01,56183,22.47,0
1291,Exit short,2023-04-17 09:30,NQ09B SELL NY N130 TP2,13149.5,2,526490,501,0.10,9,505.5,0.10,-14.5,0.00,56684,22.67,0
1291,Entry short,2023-04-17 09:30,[CC] SELL NY,13162.25,2,526490,501,0.10,9,505.5,0.10,-14.5,0.00,56684,22.67,0
1292,Exit short,2023-04-18 09:30,NQ09B SELL NY STOP,13281,2,531190,-59,-0.01,9,0,0.00,-54.5,-0.01,56625,22.65,0
1292,Entry short,2023-04-18 09:30,[CC] SELL NY,13279.75,2,531190,-59,-0.01,9,0,0.00,-54.5,-0.01,56625,22.65,0
1293,Exit short,2023-04-19 09:30,NQ09B SELL NY STOP,13086.25,2,523400,-59,-0.01,9,175.5,0.03,-54.5,-0.01,56566,22.63,0
1293,Entry short,2023-04-19 09:30,[CC] SELL NY,13085,2,523400,-59,-0.01,9,175.5,0.03,-54.5,-0.01,56566,22.63,0
1294,Exit short,2023-04-20 09:30,NQ09B SELL NY STOP,13052.5,2,522050,-59,-0.01,9,195.5,0.04,-54.5,-0.01,56507,22.60,0
1294,Entry short,2023-04-20 09:30,[CC] SELL NY,13051.25,2,522050,-59,-0.01,9,195.5,0.04,-54.5,-0.01,56507,22.60,0
1295,Exit short,2023-04-21 09:30,NQ09B SELL NY N130 TP2,13044.75,2,522300,501,0.10,9,505.5,0.10,-14.5,0.00,57008,22.80,0
1295,Entry short,2023-04-21 09:30,[CC] SELL NY,13057.5,2,522300,501,0.10,9,505.5,0.10,-14.5,0.00,57008,22.80,0
1296,Exit short,2023-04-23 18:00,NQ09B SELL WEEKLY STOP,13071,2,522790,-59,-0.01,9,0,0.00,-54.5,-0.01,56949,22.78,0
1296,Entry short,2023-04-23 18:00,[CC] SELL WEEKLY,13069.75,2,522790,-59,-0.01,9,0,0.00,-54.5,-0.01,56949,22.78,0
1297,Exit short,2023-04-24 09:30,NQ09B SELL NY STOP,13078.5,2,523090,-59,-0.01,9,0,0.00,-54.5,-0.01,56890,22.76,0
1297,Entry short,2023-04-24 09:30,[CC] SELL NY,13077.25,2,523090,-59,-0.01,9,0,0.00,-54.5,-0.01,56890,22.76,0
1298,Exit short,2023-04-24 18:00,NQ09B SELL WEEKDAY 1800 STOP,13051.25,1,261000,-29.5,-0.01,4.5,147.75,0.06,-27.25,-0.01,56860.5,22.74,0
1298,Entry short,2023-04-24 18:00,[CC] SELL WEAK,13050,1,261000,-29.5,-0.01,4.5,147.75,0.06,-27.25,-0.01,56860.5,22.74,0
1299,Exit short,2023-04-25 09:30,NQ09B SELL NY STOP,12989.25,2,519520,-59,-0.01,9,295.5,0.06,-54.5,-0.01,56801.5,22.72,0
1299,Entry short,2023-04-25 09:30,[CC] SELL NY,12988,2,519520,-59,-0.01,9,295.5,0.06,-54.5,-0.01,56801.5,22.72,0
1300,Exit short,2023-04-25 18:00,NQ09B SELL WEEKDAY 1800 D80,12931.75,2,517590,311,0.06,9,315.5,0.06,-14.5,0.00,57112.5,22.85,0
1300,Entry short,2023-04-25 18:00,[CC] SELL PREMIUM,12939.75,2,517590,311,0.06,9,315.5,0.06,-14.5,0.00,57112.5,22.85,0
1301,Exit short,2023-04-26 09:30,NQ09B SELL NY STOP,12951.25,2,518000,-59,-0.01,9,0,0.00,-54.5,-0.01,57053.5,22.82,0
1301,Entry short,2023-04-26 09:30,[CC] SELL NY,12950,2,518000,-59,-0.01,9,0,0.00,-54.5,-0.01,57053.5,22.82,0
1302,Exit short,2023-04-26 18:00,NQ09B SELL WEEKDAY 1800 STOP,12966,2,518590,-59,-0.01,9,0,0.00,-54.5,-0.01,56994.5,22.80,0
1302,Entry short,2023-04-26 18:00,[CC] SELL PREMIUM,12964.75,2,518590,-59,-0.01,9,0,0.00,-54.5,-0.01,56994.5,22.80,0
1303,Exit short,2023-04-27 09:30,NQ09B SELL NY STOP,13041.75,2,521620,-59,-0.01,9,0,0.00,-54.5,-0.01,56935.5,22.77,0
1303,Entry short,2023-04-27 09:30,[CC] SELL NY,13040.5,2,521620,-59,-0.01,9,0,0.00,-54.5,-0.01,56935.5,22.77,0
1304,Exit short,2023-04-27 18:00,NQ09B SELL WEEKDAY 1800 STOP,13216,2,528590,-59,-0.01,9,0,0.00,-54.5,-0.01,56876.5,22.75,0
1304,Entry short,2023-04-27 18:00,[CC] SELL PREMIUM,13214.75,2,528590,-59,-0.01,9,0,0.00,-54.5,-0.01,56876.5,22.75,0
1305,Exit short,2023-04-28 09:30,NQ09B SELL NY N130 TP2,13207.25,2,528800,501,0.09,9,505.5,0.10,-14.5,0.00,57377.5,22.95,0
1305,Entry short,2023-04-28 09:30,[CC] SELL NY,13220,2,528800,501,0.09,9,505.5,0.10,-14.5,0.00,57377.5,22.95,0
1306,Exit short,2023-04-30 18:00,NQ09B SELL WEEKLY STOP,13318,2,532670,-59,-0.01,9,0,0.00,-54.5,-0.01,57318.5,22.93,0
1306,Entry short,2023-04-30 18:00,[CC] SELL WEEKLY,13316.75,2,532670,-59,-0.01,9,0,0.00,-54.5,-0.01,57318.5,22.93,0
1307,Exit short,2023-05-01 09:30,NQ09B SELL NY STOP,13301.75,2,532020,-59,-0.01,9,285.5,0.05,-54.5,-0.01,57259.5,22.90,0
1307,Entry short,2023-05-01 09:30,[CC] SELL NY,13300.5,2,532020,-59,-0.01,9,285.5,0.05,-54.5,-0.01,57259.5,22.90,0
