trade_number,entry_time,route,quantity,buy_entry,buy_exit,buy_net,buy_commission,buy_exit_signal,sell_entry,sell_exit,sell_net,sell_commission,sell_exit_signal,entry_dt,month,year,control_pair_net,buy_target,sell_target,control_outcome,reference_price,target_points,derived_buy_target,derived_sell_target,scenario,entry_slip_ticks,candidate_direction,candidate_entry,candidate_exit,candidate_exit_reason,candidate_net,delta_vs_control,continuity_assumption,known_crisis_case
1215,2023-01-27 09:30,NY,2,12047.5,12046.25,-59.0,9.0,NQ09B BUY NY STOP,12047.0,12048.25,-59.0,9.0,NQ09B SELL NY STOP,2023-01-27 09:30:00,2023-01,2023,-118.0,False,False,DOUBLE_STOP,12047.25,12.75,12060.25,12034.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12048.0,12046.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1216,2023-01-29 18:00,WEEKLY,2,12212.75,12220.75,311.0,9.0,NQ09B BUY WEEKLY W80,12212.25,12213.5,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-01-29 18:00:00,2023-01,2023,252.0,True,False,BUY_TARGET,12212.5,8.0,12220.75,12204.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,12213.25,12220.75,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1217,2023-01-30 09:30,NY,2,12082.5,12081.25,-59.0,9.0,NQ09B BUY NY STOP,12082.0,12069.25,501.0,9.0,NQ09B SELL NY N130 TP2,2023-01-30 09:30:00,2023-01,2023,442.0,False,True,SELL_TARGET,12082.25,12.75,12095.25,12069.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,12081.5,12069.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1218,2023-01-31 09:30,NY,2,11974.5,11973.25,-59.0,9.0,NQ09B BUY NY STOP,11974.0,11975.25,-59.0,9.0,NQ09B SELL NY STOP,2023-01-31 09:30:00,2023-01,2023,-118.0,False,False,DOUBLE_STOP,11974.25,12.75,11987.25,11961.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,11975.0,11973.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1219,2023-02-01 09:30,NY,2,12144.0,12142.75,-59.0,9.0,NQ09B BUY NY STOP,12143.5,12144.75,-59.0,9.0,NQ09B SELL NY STOP,2023-02-01 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12143.75,12.75,12156.75,12130.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12144.5,12142.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1220,2023-02-01 18:00,WEEKDAY_PREMIUM,2,12520.25,12519.0,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,12519.75,12521.0,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2023-02-01 18:00:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12520.0,8.0,12528.25,12511.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12520.75,12519.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1221,2023-02-02 09:30,NY,2,12681.5,12680.25,-59.0,9.0,NQ09B BUY NY STOP,12681.0,12682.25,-59.0,9.0,NQ09B SELL NY STOP,2023-02-02 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12681.25,12.75,12694.25,12668.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12682.0,12680.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1222,2023-02-02 18:00,WEEKDAY_PREMIUM,2,12748.5,12756.5,311.0,9.0,NQ09B BUY WEEKDAY 1800 D80,12748.0,12749.25,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2023-02-02 18:00:00,2023-02,2023,252.0,True,False,BUY_TARGET,12748.25,8.0,12756.5,12740.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,12749.0,12756.5,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1223,2023-02-03 09:30,NY,2,12574.5,12573.25,-59.0,9.0,NQ09B BUY NY STOP,12574.0,12561.25,501.0,9.0,NQ09B SELL NY N130 TP2,2023-02-03 09:30:00,2023-02,2023,442.0,False,True,SELL_TARGET,12574.25,12.75,12587.25,12561.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,12573.5,12561.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1224,2023-02-05 18:00,WEEKLY,2,12572.25,12580.25,311.0,9.0,NQ09B BUY WEEKLY W80,12571.75,12573.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-02-05 18:00:00,2023-02,2023,252.0,True,False,BUY_TARGET,12572.0,8.0,12580.25,12563.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,12572.75,12580.25,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1225,2023-02-06 09:30,NY,2,12509.25,12508.0,-59.0,9.0,NQ09B BUY NY STOP,12508.75,12510.0,-59.0,9.0,NQ09B SELL NY STOP,2023-02-06 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12509.0,12.75,12522.0,12496.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12509.75,12508.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1226,2023-02-07 09:30,NY,2,12504.25,12503.0,-59.0,9.0,NQ09B BUY NY STOP,12503.75,12505.0,-59.0,9.0,NQ09B SELL NY STOP,2023-02-07 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12504.0,12.75,12517.0,12491.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12504.75,12503.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1227,2023-02-08 09:30,NY,2,12714.0,12726.75,501.0,9.0,NQ09B BUY NY N130 TP2,12713.5,12714.75,-59.0,9.0,NQ09B SELL NY STOP,2023-02-08 09:30:00,2023-02,2023,442.0,True,False,BUY_TARGET,12713.75,12.75,12726.75,12700.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,12714.5,12726.75,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1228,2023-02-09 09:30,NY,2,12722.75,12721.5,-59.0,9.0,NQ09B BUY NY STOP,12722.25,12723.5,-59.0,9.0,NQ09B SELL NY STOP,2023-02-09 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12722.5,12.75,12735.5,12709.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12723.25,12721.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1229,2023-02-10 09:30,NY,2,12335.5,12334.25,-59.0,9.0,NQ09B BUY NY STOP,12335.0,12336.25,-59.0,9.0,NQ09B SELL NY STOP,2023-02-10 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12335.25,12.75,12348.25,12322.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12336.0,12334.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1230,2023-02-12 18:00,WEEKLY,2,12357.75,12365.75,311.0,9.0,NQ09B BUY WEEKLY W80,12357.25,12358.5,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-02-12 18:00:00,2023-02,2023,252.0,True,False,BUY_TARGET,12357.5,8.0,12365.75,12349.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,12358.25,12365.75,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1231,2023-02-13 09:30,NY,2,12402.5,12401.25,-59.0,9.0,NQ09B BUY NY STOP,12402.0,12403.25,-59.0,9.0,NQ09B SELL NY STOP,2023-02-13 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12402.25,12.75,12415.25,12389.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12403.0,12401.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1232,2023-02-14 09:30,NY,2,12474.25,12473.0,-59.0,9.0,NQ09B BUY NY STOP,12473.75,12475.0,-59.0,9.0,NQ09B SELL NY STOP,2023-02-14 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12474.0,12.75,12487.0,12461.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12474.75,12473.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1233,2023-02-15 09:30,NY,2,12553.75,12552.5,-59.0,9.0,NQ09B BUY NY STOP,12553.25,12554.5,-59.0,9.0,NQ09B SELL NY STOP,2023-02-15 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12553.5,12.75,12566.5,12540.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12554.25,12552.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1234,2023-02-16 09:30,NY,2,12524.25,12523.0,-59.0,9.0,NQ09B BUY NY STOP,12523.75,12525.0,-59.0,9.0,NQ09B SELL NY STOP,2023-02-16 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12524.0,12.75,12537.0,12511.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12524.75,12523.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1235,2023-02-17 09:30,NY,2,12390.25,12389.0,-59.0,9.0,NQ09B BUY NY STOP,12389.75,12377.0,501.0,9.0,NQ09B SELL NY N130 TP2,2023-02-17 09:30:00,2023-02,2023,442.0,False,True,SELL_TARGET,12390.0,12.75,12403.0,12377.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,12389.25,12377.0,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1236,2023-02-19 18:00,WEEKLY,2,12380.25,12379.0,-59.0,9.0,NQ09B BUY WEEKLY STOP,12379.75,12381.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-02-19 18:00:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12380.0,8.0,12388.25,12371.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12380.75,12379.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1237,2023-02-20 09:30,NY,2,12393.5,12392.25,-59.0,9.0,NQ09B BUY NY STOP,12393.0,12394.25,-59.0,9.0,NQ09B SELL NY STOP,2023-02-20 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12393.25,12.75,12406.25,12380.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12394.0,12392.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1238,2023-02-21 09:30,NY,2,12229.25,12228.0,-59.0,9.0,NQ09B BUY NY STOP,12228.75,12230.0,-59.0,9.0,NQ09B SELL NY STOP,2023-02-21 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12229.0,12.75,12242.0,12216.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12229.75,12228.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1239,2023-02-22 09:30,NY,2,12121.0,12119.75,-59.0,9.0,NQ09B BUY NY STOP,12120.5,12121.75,-59.0,9.0,NQ09B SELL NY STOP,2023-02-22 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12120.75,12.75,12133.75,12107.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12121.5,12119.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1240,2023-02-22 18:00,WEEKDAY_PREMIUM,2,12176.5,12175.25,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,12176.0,12177.25,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2023-02-22 18:00:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12176.25,8.0,12184.5,12168.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12177.0,12175.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1241,2023-02-23 09:30,NY,2,12252.75,12251.5,-59.0,9.0,NQ09B BUY NY STOP,12252.25,12253.5,-59.0,9.0,NQ09B SELL NY STOP,2023-02-23 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12252.5,12.75,12265.5,12239.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12253.25,12251.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1242,2023-02-24 09:30,NY,2,11994.0,11992.75,-59.0,9.0,NQ09B BUY NY STOP,11993.5,11994.75,-59.0,9.0,NQ09B SELL NY STOP,2023-02-24 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,11993.75,12.75,12006.75,11980.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,11994.5,11992.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1243,2023-02-26 18:00,WEEKLY,2,12003.25,12002.0,-59.0,9.0,NQ09B BUY WEEKLY STOP,12002.75,12004.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-02-26 18:00:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12003.0,8.0,12011.25,11994.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12003.75,12002.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1244,2023-02-27 09:30,NY,2,12131.25,12130.0,-59.0,9.0,NQ09B BUY NY STOP,12130.75,12132.0,-59.0,9.0,NQ09B SELL NY STOP,2023-02-27 09:30:00,2023-02,2023,-118.0,False,False,DOUBLE_STOP,12131.0,12.75,12144.0,12118.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12131.75,12130.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1245,2023-02-28 09:30,NY,2,12056.0,12054.75,-59.0,9.0,NQ09B BUY NY STOP,12055.5,12042.75,501.0,9.0,NQ09B SELL NY N130 TP2,2023-02-28 09:30:00,2023-02,2023,442.0,False,True,SELL_TARGET,12055.75,12.75,12068.75,12042.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,12055.0,12042.75,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1246,2023-03-01 09:30,NY,2,12052.25,12051.0,-59.0,9.0,NQ09B BUY NY STOP,12051.75,12053.0,-59.0,9.0,NQ09B SELL NY STOP,2023-03-01 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12052.0,12.75,12065.0,12039.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12052.75,12051.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1247,2023-03-02 09:30,NY,2,11857.75,11856.5,-59.0,9.0,NQ09B BUY NY STOP,11857.25,11858.5,-59.0,9.0,NQ09B SELL NY STOP,2023-03-02 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,11857.5,12.75,11870.5,11844.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,11858.25,11856.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1248,2023-03-03 09:30,NY,2,12135.0,12133.75,-59.0,9.0,NQ09B BUY NY STOP,12134.5,12135.75,-59.0,9.0,NQ09B SELL NY STOP,2023-03-03 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12134.75,12.75,12147.75,12121.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12135.5,12133.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1249,2023-03-05 18:00,WEEKLY,2,12306.5,12314.5,311.0,9.0,NQ09B BUY WEEKLY W80,12306.0,12307.25,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-03-05 18:00:00,2023-03,2023,252.0,True,False,BUY_TARGET,12306.25,8.0,12314.5,12298.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,12307.0,12314.5,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1250,2023-03-06 09:30,NY,2,12361.0,12359.75,-59.0,9.0,NQ09B BUY NY STOP,12360.5,12361.75,-59.0,9.0,NQ09B SELL NY STOP,2023-03-06 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12360.75,12.75,12373.75,12347.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12361.5,12359.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1251,2023-03-07 09:30,NY,2,12324.5,12323.25,-59.0,9.0,NQ09B BUY NY STOP,12324.0,12325.25,-59.0,9.0,NQ09B SELL NY STOP,2023-03-07 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12324.25,12.75,12337.25,12311.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12325.0,12323.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1252,2023-03-07 18:00,WEEKDAY_WEAK,1,12170.25,12178.25,155.5,4.5,NQ09B BUY WEEKDAY 1800 D80,12169.75,12171.0,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2023-03-07 18:00:00,2023-03,2023,126.0,True,False,BUY_TARGET,12170.0,8.0,12178.25,12161.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,12170.75,12178.25,ORIGINAL_TARGET,145.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1253,2023-03-08 09:30,NY,2,12185.5,12184.25,-59.0,9.0,NQ09B BUY NY STOP,12185.0,12186.25,-59.0,9.0,NQ09B SELL NY STOP,2023-03-08 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12185.25,12.75,12198.25,12172.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12186.0,12184.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1254,2023-03-09 09:30,NY,2,12246.5,12245.25,-59.0,9.0,NQ09B BUY NY STOP,12246.0,12233.25,501.0,9.0,NQ09B SELL NY N130 TP2,2023-03-09 09:30:00,2023-03,2023,442.0,False,True,SELL_TARGET,12246.25,12.75,12259.25,12233.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,12245.5,12233.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1255,2023-03-09 18:00,WEEKDAY_WEAK,1,12005.25,12004.0,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,12004.75,11996.75,155.5,4.5,NQ09B SELL WEEKDAY 1800 D80,2023-03-09 18:00:00,2023-03,2023,126.0,False,True,SELL_TARGET,12005.0,8.0,12013.25,11996.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,12004.25,11996.75,ORIGINAL_TARGET,145.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1256,2023-03-10 09:30,NY,2,12018.25,12017.0,-59.0,9.0,NQ09B BUY NY STOP,12017.75,12019.0,-59.0,9.0,NQ09B SELL NY STOP,2023-03-10 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12018.0,12.75,12031.0,12005.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12018.75,12017.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1257,2023-03-12 18:00,WEEKLY,2,11895.0,11903.0,311.0,9.0,NQ09B BUY WEEKLY W80,11894.5,11895.75,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-03-12 18:00:00,2023-03,2023,252.0,True,False,BUY_TARGET,11894.75,8.0,11903.0,11886.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,11895.5,11903.0,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1258,2023-03-13 09:30,NY,2,11768.75,11767.5,-59.0,9.0,NQ09B BUY NY STOP,11768.25,11755.5,501.0,9.0,NQ09B SELL NY N130 TP2,2023-03-13 09:30:00,2023-03,2023,442.0,False,True,SELL_TARGET,11768.5,12.75,11781.5,11755.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,11767.75,11755.5,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1259,2023-03-13 18:00,WEEKDAY_WEAK,1,12080.25,12079.0,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,12079.75,12071.75,155.5,4.5,NQ09B SELL WEEKDAY 1800 D80,2023-03-13 18:00:00,2023-03,2023,126.0,False,True,SELL_TARGET,12080.0,8.0,12088.25,12071.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,12079.25,12071.75,ORIGINAL_TARGET,145.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1260,2023-03-14 09:30,NY,2,12208.75,12207.5,-59.0,9.0,NQ09B BUY NY STOP,12208.25,12209.5,-59.0,9.0,NQ09B SELL NY STOP,2023-03-14 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12208.5,12.75,12221.5,12195.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12209.25,12207.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1261,2023-03-15 09:30,NY,2,12210.75,12209.5,-59.0,9.0,NQ09B BUY NY STOP,12210.25,12211.5,-59.0,9.0,NQ09B SELL NY STOP,2023-03-15 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12210.5,12.75,12223.5,12197.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12211.25,12209.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1262,2023-03-16 09:30,NY,2,12345.5,12358.25,501.0,9.0,NQ09B BUY NY N130 TP2,12345.0,12346.25,-59.0,9.0,NQ09B SELL NY STOP,2023-03-16 09:30:00,2023-03,2023,442.0,True,False,BUY_TARGET,12345.25,12.75,12358.25,12332.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,12346.0,12358.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1263,2023-03-17 09:30,NY,2,12712.75,12711.5,-59.0,9.0,NQ09B BUY NY STOP,12712.25,12699.5,501.0,9.0,NQ09B SELL NY N130 TP2,2023-03-17 09:30:00,2023-03,2023,442.0,False,True,SELL_TARGET,12712.5,12.75,12725.5,12699.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,12711.75,12699.5,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1264,2023-03-19 18:00,WEEKLY,2,12690.25,12689.0,-59.0,9.0,NQ09B BUY WEEKLY STOP,12689.75,12681.75,311.0,9.0,NQ09B SELL WEEKLY W80,2023-03-19 18:00:00,2023-03,2023,252.0,False,True,SELL_TARGET,12690.0,8.0,12698.25,12681.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,12689.25,12681.75,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1265,2023-03-20 09:30,NY,2,12623.25,12622.0,-59.0,9.0,NQ09B BUY NY STOP,12622.75,12624.0,-59.0,9.0,NQ09B SELL NY STOP,2023-03-20 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12623.0,12.75,12636.0,12610.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12623.75,12622.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1266,2023-03-21 09:30,NY,2,12775.5,12774.25,-59.0,9.0,NQ09B BUY NY STOP,12775.0,12776.25,-59.0,9.0,NQ09B SELL NY STOP,2023-03-21 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12775.25,12.75,12788.25,12762.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12776.0,12774.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1267,2023-03-22 09:30,NY,2,12873.0,12871.75,-59.0,9.0,NQ09B BUY NY STOP,12872.5,12873.75,-59.0,9.0,NQ09B SELL NY STOP,2023-03-22 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12872.75,12.75,12885.75,12859.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12873.5,12871.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1268,2023-03-22 18:00,WEEKDAY_WEAK,1,12695.25,12694.0,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,12694.75,12696.0,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2023-03-22 18:00:00,2023-03,2023,-59.0,False,False,DOUBLE_STOP,12695.0,8.0,12703.25,12686.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12695.75,12694.0,ORIGINAL_SURVIVOR_STOP,-39.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
