trade_number,entry_time,route,quantity,buy_net,buy_mfe,buy_commission,buy_exit_signal,sell_net,sell_mfe,sell_commission,sell_exit_signal,entry_dt,month,year,pair_net,survivor,loser,survivor_net,survivor_mfe,survivor_commission,survivor_exit_signal,loser_net,loser_mfe,loser_commission,old_loser_false_leak_screen,survivor_mfe_minus_net,survivor_commission_component,survivor_market_giveback_upper,single_survivor_structure,rank
2425,2026-03-18 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-03-18 09:30:00,2026-03,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,938
2429,2026-03-22 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,391.0,395.5,9.0,NQ09B SELL WEEKLY W80,2026-03-22 18:00:00,2026-03,2026,332.0,SELL,BUY,391.0,395.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,939
2430,2026-03-23 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-03-23 09:30:00,2026-03,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,940
2432,2026-03-24 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-03-24 09:30:00,2026-03,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,941
2435,2026-03-26 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-03-26 09:30:00,2026-03,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,942
2436,2026-03-26 18:00,WEEKDAY_PREMIUM,2,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2026-03-26 18:00:00,2026-03,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,943
2438,2026-03-29 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,391.0,395.5,9.0,NQ09B SELL WEEKLY W80,2026-03-29 18:00:00,2026-03,2026,332.0,SELL,BUY,391.0,395.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,944
2439,2026-03-30 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-03-30 09:30:00,2026-03,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,945
2442,2026-04-01 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-04-01 09:30:00,2026-04,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,946
2446,2026-04-07 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-04-07 09:30:00,2026-04,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,947
2448,2026-04-08 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-04-08 09:30:00,2026-04,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,948
2449,2026-04-09 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-04-09 09:30:00,2026-04,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,949
2451,2026-04-12 18:00,WEEKLY,2,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2026-04-12 18:00:00,2026-04,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,950
2452,2026-04-13 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-04-13 09:30:00,2026-04,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,951
2453,2026-04-13 18:00,WEEKDAY_PREMIUM,2,-59.0,0.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,391.0,395.5,9.0,NQ09B SELL WEEKDAY 1800 D80,2026-04-13 18:00:00,2026-04,2026,332.0,SELL,BUY,391.0,395.5,9.0,NQ09B SELL WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,952
2454,2026-04-14 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-04-14 09:30:00,2026-04,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,953
2455,2026-04-15 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-04-15 09:30:00,2026-04,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,954
2457,2026-04-17 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-04-17 09:30:00,2026-04,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,955
2458,2026-04-19 18:00,WEEKLY,2,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2026-04-19 18:00:00,2026-04,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,956
2459,2026-04-20 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-04-20 09:30:00,2026-04,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,957
2461,2026-04-21 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-04-21 09:30:00,2026-04,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,958
2467,2026-04-24 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-04-24 09:30:00,2026-04,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,959
2468,2026-04-26 18:00,WEEKLY,2,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2026-04-26 18:00:00,2026-04,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,960
2469,2026-04-27 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-04-27 09:30:00,2026-04,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,961
2472,2026-04-29 18:00,WEEKDAY_PREMIUM,2,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2026-04-29 18:00:00,2026-04,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,962
2473,2026-04-30 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-04-30 09:30:00,2026-04,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,963
2476,2026-05-03 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,391.0,395.5,9.0,NQ09B SELL WEEKLY W80,2026-05-03 18:00:00,2026-05,2026,332.0,SELL,BUY,391.0,395.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,964
2477,2026-05-04 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-05-04 09:30:00,2026-05,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,965
2478,2026-05-05 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-05-05 09:30:00,2026-05,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,966
2480,2026-05-06 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-05-06 09:30:00,2026-05,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,967
2482,2026-05-07 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-05-07 09:30:00,2026-05,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,968
2484,2026-05-08 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-05-08 09:30:00,2026-05,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,969
2485,2026-05-10 18:00,WEEKLY,2,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2026-05-10 18:00:00,2026-05,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,970
2486,2026-05-11 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-05-11 09:30:00,2026-05,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,971
2490,2026-05-14 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-05-14 09:30:00,2026-05,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,972
2493,2026-05-17 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,391.0,395.5,9.0,NQ09B SELL WEEKLY W80,2026-05-17 18:00:00,2026-05,2026,332.0,SELL,BUY,391.0,395.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,973
2494,2026-05-18 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-05-18 09:30:00,2026-05,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,974
2495,2026-05-19 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-05-19 09:30:00,2026-05,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,975
2497,2026-05-20 18:00,WEEKDAY_PREMIUM,2,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2026-05-20 18:00:00,2026-05,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,976
2498,2026-05-21 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-05-21 09:30:00,2026-05,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,977
2499,2026-05-22 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-05-22 09:30:00,2026-05,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,978
2500,2026-05-24 18:00,WEEKLY,2,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2026-05-24 18:00:00,2026-05,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,979
2502,2026-05-25 18:00,WEEKDAY_PREMIUM,2,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2026-05-25 18:00:00,2026-05,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,980
2503,2026-05-26 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-05-26 09:30:00,2026-05,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,981
2506,2026-05-27 18:00,WEEKDAY_PREMIUM,2,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2026-05-27 18:00:00,2026-05,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,982
2507,2026-05-28 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-05-28 09:30:00,2026-05,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,983
2508,2026-05-29 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-05-29 09:30:00,2026-05,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,984
2509,2026-05-31 18:00,WEEKLY,2,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2026-05-31 18:00:00,2026-05,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,985
2510,2026-06-01 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-06-01 09:30:00,2026-06,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,986
2513,2026-06-03 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-06-03 09:30:00,2026-06,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,987
2514,2026-06-03 18:00,WEEKDAY_PREMIUM,2,-59.0,0.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,391.0,395.5,9.0,NQ09B SELL WEEKDAY 1800 D80,2026-06-03 18:00:00,2026-06,2026,332.0,SELL,BUY,391.0,395.5,9.0,NQ09B SELL WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,988
2515,2026-06-04 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-06-04 09:30:00,2026-06,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,989
2516,2026-06-05 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-06-05 09:30:00,2026-06,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,990
2517,2026-06-07 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,391.0,395.5,9.0,NQ09B SELL WEEKLY W80,2026-06-07 18:00:00,2026-06,2026,332.0,SELL,BUY,391.0,395.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,991
2518,2026-06-08 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-06-08 09:30:00,2026-06,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,992
2521,2026-06-10 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-06-10 09:30:00,2026-06,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,993
2522,2026-06-10 18:00,WEEKDAY_PREMIUM,2,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2026-06-10 18:00:00,2026-06,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,994
2523,2026-06-11 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-06-11 09:30:00,2026-06,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,995
2526,2026-06-14 18:00,WEEKLY,2,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2026-06-14 18:00:00,2026-06,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,996
2527,2026-06-15 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-06-15 09:30:00,2026-06,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,997
2530,2026-06-17 18:00,WEEKDAY_PREMIUM,2,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2026-06-17 18:00:00,2026-06,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,998
2531,2026-06-18 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-06-18 09:30:00,2026-06,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,999
2533,2026-06-21 18:00,WEEKLY,2,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2026-06-21 18:00:00,2026-06,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1000
2534,2026-06-22 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-06-22 09:30:00,2026-06,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1001
2535,2026-06-23 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-06-23 09:30:00,2026-06,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1002
2536,2026-06-24 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-06-24 09:30:00,2026-06,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1003
2538,2026-06-25 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-06-25 09:30:00,2026-06,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1004
2542,2026-06-29 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-06-29 09:30:00,2026-06,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1005
2544,2026-07-01 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-07-01 09:30:00,2026-07,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1006
2546,2026-07-02 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-07-02 09:30:00,2026-07,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1007
2547,2026-07-03 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-07-03 09:30:00,2026-07,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1008
2548,2026-07-05 18:00,WEEKLY,2,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2026-07-05 18:00:00,2026-07,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1009
2549,2026-07-06 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-07-06 09:30:00,2026-07,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1010
2550,2026-07-07 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-07-07 09:30:00,2026-07,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1011
2553,2026-07-09 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-07-09 09:30:00,2026-07,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1012
2554,2026-07-10 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,2026-07-10 09:30:00,2026-07,2026,572.0,SELL,BUY,631.0,635.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1013
2555,2026-07-12 18:00,WEEKLY,2,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2026-07-12 18:00:00,2026-07,2026,332.0,BUY,SELL,391.0,395.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1014
2556,2026-07-13 09:30,NY,2,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2026-07-13 09:30:00,2026-07,2026,572.0,BUY,SELL,631.0,635.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,1015
