path,exists,classification,suffix,size_bytes,filename_date_tokens,parser,schema,columns,market_columns,rows,candidate_start_utc,candidate_end_utc,decode_note,block_hint,x3b_authority_rank,x3b_authority_type,x3b_start_utc,x3b_end_utc,alias_flag
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQM0-NQU0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,2722,2020-03-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,93,2020-03-16T13:56:28.487019741+00:00,2020-03-16T20:36:26.669934727+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-16T13:56:28.487019741+00:00,2020-03-16T20:36:26.669934727+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQM0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,5626873,2020-03-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,254934,2020-03-16T00:01:00.030733251+00:00,2020-03-16T23:59:58.624015667+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-16T00:01:00.030733251+00:00,2020-03-16T23:59:58.624015667+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQU0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,7780,2020-03-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,334,2020-03-16T13:50:09.045880229+00:00,2020-03-16T22:53:39.919043555+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-16T13:50:09.045880229+00:00,2020-03-16T22:53:39.919043555+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQH0-NQM0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,545828,2020-03-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,24260,2020-03-17T00:01:35.953730651+00:00,2020-03-17T23:59:28.462008283+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-17T00:01:35.953730651+00:00,2020-03-17T23:59:28.462008283+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQH0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,3992833,2020-03-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,173079,2020-03-17T00:00:00.011624105+00:00,2020-03-17T23:59:58.369495131+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-17T00:00:00.011624105+00:00,2020-03-17T23:59:58.369495131+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQM0-NQU0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,703,2020-03-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,17,2020-03-17T13:50:15.379422069+00:00,2020-03-17T20:44:08.996582695+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-17T13:50:15.379422069+00:00,2020-03-17T20:44:08.996582695+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQM0-NQZ0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,287,2020-03-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,8,2020-03-17T09:53:58.529254497+00:00,2020-03-17T14:43:06.600022219+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-17T09:53:58.529254497+00:00,2020-03-17T14:43:06.600022219+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQM0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,7748435,2020-03-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,346487,2020-03-17T00:00:00.011432283+00:00,2020-03-17T23:59:59.448129923+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-17T00:00:00.011432283+00:00,2020-03-17T23:59:59.448129923+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQU0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,1087,2020-03-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,26,2020-03-17T12:55:12.300453819+00:00,2020-03-17T23:28:21.580404223+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-17T12:55:12.300453819+00:00,2020-03-17T23:28:21.580404223+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\manifest.json,True,MARKET_DATA_OTHER,.json,7101,,NONE,,,,,,,UNSUPPORTED_FOR_PROBE,COVID_2020,-1,NOT_IN_X3B,,,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\metadata.json,True,MARKET_DATA_OTHER,.json,684,,NONE,,,,,,,UNSUPPORTED_FOR_PROBE,COVID_2020,-1,NOT_IN_X3B,,,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\NQH0_TBBO.parquet,True,TBBO_HIGH_DETAIL,.parquet,4185530,,PARQUET_META,PARQUET,ts_event|symbol|price|size|bid|ask|spread_points|source_file,ts_event|symbol|price|size|bid|ask,344115,,,,COVID_2020,0,OTHER,2020-03-16T00:01:25.720418855+00:00,2020-03-17T23:59:58.369495131+00:00,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\NQM0_TBBO.parquet,True,TBBO_HIGH_DETAIL,.parquet,6882376,,PARQUET_META,PARQUET,ts_event|symbol|price|size|bid|ask|spread_points|source_file,ts_event|symbol|price|size|bid|ask,599291,,,,COVID_2020,0,OTHER,2020-03-16T00:01:00.030733251+00:00,2020-03-17T23:59:59.448129923+00:00,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\NQU0_TBBO.parquet,True,TBBO_HIGH_DETAIL,.parquet,11700,,PARQUET_META,PARQUET,ts_event|symbol|price|size|bid|ask|spread_points|source_file,ts_event|symbol|price|size|bid|ask,360,,,,COVID_2020,0,OTHER,2020-03-16T13:50:09.045880229+00:00,2020-03-17T23:28:21.580404223+00:00,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\surgical\COVID_FILL_SCENARIOS_2NQ.csv,True,MARKET_DATA_OTHER,.csv,864,,CSV_HEADER,,scenario|exit_price|timestamp|estimated_buy_net_2_nq|note,exit_price|timestamp,,,,,COVID_2020,-1,NOT_IN_X3B,,,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\surgical\NQM0_1320_TO_1400_TBBO.parquet,True,TBBO_HIGH_DETAIL,.parquet,391955,,PARQUET_META,PARQUET,ts_event_utc|ts_recv_utc|price|size|bid|ask|spread_points|quote_state|action|side|flags|sequence|publisher_id|instrument_id|rtype|source_file,ts_event_utc|ts_recv_utc|price|size|bid|ask|action|side|sequence|instrument_id,14686,,,,COVID_2020,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\surgical\NQM0_1344_TO_1347_RAW_EVENTS.csv,True,TBBO_LIKE_CSV,.csv,681394,,CSV_HEADER,,ts_event_utc|ts_recv_utc|price|size|bid|ask|spread_points|quote_state|action|side|flags|sequence|publisher_id|instrument_id|rtype|source_file,ts_event_utc|ts_recv_utc|price|size|bid|ask|action|side|sequence|instrument_id,,,,,COVID_2020,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250803_1800_WEEKLY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,158055,2025-08-03,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,5919,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250804_0930_NY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1440863,2025-08-04,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,53489,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250804_1800_WEEKDAY_PREMIUM_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,59073,2025-08-04,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,1976,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250805_0930_NY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1256143,2025-08-05,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,47553,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250805_1800_WEEKDAY_PREMIUM_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,117966,2025-08-05,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,4399,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250806_0930_NY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1525594,2025-08-06,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,57238,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250807_0930_NY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1408108,2025-08-07,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,53165,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250807_1800_WEEKDAY_WEAK_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,79500,2025-08-07,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,2776,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250808_0930_NY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1150138,2025-08-08,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,42385,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250810_1800_WEEKLY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,93694,2025-08-10,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,3478,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250811_0930_NY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1097999,2025-08-11,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,40965,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250812_0930_NY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1715095,2025-08-12,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,64094,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250812_1800_WEEKDAY_WEAK_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,47010,2025-08-12,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,1518,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250813_0930_NY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1167717,2025-08-13,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,44346,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250814_0930_NY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1312541,2025-08-14,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,49043,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250814_1800_WEEKDAY_WEAK_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,49421,2025-08-14,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,1687,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250815_0930_NY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1453281,2025-08-15,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,54682,,,,AUG_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250914_1800_WEEKLY_NQU5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,49716,2025-09-14,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,1679,,,,AUG_2025|SEP_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250915_0930_NY_NQZ5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,757092,2025-09-15,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,27289,,,,AUG_2025|SEP_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250916_0930_NY_NQZ5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1013346,2025-09-16,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,37721,,,,AUG_2025|SEP_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250917_0930_NY_NQZ5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1203271,2025-09-17,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,44113,,,,AUG_2025|SEP_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250917_1800_WEEKDAY_WEAK_NQZ5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,54755,2025-09-17,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,1797,,,,AUG_2025|SEP_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250918_0930_NY_NQZ5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1612417,2025-09-18,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,59997,,,,AUG_2025|SEP_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250919_0930_NY_NQZ5.parquet,True,COLUMNAR_MARKET_DATA,.parquet,1511809,2025-09-19,PARQUET_META,PARQUET,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,ts_event_utc|symbol|instrument_id|price|size|bid|ask|side|sequence,56745,,,,AUG_2025|SEP_2025,0,OTHER,,,POSSIBLE_SCHEMA_ALIAS_GAP
