path,name,size_bytes,size_human,mtime,sha256,classification,csv_rows,columns,first_time,last_time,date_tokens,integrity_status,notes
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250812.tbbo.dbn.zst,glbx-mdp3-20250812.tbbo.dbn.zst,7004300,6.68 MB,2026-08-06T02:24:21.003356,EC21E3375FE890AB2588B62F364D691955ED6F98109C0AD81C1084AEEB053E38,DBN_HIGH_DETAIL,,,1754956800000000000,1755043200000000000,2025-08-12,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250813.tbbo.dbn.zst,glbx-mdp3-20250813.tbbo.dbn.zst,6540029,6.24 MB,2026-08-06T02:24:21.008526,9A38BD524F8EF8DA3F8EB3CFBA2C78D0BF3B1C6243CF1F360CEF26E10206BC23,DBN_HIGH_DETAIL,,,1755043200000000000,1755129600000000000,2025-08-13,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250814.tbbo.dbn.zst,glbx-mdp3-20250814.tbbo.dbn.zst,7192573,6.86 MB,2026-08-06T02:24:21.012707,963F6910CAEBF84BE7E6546ACE6EC9A66290B1F9BC9EF0F69FE3182F6F597AD1,DBN_HIGH_DETAIL,,,1755129600000000000,1755216000000000000,2025-08-14,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250815.tbbo.dbn.zst,glbx-mdp3-20250815.tbbo.dbn.zst,6187229,5.90 MB,2026-08-06T02:24:21.016884,E2619FE23B415A0737EC0FD9686FF39C5CD28606B0D4D16EF2EB7A116F709734,DBN_HIGH_DETAIL,,,1755216000000000000,1755302400000000000,2025-08-15,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\manifest.json,manifest.json,6853,6.69 KB,2026-08-06T02:24:21.016884,56576D97E89F2B2BB0A2749C2C4FED4DC04C7461CBD903B0ECCDADB8489341EE,MARKET_DATA_OTHER,,,,,,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\metadata.json,metadata.json,685,685.00 B,2026-08-06T02:24:20.970941,79C6CAD4A2A925183038E4DCEBB0B725DD793EB912E18AD567494753CCB215A4,MARKET_DATA_OTHER,,,,,,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\condition.json,condition.json,721,721.00 B,2026-08-06T02:24:21.148616,9A133BE2CF6B9EC178BBA42DFDDE09C9AD5E7D8D72F2C94D2392643C6A7556A0,MARKET_DATA_OTHER,,,,,,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250914.tbbo.NQH6.dbn.zst,glbx-mdp3-20250914.tbbo.NQH6.dbn.zst,180,180.00 B,2026-08-06T02:24:21.149804,F38234DAF6AE92FED18951CBC8B1DA41A7A6BA24EE68EB6C218AA99C0351C43C,DBN_HIGH_DETAIL,,,1757808000000000000,1757894400000000000,2025-09-14,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250914.tbbo.NQU5-NQZ5.dbn.zst,glbx-mdp3-20250914.tbbo.NQU5-NQZ5.dbn.zst,2961,2.89 KB,2026-08-06T02:24:21.149804,F43E21B627A46E3A4A1A385CBE9DAD7711ACA0ABA5ACE4C8FB75C9B776D5E161,DBN_HIGH_DETAIL,,,1757808000000000000,1757894400000000000,2025-09-14,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250914.tbbo.NQU5.dbn.zst,glbx-mdp3-20250914.tbbo.NQU5.dbn.zst,78326,76.49 KB,2026-08-06T02:24:21.150805,5DA348E1878129AC8FF88F6D7DE5BC431C7FD7CE06DB1530F2955DA1082E7152,DBN_HIGH_DETAIL,,,1757808000000000000,1757894400000000000,2025-09-14,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250914.tbbo.NQZ5.dbn.zst,glbx-mdp3-20250914.tbbo.NQZ5.dbn.zst,38585,37.68 KB,2026-08-06T02:24:21.148616,EA4F513D8797EC945CE8491F923BC649A7633086B15F3BCEC70F5394CDD0A5CB,DBN_HIGH_DETAIL,,,1757808000000000000,1757894400000000000,2025-09-14,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250915.tbbo.NQH6.dbn.zst,glbx-mdp3-20250915.tbbo.NQH6.dbn.zst,1217,1.19 KB,2026-08-06T02:24:21.153992,CF134FFCCF648D6C5D0B9E870F6C2FC609B74A21829A3C01F61A58900B15D603,DBN_HIGH_DETAIL,,,1757894400000000000,1757980800000000000,2025-09-15,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250915.tbbo.NQU5-NQH6.dbn.zst,glbx-mdp3-20250915.tbbo.NQU5-NQH6.dbn.zst,519,519.00 B,2026-08-06T02:24:21.153992,C2A82810B505A740943CCC8CB0014928693F054D04D4D1448DDF86ACB1351727,DBN_HIGH_DETAIL,,,1757894400000000000,1757980800000000000,2025-09-15,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250915.tbbo.NQU5-NQZ5.dbn.zst,glbx-mdp3-20250915.tbbo.NQU5-NQZ5.dbn.zst,678251,662.35 KB,2026-08-06T02:24:21.152805,AD614E70FA268CB4A5200AB190AD3E5B99114F74BB0F9C11B3CC2918F1821C46,DBN_HIGH_DETAIL,,,1757894400000000000,1757980800000000000,2025-09-15,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250915.tbbo.NQU5.dbn.zst,glbx-mdp3-20250915.tbbo.NQU5.dbn.zst,3207144,3.06 MB,2026-08-06T02:24:21.157165,5967C31AC71F5E78ECF490C82CE238AD27F473F9B7906766C246E5F1E5A88A3E,DBN_HIGH_DETAIL,,,1757894400000000000,1757980800000000000,2025-09-15,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250915.tbbo.NQZ5-NQH6.dbn.zst,glbx-mdp3-20250915.tbbo.NQZ5-NQH6.dbn.zst,741,741.00 B,2026-08-06T02:24:21.157165,B22C411078E71185F99BA9D83B49290769A5B2066E696B9D8C26ED0E4D0516B7,DBN_HIGH_DETAIL,,,1757894400000000000,1757980800000000000,2025-09-15,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250915.tbbo.NQZ5.dbn.zst,glbx-mdp3-20250915.tbbo.NQZ5.dbn.zst,3500012,3.34 MB,2026-08-06T02:24:21.152805,56532D0C44D455B22B6D0F4A3E71B69C0A3E61089DD307CD2EE816091DA31A99,DBN_HIGH_DETAIL,,,1757894400000000000,1757980800000000000,2025-09-15,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250915.tbbo.NQZ7.dbn.zst,glbx-mdp3-20250915.tbbo.NQZ7.dbn.zst,171,171.00 B,2026-08-06T02:24:21.153992,648199A805B838E0EC504827402BEDBB257733B1083DD891B6DB65A6FF928B7E,DBN_HIGH_DETAIL,,,1757894400000000000,1757980800000000000,2025-09-15,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQH6.dbn.zst,glbx-mdp3-20250916.tbbo.NQH6.dbn.zst,1329,1.30 KB,2026-08-06T02:24:21.161331,2F38165A50B6CE6C34F647F6BD7E2DCEF702460613B0F93BBE77FE987A51235A,DBN_HIGH_DETAIL,,,1757980800000000000,1758067200000000000,2025-09-16,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQU5-NQH6.dbn.zst,glbx-mdp3-20250916.tbbo.NQU5-NQH6.dbn.zst,317,317.00 B,2026-08-06T02:24:21.162332,CF76A4FD7149EA3AEDBFF2D985FC2C81DD251E159FAC64B4C208D580D7E23882,DBN_HIGH_DETAIL,,,1757980800000000000,1758067200000000000,2025-09-16,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQU5-NQZ5.dbn.zst,glbx-mdp3-20250916.tbbo.NQU5-NQZ5.dbn.zst,646123,630.98 KB,2026-08-06T02:24:21.161331,E647A4F2A8680443A6511E535C9E2B7D2EF535D2D6B5BC67DDD8125F68EF3083,DBN_HIGH_DETAIL,,,1757980800000000000,1758067200000000000,2025-09-16,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQU5.dbn.zst,glbx-mdp3-20250916.tbbo.NQU5.dbn.zst,1522140,1.45 MB,2026-08-06T02:24:21.163332,D8E588B9D919A986C513D812EC017D141388EBCD2FC27D9C618BD7E4C6EE6537,DBN_HIGH_DETAIL,,,1757980800000000000,1758067200000000000,2025-09-16,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQZ5-NQH6.dbn.zst,glbx-mdp3-20250916.tbbo.NQZ5-NQH6.dbn.zst,264,264.00 B,2026-08-06T02:24:21.163332,7791A084BDBFFD4A4886F768F96C4A56A59481E0A500A9B600045C4E332E1F70,DBN_HIGH_DETAIL,,,1757980800000000000,1758067200000000000,2025-09-16,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQZ5.dbn.zst,glbx-mdp3-20250916.tbbo.NQZ5.dbn.zst,4674697,4.46 MB,2026-08-06T02:24:21.160331,5AA6FA9651F546335EA7A5C020EF62EB4FFBED2F3B260E53A1786401CDE8E510,DBN_HIGH_DETAIL,,,1757980800000000000,1758067200000000000,2025-09-16,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQH6.dbn.zst,glbx-mdp3-20250917.tbbo.NQH6.dbn.zst,2295,2.24 KB,2026-08-06T02:24:21.170521,5B1E9B2B37148003D7EB5C71C3E874D58DFAA171B6F82CBF1015EB1B64DE274B,DBN_HIGH_DETAIL,,,1758067200000000000,1758153600000000000,2025-09-17,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQU5-NQH6.dbn.zst,glbx-mdp3-20250917.tbbo.NQU5-NQH6.dbn.zst,317,317.00 B,2026-08-06T02:24:21.170521,547BCBDC5170D9CA43F0EF74199167652BBBEED4A04223537407C811B2497C80,DBN_HIGH_DETAIL,,,1758067200000000000,1758153600000000000,2025-09-17,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQU5-NQZ5.dbn.zst,glbx-mdp3-20250917.tbbo.NQU5-NQZ5.dbn.zst,439747,429.44 KB,2026-08-06T02:24:21.170521,83E1B3C6A404136DEF1677D69F5D9C75197D95392AC90AF9F13829913E335702,DBN_HIGH_DETAIL,,,1758067200000000000,1758153600000000000,2025-09-17,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQU5.dbn.zst,glbx-mdp3-20250917.tbbo.NQU5.dbn.zst,1871980,1.79 MB,2026-08-06T02:24:21.172577,B5392FFAE28C5385CB56EADFF2BB7E97D2E4DD51041BDEC635BE5891213778EE,DBN_HIGH_DETAIL,,,1758067200000000000,1758153600000000000,2025-09-17,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQZ5-NQH6.dbn.zst,glbx-mdp3-20250917.tbbo.NQZ5-NQH6.dbn.zst,816,816.00 B,2026-08-06T02:24:21.172577,3CAB016DB55B663BC89AD21B74B4A68BCA1317DF735FC232EC17E6C95CABDB8B,DBN_HIGH_DETAIL,,,1758067200000000000,1758153600000000000,2025-09-17,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQZ5.dbn.zst,glbx-mdp3-20250917.tbbo.NQZ5.dbn.zst,8400191,8.01 MB,2026-08-06T02:24:21.169520,8CC2F92505C1FD33256925263C6FF2B839BBEE64B1A4CFCF17D75C981BB6FAE5,DBN_HIGH_DETAIL,,,1758067200000000000,1758153600000000000,2025-09-17,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQH6.dbn.zst,glbx-mdp3-20250918.tbbo.NQH6.dbn.zst,2605,2.54 KB,2026-08-06T02:24:21.178577,C7E85DBB6A4E2E8CD240B48D0DF83CF8FEA13C85B99891A4F8717A208F40399F,DBN_HIGH_DETAIL,,,1758153600000000000,1758240000000000000,2025-09-18,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQU5-NQH6.dbn.zst,glbx-mdp3-20250918.tbbo.NQU5-NQH6.dbn.zst,784,784.00 B,2026-08-06T02:24:21.179580,78FAF565DC73FEC2EAC0B3860618087191207F588F2410524A82A90D89E8C1F1,DBN_HIGH_DETAIL,,,1758153600000000000,1758240000000000000,2025-09-18,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQU5-NQZ5.dbn.zst,glbx-mdp3-20250918.tbbo.NQU5-NQZ5.dbn.zst,256046,250.04 KB,2026-08-06T02:24:21.178577,FDAE8670EDA74F9676F3A12A7E6D97D02537A78E7A24FDED972882DE18CB58CC,DBN_HIGH_DETAIL,,,1758153600000000000,1758240000000000000,2025-09-18,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQU5.dbn.zst,glbx-mdp3-20250918.tbbo.NQU5.dbn.zst,1171308,1.12 MB,2026-08-06T02:24:21.180578,096695AD6F71F6339D9ED647D5124F68930F375A34126602938A32B081B0D800,DBN_HIGH_DETAIL,,,1758153600000000000,1758240000000000000,2025-09-18,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQZ5-NQH6.dbn.zst,glbx-mdp3-20250918.tbbo.NQZ5-NQH6.dbn.zst,1991,1.94 KB,2026-08-06T02:24:21.180578,C6456BEEE54E592F4EE271B88FC6CBD5B6CC7D48E4244284EAA2CD84C58CF241,DBN_HIGH_DETAIL,,,1758153600000000000,1758240000000000000,2025-09-18,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQZ5.dbn.zst,glbx-mdp3-20250918.tbbo.NQZ5.dbn.zst,7570562,7.22 MB,2026-08-06T02:24:21.177577,3D6FBA0DE9B98992E2944C832A7B5D2D250CC3322262084DA6DD48857496CB2D,DBN_HIGH_DETAIL,,,1758153600000000000,1758240000000000000,2025-09-18,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQH6.dbn.zst,glbx-mdp3-20250919.tbbo.NQH6.dbn.zst,4399,4.30 KB,2026-08-06T02:24:21.186762,D7075B1511A73D0BF009EA2FFFA8FA72E5C0DDBD8514474021960A32F79F506E,DBN_HIGH_DETAIL,,,1758240000000000000,1758326400000000000,2025-09-19,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQM6.dbn.zst,glbx-mdp3-20250919.tbbo.NQM6.dbn.zst,184,184.00 B,2026-08-06T02:24:21.180578,BAA69E126B522105A7DF7233FCF178A0735577275744D972296E8D63E07D9889,DBN_HIGH_DETAIL,,,1758240000000000000,1758326400000000000,2025-09-19,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQU5-NQZ5.dbn.zst,glbx-mdp3-20250919.tbbo.NQU5-NQZ5.dbn.zst,39563,38.64 KB,2026-08-06T02:24:21.186762,E00746FBDB212FB72D98FCC7A63ADA9622F3CE62F5CC60D41E3F56A584D2B226,DBN_HIGH_DETAIL,,,1758240000000000000,1758326400000000000,2025-09-19,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQU5.dbn.zst,glbx-mdp3-20250919.tbbo.NQU5.dbn.zst,37351,36.48 KB,2026-08-06T02:24:21.186762,446462A3402CEC6565DF57575B18E329888444E10308057ED32E1E8241F9A45C,DBN_HIGH_DETAIL,,,1758240000000000000,1758326400000000000,2025-09-19,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQZ5-NQH6.dbn.zst,glbx-mdp3-20250919.tbbo.NQZ5-NQH6.dbn.zst,2625,2.56 KB,2026-08-06T02:24:21.187761,09EF5532DF2E88EF246359765C196F84E11CAD04AA0F2C885881B5E22A8CADF0,DBN_HIGH_DETAIL,,,1758240000000000000,1758326400000000000,2025-09-19,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQZ5-NQM6.dbn.zst,glbx-mdp3-20250919.tbbo.NQZ5-NQM6.dbn.zst,189,189.00 B,2026-08-06T02:24:21.185577,D1A2CEA6F22A56FDBBC02BFB20F32952B1FE367E81D95F366F8C5A08B5D98651,DBN_HIGH_DETAIL,,,1758240000000000000,1758326400000000000,2025-09-19,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQZ5.dbn.zst,glbx-mdp3-20250919.tbbo.NQZ5.dbn.zst,6784879,6.47 MB,2026-08-06T02:24:21.185577,9D2DBA90BAEAFDE5DCB76488DF1911669F7F2868B3A55F4093A0A42BCB7F7C2B,DBN_HIGH_DETAIL,,,1758240000000000000,1758326400000000000,2025-09-19,PASS,DBN_SCHEMA:tbbo;
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\manifest.json,manifest.json,19386,18.93 KB,2026-08-06T02:24:21.187761,C0F8F276AE79AF10498DC5F624C72CAFD8818EEA82D64764DE0F17BA576AC88B,MARKET_DATA_OTHER,,,,,,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\metadata.json,metadata.json,684,684.00 B,2026-08-06T02:24:21.148616,96B0F1BF0AA95A2D54AE01649F89BD3BFA90A672C09210E9D2D0EFAB272A3BE4,MARKET_DATA_OTHER,,,,,,PASS,
