trade_number,buy_entry_time,buy_entry_price,buy_entry_signal,clock,trade,class,side,q,tim,tm,sp,tp,ref,risk,s60,r1,r2,r60,rg60,ef60,al,wc,cp,pdl,pwl,dh,dl,wh,wl,pdr,pwr,r30,gate,route,buy_exit_time,buy_exit_signal,buy_exit_price,buy_net,buy_commission,sell_entry_time,sell_entry_price,sell_entry_signal,sell_exit_time,sell_exit_signal,sell_exit_price,sell_net,sell_commission,entry_time,label,pair_net,year,month,day_of_week,hour_minute,route_class
1901,2024-11-20 18:00:00,20738.25,NQ09B|clock20241120|trade20241121|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp9.00|ref20738.75|r300.328|gate.06|risk118.00|s60SHOCK|r10.239|r2-0.282|r60-0.04|rg600.592|ef600.076|al0|wc0.433|cp0.1|pdl0.869|pwl0.356|dh0.168|dl1.111|wh1.877|wl1.04,20241120.0,20241121.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,9.0,20738.75,118.0,SHOCK,0.239,-0.282,-0.04,0.592,0.076,0.0,0.433,0.1,0.869,0.356,0.168,1.111,1.877,1.04,,,0.328,0.06,IMM1800_PREMIUM,2024-11-20 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,20737.0,-59.0,9.0,2024-11-20 18:00:00,20737.75,NQ09B|clock20241120|trade20241121|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp9.00|ref20738.75|r300.328|gate.06|risk118.00|s60SHOCK|r10.239|r2-0.282|r60-0.04|rg600.592|ef600.076|al0|wc0.433|cp0.1|pdl0.869|pwl0.356|dh0.168|dl1.111|wh1.877|wl1.04,2024-11-20 18:00:00,NQ09B SELL WEEKDAY 1800 D80,20728.75,351.0,9.0,2024-11-20 18:00:00,SELL,292.0,2024,2024-11,Wednesday,18:00,WEEKDAY_PREMIUM
1902,2024-11-21 09:30:00,20876.25,NQ09B|clock20241121|trade20241121|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20876.00|risk118.00|s60EXPANSION|r10.097|r20.068|r600.165|rg600.212|ef601|al1|wc0.448|cp15.1|pdl1.089|pwl0.503|dh0.101|dl1.231|wh1.434|wl1.453,20241121.0,20241121.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,14.75,20876.0,118.0,EXPANSION,0.097,0.068,0.165,0.212,1.0,1.0,0.448,15.1,1.089,0.503,0.101,1.231,1.434,1.453,,,,,,2024-11-21 09:30:00,NQ09B BUY NY N130 TP2,20891.0,581.0,9.0,2024-11-21 09:30:00,20875.75,NQ09B|clock20241121|trade20241121|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20876.00|risk118.00|s60EXPANSION|r10.097|r20.068|r600.165|rg600.212|ef601|al1|wc0.448|cp15.1|pdl1.089|pwl0.503|dh0.101|dl1.231|wh1.434|wl1.453,2024-11-21 09:30:00,NQ09B SELL NY STOP,20877.0,-59.0,9.0,2024-11-21 09:30:00,BUY,522.0,2024,2024-11,Thursday,09:30,NY
1903,2024-11-21 18:00:00,20794.25,NQ09B|clock20241121|trade20241122|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp9.00|ref20793.75|r300.066|gate.06|risk118.00|s60EXPANSION|r1-0.008|r2-0.082|r60-0.091|rg600.125|ef601|al1|wc0.52|cp50.1|pdl0.865|pwl0.415|dh0.153|dl0.978|wh1.688|wl1.199,20241121.0,20241122.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,9.0,20793.75,118.0,EXPANSION,-0.008,-0.082,-0.091,0.125,1.0,1.0,0.52,50.1,0.865,0.415,0.153,0.978,1.688,1.199,,,0.066,0.06,IMM1800_PREMIUM,2024-11-21 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,20793.0,-59.0,9.0,2024-11-21 18:00:00,20793.75,NQ09B|clock20241121|trade20241122|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp9.00|ref20793.75|r300.066|gate.06|risk118.00|s60EXPANSION|r1-0.008|r2-0.082|r60-0.091|rg600.125|ef601|al1|wc0.52|cp50.1|pdl0.865|pwl0.415|dh0.153|dl0.978|wh1.688|wl1.199,2024-11-21 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,20795.0,-59.0,9.0,2024-11-21 18:00:00,SKIP,-118.0,2024,2024-11,Thursday,18:00,WEEKDAY_PREMIUM
1904,2024-11-22 09:30:00,20791.5,NQ09B|clock20241122|trade20241122|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20790.00|risk118.00|s60CHOP|r10.017|r2-0.063|r60-0.044|rg600.123|ef600.537|al0|wc0.637|cp51.1|pdl0.704|pwl0.411|dh0.352|dl0.839|wh1.675|wl1.17,20241122.0,20241122.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,14.75,20790.0,118.0,CHOP,0.017,-0.063,-0.044,0.123,0.537,0.0,0.637,51.1,0.704,0.411,0.352,0.839,1.675,1.17,,,,,,2024-11-22 09:30:00,NQ09B BUY NY STOP,20790.25,-59.0,9.0,2024-11-22 09:30:00,20791.0,NQ09B|clock20241122|trade20241122|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20790.00|risk118.00|s60CHOP|r10.017|r2-0.063|r60-0.044|rg600.123|ef600.537|al0|wc0.637|cp51.1|pdl0.704|pwl0.411|dh0.352|dl0.839|wh1.675|wl1.17,2024-11-22 09:30:00,NQ09B SELL NY N130 TP2,20776.25,581.0,9.0,2024-11-22 09:30:00,SELL,522.0,2024,2024-11,Friday,09:30,NY
1905,2024-11-24 18:00:00,20935.25,NQ09B|clock20241124|trade20241125|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.00|ref20878.75|pdr0.278|pwr-2.299|r300.068|gate.06|risk118.00|s60EXPANSION|r10.057|r20.039|r600.096|rg600.121|ef601|al1|wc0.37|cp52.1|pdl0.931|pwl0.506|dh0.082|dl1.109|wh1.405|wl1.44,20241124.0,20241125.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,9.0,20878.75,118.0,EXPANSION,0.057,0.039,0.096,0.121,1.0,1.0,0.37,52.1,0.931,0.506,0.082,1.109,1.405,1.44,0.278,-2.299,0.068,0.06,,2024-11-24 18:00:00,NQ09B BUY WEEKLY STOP,20934.0,-59.0,9.0,2024-11-24 18:00:00,20934.75,NQ09B|clock20241124|trade20241125|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.00|ref20878.75|pdr0.278|pwr-2.299|r300.068|gate.06|risk118.00|s60EXPANSION|r10.057|r20.039|r600.096|rg600.121|ef601|al1|wc0.37|cp52.1|pdl0.931|pwl0.506|dh0.082|dl1.109|wh1.405|wl1.44,2024-11-24 18:00:00,NQ09B SELL WEEKLY STOP,20936.0,-59.0,9.0,2024-11-24 18:00:00,SKIP,-118.0,2024,2024-11,Sunday,18:00,WEEKLY
1906,2024-11-25 09:30:00,21016.75,NQ09B|clock20241125|trade20241125|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21015.75|risk118.00|s60EXPANSION|r10.053|r20.145|r600.198|rg600.321|ef600.992|al1|wc0.55|cp0.1|pdl1.727|pwl1.21|dh0.426|dl1.012|wh0.345|wl1.987,20241125.0,20241125.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21015.75,118.0,EXPANSION,0.053,0.145,0.198,0.321,0.992,1.0,0.55,0.1,1.727,1.21,0.426,1.012,0.345,1.987,,,,,,2024-11-25 09:30:00,NQ09B BUY NY STOP,21015.5,-59.0,9.0,2024-11-25 09:30:00,21016.25,NQ09B|clock20241125|trade20241125|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21015.75|risk118.00|s60EXPANSION|r10.053|r20.145|r600.198|rg600.321|ef600.992|al1|wc0.55|cp0.1|pdl1.727|pwl1.21|dh0.426|dl1.012|wh0.345|wl1.987,2024-11-25 09:30:00,NQ09B SELL NY STOP,21017.5,-59.0,9.0,2024-11-25 09:30:00,SKIP,-118.0,2024,2024-11,Monday,09:30,NY
1907,2024-11-25 18:00:00,20906.5,NQ09B|clock20241125|trade20241126|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp9.00|ref20899.50|r300.071|gate.06|risk59.00|s60NORMAL|r1-0.031|r20.099|r600.068|rg600.173|ef600.521|al0|wc0.454|cp31.1|pdl1.104|pwl0.988|dh0.061|dl0.647|wh0.02|wl1.622,20241125.0,20241126.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,9.0,20899.5,59.0,NORMAL,-0.031,0.099,0.068,0.173,0.521,0.0,0.454,31.1,1.104,0.988,0.061,0.647,0.02,1.622,,,0.071,0.06,IMM1800_WEAK,2024-11-25 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,20905.25,-29.5,4.5,2024-11-25 18:00:00,20906.0,NQ09B|clock20241125|trade20241126|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp9.00|ref20899.50|r300.071|gate.06|risk59.00|s60NORMAL|r1-0.031|r20.099|r600.068|rg600.173|ef600.521|al0|wc0.454|cp31.1|pdl1.104|pwl0.988|dh0.061|dl0.647|wh0.02|wl1.622,2024-11-25 18:00:00,NQ09B SELL WEEKDAY 1800 D80,20897.0,175.5,4.5,2024-11-25 18:00:00,SELL,146.0,2024,2024-11,Monday,18:00,WEEKDAY_WEAK
1908,2024-11-26 09:30:00,20939.0,NQ09B|clock20241126|trade20241126|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref20937.75|risk118.00|s60CHOP|r1-0.017|r20.061|r600.046|rg600.178|ef600.573|al0|wc0.7|cp29.1|pdl0.524|pwl1.061|dh0.451|dl0.496|wh0.101|wl1.749,20241126.0,20241126.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,20937.75,118.0,CHOP,-0.017,0.061,0.046,0.178,0.573,0.0,0.7,29.1,0.524,1.061,0.451,0.496,0.101,1.749,,,,,,2024-11-26 09:30:00,NQ09B BUY NY STOP,20937.75,-59.0,9.0,2024-11-26 09:30:00,20938.5,NQ09B|clock20241126|trade20241126|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref20937.75|risk118.00|s60CHOP|r1-0.017|r20.061|r600.046|rg600.178|ef600.573|al0|wc0.7|cp29.1|pdl0.524|pwl1.061|dh0.451|dl0.496|wh0.101|wl1.749,2024-11-26 09:30:00,NQ09B SELL NY STOP,20939.75,-59.0,9.0,2024-11-26 09:30:00,SKIP,-118.0,2024,2024-11,Tuesday,09:30,NY
1909,2024-11-27 09:30:00,20936.5,NQ09B|clock20241127|trade20241127|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref20936.75|risk118.00|s60CHOP|r1-0.054|r2-0.012|r60-0.065|rg600.107|ef600.976|al1|wc0.556|cp57.1|pdl0.674|pwl1.059|dh0.28|dl0.579|wh0.099|wl1.765,20241127.0,20241127.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,20936.75,118.0,CHOP,-0.054,-0.012,-0.065,0.107,0.976,1.0,0.556,57.1,0.674,1.059,0.28,0.579,0.099,1.765,,,,,,2024-11-27 09:30:00,NQ09B BUY NY STOP,20935.25,-59.0,9.0,2024-11-27 09:30:00,20936.0,NQ09B|clock20241127|trade20241127|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref20936.75|risk118.00|s60CHOP|r1-0.054|r2-0.012|r60-0.065|rg600.107|ef600.976|al1|wc0.556|cp57.1|pdl0.674|pwl1.059|dh0.28|dl0.579|wh0.099|wl1.765,2024-11-27 09:30:00,NQ09B SELL NY STOP,20937.25,-59.0,9.0,2024-11-27 09:30:00,SKIP,-118.0,2024,2024-11,Wednesday,09:30,NY
1910,2024-11-28 09:30:00,20874.25,NQ09B|clock20241128|trade20241128|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20874.25|risk118.00|s60CHOP|r10.011|r20.006|r600.016|rg600.063|ef600.909|al1|wc0.829|cp75.1|pdl0.579|pwl0.94|dh0.458|dl0.63|wh0.1|wl1.556,20241128.0,20241128.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,14.75,20874.25,118.0,CHOP,0.011,0.006,0.016,0.063,0.909,1.0,0.829,75.1,0.579,0.94,0.458,0.63,0.1,1.556,,,,,,2024-11-28 09:30:00,NQ09B BUY NY N130 TP2,20889.0,581.0,9.0,2024-11-28 09:30:00,20873.75,NQ09B|clock20241128|trade20241128|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20874.25|risk118.00|s60CHOP|r10.011|r20.006|r600.016|rg600.063|ef600.909|al1|wc0.829|cp75.1|pdl0.579|pwl0.94|dh0.458|dl0.63|wh0.1|wl1.556,2024-11-28 09:30:00,NQ09B SELL NY STOP,20875.0,-59.0,9.0,2024-11-28 09:30:00,BUY,522.0,2024,2024-11,Thursday,09:30,NY
1911,2024-11-29 09:30:00,20830.75,NQ09B|clock20241129|trade20241129|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20830.50|risk118.00|s60CHOP|r10.006|r2-0.036|r60-0.029|rg600.195|ef600.698|al0|wc0.841|cp22.1|pdl0.452|pwl0.856|dh0.596|dl0.492|wh0.238|wl1.417,20241129.0,20241129.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,14.75,20830.5,118.0,CHOP,0.006,-0.036,-0.029,0.195,0.698,0.0,0.841,22.1,0.452,0.856,0.596,0.492,0.238,1.417,,,,,,2024-11-29 09:30:00,NQ09B BUY NY STOP,20829.5,-59.0,9.0,2024-11-29 09:30:00,20830.25,NQ09B|clock20241129|trade20241129|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20830.50|risk118.00|s60CHOP|r10.006|r2-0.036|r60-0.029|rg600.195|ef600.698|al0|wc0.841|cp22.1|pdl0.452|pwl0.856|dh0.596|dl0.492|wh0.238|wl1.417,2024-11-29 09:30:00,NQ09B SELL NY STOP,20831.5,-59.0,9.0,2024-11-29 09:30:00,SKIP,-118.0,2024,2024-11,Friday,09:30,NY
1912,2024-12-01 18:00:00,20995.5,NQ09B|clock20241201|trade20241202|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.25|ref20991.25|pdr-0.562|pwr1.094|r300.047|gate.06|risk118.00|s60CHOP|r10.002|r20.021|r600.023|rg600.118|ef600.935|al1|wc0.851|cp53.1|pdl0.919|pwl1.163|dh0.088|dl1|wh0.27|wl1.926,20241201.0,20241202.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,9.25,20991.25,118.0,CHOP,0.002,0.021,0.023,0.118,0.935,1.0,0.851,53.1,0.919,1.163,0.088,1.0,0.27,1.926,-0.562,1.094,0.047,0.06,,2024-12-01 18:00:00,NQ09B BUY WEEKLY STOP,20994.25,-59.0,9.0,2024-12-01 18:00:00,20995.0,NQ09B|clock20241201|trade20241202|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.25|ref20991.25|pdr-0.562|pwr1.094|r300.047|gate.06|risk118.00|s60CHOP|r10.002|r20.021|r600.023|rg600.118|ef600.935|al1|wc0.851|cp53.1|pdl0.919|pwl1.163|dh0.088|dl1|wh0.27|wl1.926,2024-12-01 18:00:00,NQ09B SELL WEEKLY STOP,20996.25,-59.0,9.0,2024-12-01 18:00:00,SKIP,-118.0,2024,2024-12,Sunday,18:00,WEEKLY
1913,2024-12-02 09:30:00,21043.0,NQ09B|clock20241202|trade20241202|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21043.00|risk118.00|s60CHOP|r10.053|r20.011|r600.064|rg600.138|ef601|al1|wc0.592|cp45.1|pdl1.12|pwl0.906|dh0.083|dl0.769|wh0.123|wl1.192,20241202.0,20241202.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21043.0,118.0,CHOP,0.053,0.011,0.064,0.138,1.0,1.0,0.592,45.1,1.12,0.906,0.083,0.769,0.123,1.192,,,,,,2024-12-02 09:30:00,NQ09B BUY NY STOP,21041.75,-59.0,9.0,2024-12-02 09:30:00,21042.5,NQ09B|clock20241202|trade20241202|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21043.00|risk118.00|s60CHOP|r10.053|r20.011|r600.064|rg600.138|ef601|al1|wc0.592|cp45.1|pdl1.12|pwl0.906|dh0.083|dl0.769|wh0.123|wl1.192,2024-12-02 09:30:00,NQ09B SELL NY N130 TP2,21027.5,591.0,9.0,2024-12-02 09:30:00,SELL,532.0,2024,2024-12,Monday,09:30,NY
1914,2024-12-02 18:00:00,21220.25,NQ09B|clock20241202|trade20241203|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp9.25|ref21211.00|r300.075|gate.06|risk59.00|s60CHOP|r1-0.046|r20.027|r60-0.019|rg600.102|ef600.253|al0|wc0.536|cp59.1|pdl1.913|pwl1.32|dh0.627|dl1.314|wh0.421|wl1.736,20241202.0,20241203.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,9.25,21211.0,59.0,CHOP,-0.046,0.027,-0.019,0.102,0.253,0.0,0.536,59.1,1.913,1.32,0.627,1.314,0.421,1.736,,,0.075,0.06,IMM1800_WEAK,2024-12-02 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,21219.0,-29.5,4.5,2024-12-02 18:00:00,21219.75,NQ09B|clock20241202|trade20241203|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp9.25|ref21211.00|r300.075|gate.06|risk59.00|s60CHOP|r1-0.046|r20.027|r60-0.019|rg600.102|ef600.253|al0|wc0.536|cp59.1|pdl1.913|pwl1.32|dh0.627|dl1.314|wh0.421|wl1.736,2024-12-02 18:00:00,NQ09B SELL WEEKDAY 1800 D80,21210.5,180.5,4.5,2024-12-02 18:00:00,SELL,151.0,2024,2024-12,Monday,18:00,WEEKDAY_WEAK
1915,2024-12-03 09:30:00,21158.25,NQ09B|clock20241203|trade20241203|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21157.25|risk118.00|s60EXPANSION|r1-0.126|r2-0.036|r60-0.162|rg600.263|ef600.99|al1|wc0.478|cp0.1|pdl0.679|pwl1.188|dh0.331|dl0.702|wh0.246|wl1.558,20241203.0,20241203.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21157.25,118.0,EXPANSION,-0.126,-0.036,-0.162,0.263,0.99,1.0,0.478,0.1,0.679,1.188,0.331,0.702,0.246,1.558,,,,,,2024-12-03 09:30:00,NQ09B BUY NY STOP,21157.0,-59.0,9.0,2024-12-03 09:30:00,21157.75,NQ09B|clock20241203|trade20241203|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21157.25|risk118.00|s60EXPANSION|r1-0.126|r2-0.036|r60-0.162|rg600.263|ef600.99|al1|wc0.478|cp0.1|pdl0.679|pwl1.188|dh0.331|dl0.702|wh0.246|wl1.558,2024-12-03 09:30:00,NQ09B SELL NY N130 TP2,21142.75,591.0,9.0,2024-12-03 09:30:00,SELL,532.0,2024,2024-12,Tuesday,09:30,NY
1916,2024-12-04 09:30:00,21417.75,NQ09B|clock20241204|trade20241204|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21418.00|risk118.00|s60CHOP|r1-0.1|r20.085|r60-0.016|rg600.139|ef600.085|al0|wc0.253|cp44.1|pdl1.457|pwl1.83|dh0.295|dl0.942|wh1.119|wl2.466,20241204.0,20241204.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21418.0,118.0,CHOP,-0.1,0.085,-0.016,0.139,0.085,0.0,0.253,44.1,1.457,1.83,0.295,0.942,1.119,2.466,,,,,,2024-12-04 09:30:00,NQ09B BUY NY STOP,21416.5,-59.0,9.0,2024-12-04 09:30:00,21417.25,NQ09B|clock20241204|trade20241204|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21418.00|risk118.00|s60CHOP|r1-0.1|r20.085|r60-0.016|rg600.139|ef600.085|al0|wc0.253|cp44.1|pdl1.457|pwl1.83|dh0.295|dl0.942|wh1.119|wl2.466,2024-12-04 09:30:00,NQ09B SELL NY N130 TP2,21402.25,591.0,9.0,2024-12-04 09:30:00,SELL,532.0,2024,2024-12,Wednesday,09:30,NY
1917,2024-12-05 09:30:00,21535.5,NQ09B|clock20241205|trade20241205|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21535.25|risk118.00|s60CHOP|r10.028|r2-0.003|r600.026|rg600.102|ef600.795|al0|wc0.784|cp59.1|pdl0.945|pwl2.119|dh0.044|dl0.768|wh1.52|wl2.879,20241205.0,20241205.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21535.25,118.0,CHOP,0.028,-0.003,0.026,0.102,0.795,0.0,0.784,59.1,0.945,2.119,0.044,0.768,1.52,2.879,,,,,,2024-12-05 09:30:00,NQ09B BUY NY N130 TP2,21550.5,591.0,9.0,2024-12-05 09:30:00,21535.0,NQ09B|clock20241205|trade20241205|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21535.25|risk118.00|s60CHOP|r10.028|r2-0.003|r600.026|rg600.102|ef600.795|al0|wc0.784|cp59.1|pdl0.945|pwl2.119|dh0.044|dl0.768|wh1.52|wl2.879,2024-12-05 09:30:00,NQ09B SELL NY STOP,21536.25,-59.0,9.0,2024-12-05 09:30:00,BUY,532.0,2024,2024-12,Thursday,09:30,NY
1918,2024-12-06 09:30:00,21491.25,NQ09B|clock20241206|trade20241206|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21491.00|risk118.00|s60CHOP|r10.001|r20.066|r600.066|rg600.312|ef600.974|al1|wc0.836|cp0.1|pdl0.412|pwl2.01|dh0.266|dl0.187|wh1.43|wl2.846,20241206.0,20241206.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21491.0,118.0,CHOP,0.001,0.066,0.066,0.312,0.974,1.0,0.836,0.1,0.412,2.01,0.266,0.187,1.43,2.846,,,,,,2024-12-06 09:30:00,NQ09B BUY NY STOP,21490.0,-59.0,9.0,2024-12-06 09:30:00,21490.75,NQ09B|clock20241206|trade20241206|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21491.00|risk118.00|s60CHOP|r10.001|r20.066|r600.066|rg600.312|ef600.974|al1|wc0.836|cp0.1|pdl0.412|pwl2.01|dh0.266|dl0.187|wh1.43|wl2.846,2024-12-06 09:30:00,NQ09B SELL NY STOP,21492.0,-59.0,9.0,2024-12-06 09:30:00,SKIP,-118.0,2024,2024-12,Friday,09:30,NY
1919,2024-12-08 18:00:00,21649.25,NQ09B|clock20241208|trade20241209|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.50|ref21634.00|pdr-0.139|pwr0.204|r300.03|gate.06|risk118.00|s60NORMAL|r10.004|r2-0.089|r60-0.085|rg600.113|ef600.907|al0|wc0.277|cp55.1|pdl1.514|pwl2.362|dh0.233|dl0.685|wh1.928|wl3.344,20241208.0,20241209.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,9.5,21634.0,118.0,NORMAL,0.004,-0.089,-0.085,0.113,0.907,0.0,0.277,55.1,1.514,2.362,0.233,0.685,1.928,3.344,-0.139,0.204,0.03,0.06,,2024-12-08 18:00:00,NQ09B BUY WEEKLY STOP,21648.0,-59.0,9.0,2024-12-08 18:00:00,21648.75,NQ09B|clock20241208|trade20241209|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.50|ref21634.00|pdr-0.139|pwr0.204|r300.03|gate.06|risk118.00|s60NORMAL|r10.004|r2-0.089|r60-0.085|rg600.113|ef600.907|al0|wc0.277|cp55.1|pdl1.514|pwl2.362|dh0.233|dl0.685|wh1.928|wl3.344,2024-12-08 18:00:00,NQ09B SELL WEEKLY W80,21639.25,371.0,9.0,2024-12-08 18:00:00,SELL,312.0,2024,2024-12,Sunday,18:00,WEEKLY
1920,2024-12-09 09:30:00,21615.25,NQ09B|clock20241209|trade20241209|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21614.50|risk118.00|s60CHOP|r1-0.021|r2-0.011|r60-0.029|rg600.084|ef600.846|al1|wc0.798|cp67.1|pdl0.776|pwl0.925|dh0.193|dl0.669|wh0.193|wl2.377,20241209.0,20241209.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.5,21614.5,118.0,CHOP,-0.021,-0.011,-0.029,0.084,0.846,1.0,0.798,67.1,0.776,0.925,0.193,0.669,0.193,2.377,,,,,,2024-12-09 09:30:00,NQ09B BUY NY N130 TP2,21630.75,611.0,9.0,2024-12-09 09:30:00,21614.75,NQ09B|clock20241209|trade20241209|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21614.50|risk118.00|s60CHOP|r1-0.021|r2-0.011|r60-0.029|rg600.084|ef600.846|al1|wc0.798|cp67.1|pdl0.776|pwl0.925|dh0.193|dl0.669|wh0.193|wl2.377,2024-12-09 09:30:00,NQ09B SELL NY STOP,21616.0,-59.0,9.0,2024-12-09 09:30:00,BUY,552.0,2024,2024-12,Monday,09:30,NY
1921,2024-12-10 09:30:00,21533.0,NQ09B|clock20241210|trade20241210|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21532.50|risk118.00|s60CHOP|r10.109|r2-0.049|r600.06|rg600.158|ef600.382|al0|wc0.341|cp37.1|pdl0.357|pwl0.812|dh0.614|dl0.341|wh0.484|wl2.095,20241210.0,20241210.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21532.5,118.0,CHOP,0.109,-0.049,0.06,0.158,0.382,0.0,0.341,37.1,0.357,0.812,0.614,0.341,0.484,2.095,,,,,,2024-12-10 09:30:00,NQ09B BUY NY STOP,21531.75,-59.0,9.0,2024-12-10 09:30:00,21532.5,NQ09B|clock20241210|trade20241210|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21532.50|risk118.00|s60CHOP|r10.109|r2-0.049|r600.06|rg600.158|ef600.382|al0|wc0.341|cp37.1|pdl0.357|pwl0.812|dh0.614|dl0.341|wh0.484|wl2.095,2024-12-10 09:30:00,NQ09B SELL NY N130 TP2,21517.5,591.0,9.0,2024-12-10 09:30:00,SELL,532.0,2024,2024-12,Tuesday,09:30,NY
