trade_number,entry_time,buy_entry,quantity,route,buy_entry_signal,buy_exit,buy_net,buy_commission,buy_favorable_usd,buy_adverse_usd,buy_exit_signal,sell_entry,sell_entry_signal,sell_exit,sell_net,sell_commission,sell_favorable_usd,sell_adverse_usd,sell_exit_signal,buy_stop,sell_stop,outcome,pair_net,buy_mfe_points,sell_mfe_points,max_mfe_points,mfe_side,year,month
380,2020-11-27 09:30:00,12228.0,2,NY,NQ09B|clock20201127|trade20201127|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12227.50|risk118.00|s60NORMAL|r1-0.015|r20.07|r600.056|rg600.13|ef600.651|al0|wc0.548|cp48.1|pdl1.496|pwl1.45|dh0.198|dl0.598|wh0.523|wl1.686,12226.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,12227.5,NQ09B|clock20201127|trade20201127|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12227.50|risk118.00|s60NORMAL|r1-0.015|r20.07|r600.056|rg600.13|ef600.651|al0|wc0.548|cp48.1|pdl1.496|pwl1.45|dh0.198|dl0.598|wh0.523|wl1.686,12214.75,501.0,9.0,505.5,-14.5,NQ09B SELL NY N130 TP2,True,False,SELL_TARGET,442.0,0.0,12.75,12.75,SELL,2020,2020-11
381,2020-11-30 09:30:00,12271.0,2,NY,NQ09B|clock20201130|trade20201130|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12270.50|risk118.00|s60CHOP|r1-0.016|r20.007|r60-0.008|rg600.127|ef600.333|al0|wc0.865|cp49.1|pdl0.795|pwl0.926|dh0.15|dl0.584|wh0.15|wl1.88,12269.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,12270.5,NQ09B|clock20201130|trade20201130|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12270.50|risk118.00|s60CHOP|r1-0.016|r20.007|r60-0.008|rg600.127|ef600.333|al0|wc0.865|cp49.1|pdl0.795|pwl0.926|dh0.15|dl0.584|wh0.15|wl1.88,12271.75,-59.0,9.0,85.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,2.25,2.25,SELL,2020,2020-11
382,2020-11-30 18:00:00,12336.25,2,WEEKDAY_PREMIUM,NQ09B|clock20201130|trade20201201|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref12319.25|r300.11|gate.06|risk118.00|s60EXPANSION|r10.101|r20.094|r600.185|rg600.19|ef600.91|al1|wc0.279|cp24.1|pdl1.065|pwl1.024|dh0.048|dl0.782|wh0.048|wl2.078,12335.0,-59.0,9.0,215.5,-54.5,NQ09B BUY WEEKDAY 1800 STOP,12335.75,NQ09B|clock20201130|trade20201201|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref12319.25|r300.11|gate.06|risk118.00|s60EXPANSION|r10.101|r20.094|r600.185|rg600.19|ef600.91|al1|wc0.279|cp24.1|pdl1.065|pwl1.024|dh0.048|dl0.782|wh0.048|wl2.078,12337.0,-59.0,9.0,0.0,-54.5,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-118.0,5.5,0.0,5.5,BUY,2020,2020-11
383,2020-12-01 09:30:00,12376.5,2,NY,NQ09B|clock20201201|trade20201201|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12376.00|risk118.00|s60CHOP|r1-0.016|r20|r60-0.015|rg600.106|ef600.882|al0|wc0.897|cp58.1|pdl1.154|pwl1.137|dh0.157|dl1.178|wh0.278|wl2.305,12375.25,-59.0,9.0,315.5,-54.5,NQ09B BUY NY STOP,12376.0,NQ09B|clock20201201|trade20201201|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12376.00|risk118.00|s60CHOP|r1-0.016|r20|r60-0.015|rg600.106|ef600.882|al0|wc0.897|cp58.1|pdl1.154|pwl1.137|dh0.157|dl1.178|wh0.278|wl2.305,12377.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,8.0,0.0,8.0,BUY,2020,2020-12
384,2020-12-01 18:00:00,12456.5,1,WEEKDAY_WEAK,NQ09B|clock20201201|trade20201202|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref12458.50|r300.09|gate.06|risk59.00|s60CHOP|r1-0.017|r20.058|r600.035|rg600.127|ef600.425|al0|wc0.619|cp49.1|pdl1.483|pwl1.302|dh0.492|dl1.513|wh0.613|wl2.64,12464.5,155.5,4.5,157.75,-7.25,NQ09B BUY WEEKDAY 1800 D80,12456.0,NQ09B|clock20201201|trade20201202|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref12458.50|r300.09|gate.06|risk59.00|s60CHOP|r1-0.017|r20.058|r600.035|rg600.127|ef600.425|al0|wc0.619|cp49.1|pdl1.483|pwl1.302|dh0.492|dl1.513|wh0.613|wl2.64,12457.25,-29.5,4.5,0.0,-27.25,NQ09B SELL WEEKDAY 1800 STOP,False,True,BUY_TARGET,126.0,8.0,0.0,8.0,BUY,2020,2020-12
385,2020-12-02 09:30:00,12390.75,2,NY,NQ09B|clock20201202|trade20201202|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12390.25|risk118.00|s60CHOP|r1-0.054|r2-0.006|r60-0.061|rg600.141|ef601|al1|wc0.684|cp44.1|pdl0.391|pwl1.166|dh0.497|dl0.319|wh0.337|wl2.371,12389.5,-59.0,9.0,275.5,-54.5,NQ09B BUY NY STOP,12390.25,NQ09B|clock20201202|trade20201202|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12390.25|risk118.00|s60CHOP|r1-0.054|r2-0.006|r60-0.061|rg600.141|ef601|al1|wc0.684|cp44.1|pdl0.391|pwl1.166|dh0.497|dl0.319|wh0.337|wl2.371,12391.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,7.0,0.0,7.0,BUY,2020,2020-12
386,2020-12-03 09:30:00,12465.0,2,NY,NQ09B|clock20201203|trade20201203|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12464.25|risk118.00|s60NORMAL|r1-0.035|r2-0.045|r60-0.079|rg600.113|ef600.974|al1|wc0.536|cp55.1|pdl0.943|pwl1.314|dh0.039|dl0.634|wh0.655|wl2.74,12463.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,12464.5,NQ09B|clock20201203|trade20201203|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12464.25|risk118.00|s60NORMAL|r1-0.035|r2-0.045|r60-0.079|rg600.113|ef600.974|al1|wc0.536|cp55.1|pdl0.943|pwl1.314|dh0.039|dl0.634|wh0.655|wl2.74,12465.75,-59.0,9.0,35.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,1.0,1.0,SELL,2020,2020-12
387,2020-12-04 09:30:00,12475.25,2,NY,NQ09B|clock20201204|trade20201204|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12474.50|risk118.00|s60EXPANSION|r1-0.014|r2-0.069|r60-0.085|rg600.144|ef601|al1|wc0.566|cp42.1|pdl0.317|pwl1.335|dh0.287|dl0.133|wh0.729|wl2.907,12474.0,-59.0,9.0,265.5,-54.5,NQ09B BUY NY STOP,12474.75,NQ09B|clock20201204|trade20201204|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12474.50|risk118.00|s60EXPANSION|r1-0.014|r2-0.069|r60-0.085|rg600.144|ef601|al1|wc0.566|cp42.1|pdl0.317|pwl1.335|dh0.287|dl0.133|wh0.729|wl2.907,12476.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,6.75,0.0,6.75,BUY,2020,2020-12
388,2020-12-06 18:00:00,12525.25,2,WEEKLY,NQ09B|clock20201206|trade20201207|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref12509.25|pdr-0.043|pwr1.586|r300.067|gate.06|risk118.00|s60EXPANSION|r1-0.025|r2-0.093|r60-0.086|rg600.131|ef600.577|al1|wc0.379|cp48.1|pdl0.678|pwl1.404|dh0.135|dl0.285|wh0.88|wl3.058,12524.0,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKLY STOP,12524.75,NQ09B|clock20201206|trade20201207|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref12509.25|pdr-0.043|pwr1.586|r300.067|gate.06|risk118.00|s60EXPANSION|r1-0.025|r2-0.093|r60-0.086|rg600.131|ef600.577|al1|wc0.379|cp48.1|pdl0.678|pwl1.404|dh0.135|dl0.285|wh0.88|wl3.058,12526.0,-59.0,9.0,45.5,-54.5,NQ09B SELL WEEKLY STOP,True,True,DOUBLE_STOP,-118.0,0.0,1.25,1.25,SELL,2020,2020-12
389,2020-12-07 09:30:00,12533.0,2,NY,NQ09B|clock20201207|trade20201207|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12533.00|risk118.00|s60CHOP|r10|r20.021|r600.019|rg600.072|ef600.895|al0|wc0.75|cp71.1|pdl0.968|pwl0.984|dh0.013|dl0.386|wh0.033|wl2.04,12531.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,12532.5,NQ09B|clock20201207|trade20201207|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12533.00|risk118.00|s60CHOP|r10|r20.021|r600.019|rg600.072|ef600.895|al0|wc0.75|cp71.1|pdl0.968|pwl0.984|dh0.013|dl0.386|wh0.033|wl2.04,12533.75,-59.0,9.0,265.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,6.75,6.75,SELL,2020,2020-12
390,2020-12-07 18:00:00,12574.25,2,WEEKDAY_PREMIUM,NQ09B|clock20201207|trade20201208|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref12571.75|r300.14|gate.06|risk118.00|s60EXPANSION|r1-0.102|r2-0.021|r60-0.118|rg600.178|ef600.928|al1|wc0.412|cp29.1|pdl1.413|pwl1.069|dh0.164|dl0.563|wh0.144|wl2.217,12573.0,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKDAY 1800 STOP,12573.75,NQ09B|clock20201207|trade20201208|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref12571.75|r300.14|gate.06|risk118.00|s60EXPANSION|r1-0.102|r2-0.021|r60-0.118|rg600.178|ef600.928|al1|wc0.412|cp29.1|pdl1.413|pwl1.069|dh0.164|dl0.563|wh0.144|wl2.217,12575.0,-59.0,9.0,145.5,-54.5,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-118.0,0.0,3.75,3.75,SELL,2020,2020-12
391,2020-12-08 09:30:00,12577.25,2,NY,NQ09B|clock20201208|trade20201208|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12577.25|risk118.00|s60EXPANSION|r10.048|r20.046|r600.095|rg600.114|ef601|al1|wc0.433|cp55.1|pdl0.745|pwl1.081|dh0.164|dl0.481|wh0.174|wl2.304,12576.0,-59.0,9.0,395.5,-54.5,NQ09B BUY NY STOP,12576.75,NQ09B|clock20201208|trade20201208|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12577.25|risk118.00|s60EXPANSION|r10.048|r20.046|r600.095|rg600.114|ef601|al1|wc0.433|cp55.1|pdl0.745|pwl1.081|dh0.164|dl0.481|wh0.174|wl2.304,12578.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,10.0,0.0,10.0,BUY,2020,2020-12
392,2020-12-09 09:30:00,12631.25,2,NY,NQ09B|clock20201209|trade20201209|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12631.25|risk118.00|s60CHOP|r10.016|r20.006|r600.02|rg600.072|ef600.895|al1|wc0.8|cp71.1|pdl0.859|pwl1.2|dh0.102|dl0.619|wh0.436|wl2.612,12630.0,-59.0,9.0,35.5,-54.5,NQ09B BUY NY STOP,12630.75,NQ09B|clock20201209|trade20201209|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12631.25|risk118.00|s60CHOP|r10.016|r20.006|r600.02|rg600.072|ef600.895|al1|wc0.8|cp71.1|pdl0.859|pwl1.2|dh0.102|dl0.619|wh0.436|wl2.612,12632.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,1.0,0.0,1.0,BUY,2020,2020-12
393,2020-12-10 09:30:00,12265.0,2,NY,NQ09B|clock20201210|trade20201210|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12264.50|risk118.00|s60SHOCK|r10.033|r2-0.263|r60-0.233|rg600.359|ef600.779|al0|wc0.326|cp0.1|pdl-0.115|pwl0.393|dh1.865|dl0.192|wh1.252|wl0.811,12277.75,501.0,9.0,505.5,-14.5,NQ09B BUY NY N130 TP2,12264.5,NQ09B|clock20201210|trade20201210|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12264.50|risk118.00|s60SHOCK|r10.033|r2-0.263|r60-0.233|rg600.359|ef600.779|al0|wc0.326|cp0.1|pdl-0.115|pwl0.393|dh1.865|dl0.192|wh1.252|wl0.811,12265.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,442.0,12.75,0.0,12.75,BUY,2020,2020-12
394,2020-12-11 09:30:00,12330.0,2,NY,NQ09B|clock20201211|trade20201211|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12329.75|risk118.00|s60NORMAL|r10.007|r20.061|r600.068|rg600.086|ef601|al1|wc0.5|cp66.1|pdl0.483|pwl0.537|dh0.54|dl0.505|wh0.953|wl1.103,12342.75,501.0,9.0,505.5,-14.5,NQ09B BUY NY N130 TP2,12329.5,NQ09B|clock20201211|trade20201211|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12329.75|risk118.00|s60NORMAL|r10.007|r20.061|r600.068|rg600.086|ef601|al1|wc0.5|cp66.1|pdl0.483|pwl0.537|dh0.54|dl0.505|wh0.953|wl1.103,12330.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,442.0,12.75,0.0,12.75,BUY,2020,2020-12
395,2020-12-13 18:00:00,12405.75,2,WEEKLY,NQ09B|clock20201213|trade20201214|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref12365.50|pdr0.268|pwr1.084|r300.051|gate.06|risk118.00|s60CHOP|r1-0.009|r2-0.045|r60-0.048|rg600.122|ef600.778|al1|wc0.686|cp51.1|pdl0.638|pwl0.615|dh0.378|dl0.667|wh0.791|wl1.265,12404.5,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKLY STOP,12405.25,NQ09B|clock20201213|trade20201214|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref12365.50|pdr0.268|pwr1.084|r300.051|gate.06|risk118.00|s60CHOP|r1-0.009|r2-0.045|r60-0.048|rg600.122|ef600.778|al1|wc0.686|cp51.1|pdl0.638|pwl0.615|dh0.378|dl0.667|wh0.791|wl1.265,12406.5,-59.0,9.0,25.5,-54.5,NQ09B SELL WEEKLY STOP,True,True,DOUBLE_STOP,-118.0,0.0,0.75,0.75,SELL,2020,2020-12
396,2020-12-14 09:30:00,12421.25,2,NY,NQ09B|clock20201214|trade20201214|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12420.75|risk118.00|s60CHOP|r1-0.019|r20.025|r600.007|rg600.123|ef600.15|al0|wc0.713|cp51.1|pdl1.036|pwl0.443|dh0.03|dl0.856|wh1.166|wl0.929,12420.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,12420.75,NQ09B|clock20201214|trade20201214|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12420.75|risk118.00|s60CHOP|r1-0.019|r20.025|r600.007|rg600.123|ef600.15|al0|wc0.713|cp51.1|pdl1.036|pwl0.443|dh0.03|dl0.856|wh1.166|wl0.929,12422.0,-59.0,9.0,55.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,1.5,1.5,SELL,2020,2020-12
397,2020-12-15 09:30:00,12564.75,2,NY,NQ09B|clock20201215|trade20201215|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12565.00|risk118.00|s60NORMAL|r10.023|r20.056|r600.079|rg600.112|ef601|al1|wc0.433|cp55.1|pdl1.126|pwl0.759|dh0.093|dl0.83|wh0.511|wl1.612,12577.5,501.0,9.0,505.5,-14.5,NQ09B BUY NY N130 TP2,12564.25,NQ09B|clock20201215|trade20201215|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12565.00|risk118.00|s60NORMAL|r10.023|r20.056|r600.079|rg600.112|ef601|al1|wc0.433|cp55.1|pdl1.126|pwl0.759|dh0.093|dl0.83|wh0.511|wl1.612,12565.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,442.0,12.75,0.0,12.75,BUY,2020,2020-12
398,2020-12-16 09:30:00,12618.0,2,NY,NQ09B|clock20201216|trade20201216|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12617.50|risk118.00|s60CHOP|r1-0.042|r20.059|r600.018|rg600.142|ef600.172|al0|wc0.543|cp43.1|pdl1.047|pwl0.874|dh0.041|dl0.913|wh0.27|wl1.875,12616.75,-59.0,9.0,285.5,-54.5,NQ09B BUY NY STOP,12617.5,NQ09B|clock20201216|trade20201216|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12617.50|risk118.00|s60CHOP|r1-0.042|r20.059|r600.018|rg600.142|ef600.172|al0|wc0.543|cp43.1|pdl1.047|pwl0.874|dh0.041|dl0.913|wh0.27|wl1.875,12618.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,7.25,0.0,7.25,BUY,2020,2020-12
399,2020-12-16 18:00:00,12681.5,1,WEEKDAY_WEAK,NQ09B|clock20201216|trade20201217|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref12676.00|r300.096|gate.06|risk59.00|s60CHOP|r10.005|r20.014|r600.016|rg600.109|ef600.778|al1|wc0.885|cp56.1|pdl1.362|pwl1.002|dh0.316|dl1.188|wh0.005|wl2.149,12680.25,-29.5,4.5,0.0,-27.25,NQ09B BUY WEEKDAY 1800 STOP,12681.0,NQ09B|clock20201216|trade20201217|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref12676.00|r300.096|gate.06|risk59.00|s60CHOP|r10.005|r20.014|r600.016|rg600.109|ef600.778|al1|wc0.885|cp56.1|pdl1.362|pwl1.002|dh0.316|dl1.188|wh0.005|wl2.149,12682.25,-29.5,4.5,47.75,-27.25,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-59.0,0.0,2.5,2.5,SELL,2020,2020-12
400,2020-12-17 09:30:00,12737.5,2,NY,NQ09B|clock20201217|trade20201217|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12737.25|risk118.00|s60CHOP|r10.014|r20.022|r600.037|rg600.098|ef601|al1|wc0.674|cp61.1|pdl1.245|pwl1.136|dh0.157|dl0.797|wh0.3|wl2.504,12736.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,12737.0,NQ09B|clock20201217|trade20201217|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12737.25|risk118.00|s60CHOP|r10.014|r20.022|r600.037|rg600.098|ef601|al1|wc0.674|cp61.1|pdl1.245|pwl1.136|dh0.157|dl0.797|wh0.3|wl2.504,12738.25,-59.0,9.0,165.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,4.25,4.25,SELL,2020,2020-12
401,2020-12-18 09:30:00,12775.0,2,NY,NQ09B|clock20201218|trade20201218|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12774.50|risk118.00|s60NORMAL|r1-0.019|r20.064|r600.046|rg600.134|ef600.552|al0|wc0.507|cp46.1|pdl1.082|pwl1.218|dh0.039|dl0.514|wh0.499|wl2.791,12787.75,501.0,9.0,505.5,-14.5,NQ09B BUY NY N130 TP2,12774.5,NQ09B|clock20201218|trade20201218|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12774.50|risk118.00|s60NORMAL|r1-0.019|r20.064|r600.046|rg600.134|ef600.552|al0|wc0.507|cp46.1|pdl1.082|pwl1.218|dh0.039|dl0.514|wh0.499|wl2.791,12775.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,442.0,12.75,0.0,12.75,BUY,2020,2020-12
402,2020-12-20 18:00:00,12760.25,2,WEEKLY,NQ09B|clock20201220|trade20201221|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref12748.50|pdr0.35|pwr-0.788|r300.148|gate.06|risk118.00|s60EXPANSION|r10.053|r20.183|r600.231|rg600.31|ef600.958|al1|wc0.384|cp0.1|pdl0.807|pwl1.161|dh0.092|dl0.384|wh0.369|wl2.661,12768.25,311.0,9.0,315.5,-14.5,NQ09B BUY WEEKLY W80,12759.75,NQ09B|clock20201220|trade20201221|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref12748.50|pdr0.35|pwr-0.788|r300.148|gate.06|risk118.00|s60EXPANSION|r10.053|r20.183|r600.231|rg600.31|ef600.958|al1|wc0.384|cp0.1|pdl0.807|pwl1.161|dh0.092|dl0.384|wh0.369|wl2.661,12761.0,-59.0,9.0,0.0,-54.5,NQ09B SELL WEEKLY STOP,False,True,BUY_TARGET,252.0,8.0,0.0,8.0,BUY,2020,2020-12
403,2020-12-21 09:30:00,12581.75,2,NY,NQ09B|clock20201221|trade20201221|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12581.75|risk118.00|s60EXPANSION|r10.011|r20.073|r600.088|rg600.15|ef601|al1|wc0.676|cp40.1|pdl-0.157|pwl0.484|dh1.051|dl0.143|wh1.051|wl0.987,12580.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,12581.25,NQ09B|clock20201221|trade20201221|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12581.75|risk118.00|s60EXPANSION|r10.011|r20.073|r600.088|rg600.15|ef601|al1|wc0.676|cp40.1|pdl-0.157|pwl0.484|dh1.051|dl0.143|wh1.051|wl0.987,12582.5,-59.0,9.0,445.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,11.25,11.25,SELL,2020,2020-12
404,2020-12-22 09:30:00,12719.5,2,NY,NQ09B|clock20201222|trade20201222|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12719.00|risk118.00|s60EXPANSION|r1-0.114|r2-0.018|r60-0.131|rg600.164|ef600.982|al1|wc0.227|cp34.1|pdl0.802|pwl0.825|dh0.307|dl1.248|wh0.342|wl1.608,12718.25,-59.0,9.0,25.5,-54.5,NQ09B BUY NY STOP,12719.0,NQ09B|clock20201222|trade20201222|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12719.00|risk118.00|s60EXPANSION|r1-0.114|r2-0.018|r60-0.131|rg600.164|ef600.982|al1|wc0.227|cp34.1|pdl0.802|pwl0.825|dh0.307|dl1.248|wh0.342|wl1.608,12720.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.75,0.0,0.75,BUY,2020,2020-12
405,2020-12-23 09:30:00,12714.25,2,NY,NQ09B|clock20201223|trade20201223|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12713.75|risk118.00|s60CHOP|r1-0.044|r20.044|r60-0.001|rg600.104|ef600.014|al0|wc0.532|cp58.1|pdl0.722|pwl0.812|dh0.227|dl0.59|wh0.373|wl1.605,12713.0,-59.0,9.0,365.5,-54.5,NQ09B BUY NY STOP,12713.75,NQ09B|clock20201223|trade20201223|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12713.75|risk118.00|s60CHOP|r1-0.044|r20.044|r60-0.001|rg600.104|ef600.014|al0|wc0.532|cp58.1|pdl0.722|pwl0.812|dh0.227|dl0.59|wh0.373|wl1.605,12715.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,9.25,0.0,9.25,BUY,2020,2020-12
406,2020-12-23 18:00:00,12661.0,1,WEEKDAY_WEAK,NQ09B|clock20201223|trade20201224|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref12655.75|r300.103|gate.06|risk59.00|s60CHOP|r10.065|r2-0.043|r600.031|rg600.183|ef600.263|al0|wc0.622|cp27.1|pdl0.374|pwl0.668|dh0.511|dl0.305|wh0.657|wl1.321,12659.75,-29.5,4.5,132.75,-27.25,NQ09B BUY WEEKDAY 1800 STOP,12660.5,NQ09B|clock20201223|trade20201224|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref12655.75|r300.103|gate.06|risk59.00|s60CHOP|r10.065|r2-0.043|r600.031|rg600.183|ef600.263|al0|wc0.622|cp27.1|pdl0.374|pwl0.668|dh0.511|dl0.305|wh0.657|wl1.321,12661.75,-29.5,4.5,0.0,-27.25,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-59.0,6.75,0.0,6.75,BUY,2020,2020-12
