trade_number,entry_time,buy_entry,quantity,route,buy_entry_signal,buy_exit,buy_net,buy_commission,buy_favorable_usd,buy_adverse_usd,buy_exit_signal,sell_entry,sell_entry_signal,sell_exit,sell_net,sell_commission,sell_favorable_usd,sell_adverse_usd,sell_exit_signal,buy_stop,sell_stop,outcome,pair_net,buy_mfe_points,sell_mfe_points,max_mfe_points,mfe_side,year,month
989,2022-06-12 18:00:00,11768.25,2,WEEKLY,NQ09B|clock20220612|trade20220613|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref11858.75|pdr-0.831|pwr-0.366|r300.045|gate.06|risk118.00|s60NORMAL|r1-0.021|r20.069|r600.05|rg600.09|ef600.541|al0|wc0.327|cp64.1|pdl-0.842|pwl-1.161|dh2.06|dl0.942|wh2.581|wl1.387,11767.0,-59.0,9.0,165.5,-54.5,NQ09B BUY WEEKLY STOP,11767.75,NQ09B|clock20220612|trade20220613|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref11858.75|pdr-0.831|pwr-0.366|r300.045|gate.06|risk118.00|s60NORMAL|r1-0.021|r20.069|r600.05|rg600.09|ef600.541|al0|wc0.327|cp64.1|pdl-0.842|pwl-1.161|dh2.06|dl0.942|wh2.581|wl1.387,11769.0,-59.0,9.0,0.0,-54.5,NQ09B SELL WEEKLY STOP,True,True,DOUBLE_STOP,-118.0,4.25,0.0,4.25,BUY,2022,2022-06
990,2022-06-13 09:30:00,11466.5,2,NY,NQ09B|clock20220613|trade20220613|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11467.00|risk118.00|s60EXPANSION|r1-0.064|r2-0.057|r60-0.119|rg600.159|ef600.962|al1|wc0.4|cp36.1|pdl-0.69|pwl-0.361|dh2.038|dl0.832|wh3.139|wl0.832,11465.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,11466.0,NQ09B|clock20220613|trade20220613|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11467.00|risk118.00|s60EXPANSION|r1-0.064|r2-0.057|r60-0.119|rg600.159|ef600.962|al1|wc0.4|cp36.1|pdl-0.69|pwl-0.361|dh2.038|dl0.832|wh3.139|wl0.832,11467.25,-59.0,9.0,85.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,2.25,2.25,SELL,2022,2022-06
991,2022-06-14 09:30:00,11415.0,2,NY,NQ09B|clock20220614|trade20220614|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11414.50|risk118.00|s60CHOP|r1-0.005|r20.08|r600.075|rg600.219|ef600.88|al0|wc0.75|cp13.1|pdl0.309|pwl-0.414|dh0.815|dl0.364|wh3.178|wl0.93,11427.75,501.0,9.0,505.5,-14.5,NQ09B BUY NY N130 TP2,11414.5,NQ09B|clock20220614|trade20220614|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11414.50|risk118.00|s60CHOP|r1-0.005|r20.08|r600.075|rg600.219|ef600.88|al0|wc0.75|cp13.1|pdl0.309|pwl-0.414|dh0.815|dl0.364|wh3.178|wl0.93,11415.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,442.0,12.75,0.0,12.75,BUY,2022,2022-06
992,2022-06-14 18:00:00,11365.0,1,WEEKDAY_WEAK,NQ09B|clock20220614|trade20220615|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref11361.50|r300.064|gate.06|risk59.00|s60CHOP|r10.058|r2-0.033|r600.025|rg600.085|ef600.275|al0|wc0.338|cp66.1|pdl0.207|pwl-0.468|dh0.936|dl0.244|wh3.299|wl1.051,11363.75,-29.5,4.5,0.0,-27.25,NQ09B BUY WEEKDAY 1800 STOP,11364.5,NQ09B|clock20220614|trade20220615|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref11361.50|r300.064|gate.06|risk59.00|s60CHOP|r10.058|r2-0.033|r600.025|rg600.085|ef600.275|al0|wc0.338|cp66.1|pdl0.207|pwl-0.468|dh0.936|dl0.244|wh3.299|wl1.051,11365.75,-29.5,4.5,27.75,-27.25,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-59.0,0.0,1.5,1.5,SELL,2022,2022-06
993,2022-06-15 09:30:00,11487.5,2,NY,NQ09B|clock20220615|trade20220615|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11486.50|risk118.00|s60CHOP|r1-0.019|r20.109|r600.09|rg600.193|ef600.7|al0|wc0.576|cp23.1|pdl0.839|pwl-0.341|dh0.112|dl0.584|wh3.085|wl0.784,11486.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,11487.0,NQ09B|clock20220615|trade20220615|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11486.50|risk118.00|s60CHOP|r1-0.019|r20.109|r600.09|rg600.193|ef600.7|al0|wc0.576|cp23.1|pdl0.839|pwl-0.341|dh0.112|dl0.584|wh3.085|wl0.784,11474.25,501.0,9.0,505.5,-14.5,NQ09B SELL NY N130 TP2,True,False,SELL_TARGET,442.0,0.0,12.75,12.75,SELL,2022,2022-06
994,2022-06-15 18:00:00,11646.5,1,WEEKDAY_WEAK,NQ09B|clock20220615|trade20220616|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref11626.75|r300.083|gate.06|risk59.00|s60CHOP|r10.054|r2-0.068|r60-0.013|rg600.105|ef600.104|al0|wc0.35|cp58.1|pdl1.309|pwl-0.199|dh0.215|dl0.911|wh2.758|wl0.457,11654.5,155.5,4.5,157.75,-7.25,NQ09B BUY WEEKDAY 1800 D80,11646.0,NQ09B|clock20220615|trade20220616|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref11626.75|r300.083|gate.06|risk59.00|s60CHOP|r10.054|r2-0.068|r60-0.013|rg600.105|ef600.104|al0|wc0.35|cp58.1|pdl1.309|pwl-0.199|dh0.215|dl0.911|wh2.758|wl0.457,11647.25,-29.5,4.5,0.0,-27.25,NQ09B SELL WEEKDAY 1800 STOP,False,True,BUY_TARGET,126.0,8.0,0.0,8.0,BUY,2022,2022-06
995,2022-06-16 09:30:00,11329.25,2,NY,NQ09B|clock20220616|trade20220616|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11329.50|risk118.00|s60EXPANSION|r1-0.066|r2-0.04|r60-0.105|rg600.245|ef600.989|al1|wc0.649|cp2.1|pdl-0.067|pwl-0.5|dh1.08|dl0.067|wh3.44|wl1.147,11342.0,501.0,9.0,505.5,-14.5,NQ09B BUY NY N130 TP2,11328.75,NQ09B|clock20220616|trade20220616|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11329.50|risk118.00|s60EXPANSION|r1-0.066|r2-0.04|r60-0.105|rg600.245|ef600.989|al1|wc0.649|cp2.1|pdl-0.067|pwl-0.5|dh1.08|dl0.067|wh3.44|wl1.147,11330.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,442.0,12.75,0.0,12.75,BUY,2022,2022-06
996,2022-06-16 18:00:00,11207.0,2,WEEKDAY_PREMIUM,NQ09B|clock20220616|trade20220617|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref11204.25|r300.071|gate.06|risk118.00|s60EXPANSION|r10.033|r20.054|r600.088|rg600.148|ef601|al1|wc0.574|cp41.1|pdl-0.354|pwl-0.627|dh1.371|dl0.358|wh3.731|wl1.438,11205.75,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKDAY 1800 STOP,11206.5,NQ09B|clock20220616|trade20220617|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref11204.25|r300.071|gate.06|risk118.00|s60EXPANSION|r10.033|r20.054|r600.088|rg600.148|ef601|al1|wc0.574|cp41.1|pdl-0.354|pwl-0.627|dh1.371|dl0.358|wh3.731|wl1.438,11207.75,-59.0,9.0,95.5,-54.5,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-118.0,0.0,2.5,2.5,SELL,2022,2022-06
997,2022-06-17 09:30:00,11190.75,2,NY,NQ09B|clock20220617|trade20220617|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11189.75|risk118.00|s60EXPANSION|r1-0.113|r2-0.096|r60-0.211|rg600.278|ef601|al1|wc0.306|cp0.1|pdl0.172|pwl-0.642|dh1.299|dl0.269|wh3.6|wl1.407,11189.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,11190.25,NQ09B|clock20220617|trade20220617|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11189.75|risk118.00|s60EXPANSION|r1-0.113|r2-0.096|r60-0.211|rg600.278|ef601|al1|wc0.306|cp0.1|pdl0.172|pwl-0.642|dh1.299|dl0.269|wh3.6|wl1.407,11191.5,-59.0,9.0,225.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,5.75,5.75,SELL,2022,2022-06
998,2022-06-19 18:00:00,11332.75,2,WEEKLY,NQ09B|clock20220619|trade20220620|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref11307.75|pdr-1.087|pwr-1.577|r300.032|gate.06|risk118.00|s60NORMAL|r1-0.005|r20.04|r600.034|rg600.063|ef600.756|al0|wc0.526|cp75.1|pdl0.339|pwl-0.522|dh1.037|dl0.532|wh3.338|wl1.145,11331.5,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKLY STOP,11332.25,NQ09B|clock20220619|trade20220620|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref11307.75|pdr-1.087|pwr-1.577|r300.032|gate.06|risk118.00|s60NORMAL|r1-0.005|r20.04|r600.034|rg600.063|ef600.756|al0|wc0.526|cp75.1|pdl0.339|pwl-0.522|dh1.037|dl0.532|wh3.338|wl1.145,11324.25,311.0,9.0,315.5,-14.5,NQ09B SELL WEEKLY W80,True,False,SELL_TARGET,252.0,0.0,8.0,8.0,SELL,2022,2022-06
999,2022-06-20 09:30:00,11366.5,2,NY,NQ09B|clock20220620|trade20220620|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11365.25|risk118.00|s60CHOP|r1-0.004|r2-0.027|r60-0.032|rg600.085|ef601|al1|wc0.7|cp66.1|pdl0.889|pwl0.409|dh0.07|dl0.563|wh0.98|wl0.678,11365.25,-59.0,9.0,375.5,-54.5,NQ09B BUY NY STOP,11366.0,NQ09B|clock20220620|trade20220620|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11365.25|risk118.00|s60CHOP|r1-0.004|r2-0.027|r60-0.032|rg600.085|ef601|al1|wc0.7|cp66.1|pdl0.889|pwl0.409|dh0.07|dl0.563|wh0.98|wl0.678,11367.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,9.5,0.0,9.5,BUY,2022,2022-06
1000,2022-06-21 09:30:00,11481.25,2,NY,NQ09B|clock20220621|trade20220621|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11480.50|risk118.00|s60CHOP|r10.053|r2-0.032|r600.019|rg600.082|ef600.227|al0|wc0.437|cp67.1|pdl1.305|pwl0.568|dh0.193|dl0.826|wh0.717|wl0.941,11480.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,11480.75,NQ09B|clock20220621|trade20220621|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11480.50|risk118.00|s60CHOP|r10.053|r2-0.032|r600.019|rg600.082|ef600.227|al0|wc0.437|cp67.1|pdl1.305|pwl0.568|dh0.193|dl0.826|wh0.717|wl0.941,11482.0,-59.0,9.0,195.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,5.0,5.0,SELL,2022,2022-06
1001,2022-06-22 09:30:00,11470.5,2,NY,NQ09B|clock20220622|trade20220622|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11469.25|risk118.00|s60EXPANSION|r10.121|r20.062|r600.182|rg600.287|ef600.988|al1|wc0.485|cp0.1|pdl0.483|pwl0.552|dh0.48|dl0.449|wh0.747|wl0.921,11469.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,11470.0,NQ09B|clock20220622|trade20220622|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11469.25|risk118.00|s60EXPANSION|r10.121|r20.062|r600.182|rg600.287|ef600.988|al1|wc0.485|cp0.1|pdl0.483|pwl0.552|dh0.48|dl0.449|wh0.747|wl0.921,11457.25,501.0,9.0,505.5,-14.5,NQ09B SELL NY N130 TP2,True,False,SELL_TARGET,442.0,0.0,12.75,12.75,SELL,2022,2022-06
1002,2022-06-23 09:30:00,11661.0,2,NY,NQ09B|clock20220623|trade20220623|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11661.25|risk118.00|s60CHOP|r10.041|r2-0.001|r600.04|rg600.166|ef600.945|al0|wc0.781|cp33.1|pdl0.801|pwl0.817|dh0.194|dl0.784|wh0.306|wl1.364,11673.75,501.0,9.0,505.5,-14.5,NQ09B BUY NY N130 TP2,11660.5,NQ09B|clock20220623|trade20220623|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11661.25|risk118.00|s60CHOP|r10.041|r2-0.001|r600.04|rg600.166|ef600.945|al0|wc0.781|cp33.1|pdl0.801|pwl0.817|dh0.194|dl0.784|wh0.306|wl1.364,11661.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,442.0,12.75,0.0,12.75,BUY,2022,2022-06
1003,2022-06-23 18:00:00,11688.0,2,WEEKDAY_PREMIUM,NQ09B|clock20220623|trade20220624|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref11688.00|r300.082|gate.06|risk118.00|s60EXPANSION|r1-0.064|r2-0.04|r60-0.104|rg600.121|ef601|al1|wc0.332|cp51.1|pdl0.864|pwl0.854|dh0.133|dl0.846|wh0.244|wl1.426,11696.0,311.0,9.0,315.5,-14.5,NQ09B BUY WEEKDAY 1800 D80,11687.5,NQ09B|clock20220623|trade20220624|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref11688.00|r300.082|gate.06|risk118.00|s60EXPANSION|r1-0.064|r2-0.04|r60-0.104|rg600.121|ef601|al1|wc0.332|cp51.1|pdl0.864|pwl0.854|dh0.133|dl0.846|wh0.244|wl1.426,11688.75,-59.0,9.0,0.0,-54.5,NQ09B SELL WEEKDAY 1800 STOP,False,True,BUY_TARGET,252.0,8.0,0.0,8.0,BUY,2022,2022-06
1004,2022-06-24 09:30:00,11849.75,2,NY,NQ09B|clock20220624|trade20220624|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11849.00|risk118.00|s60NORMAL|r10.058|r20.005|r600.061|rg600.091|ef600.945|al1|wc0.507|cp64.1|pdl1.269|pwl1.075|dh0.193|dl0.913|wh0.129|wl1.835,11848.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,11849.25,NQ09B|clock20220624|trade20220624|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11849.00|risk118.00|s60NORMAL|r10.058|r20.005|r600.061|rg600.091|ef600.945|al1|wc0.507|cp64.1|pdl1.269|pwl1.075|dh0.193|dl0.913|wh0.129|wl1.835,11850.5,-59.0,9.0,415.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,10.5,10.5,SELL,2022,2022-06
1005,2022-06-26 18:00:00,12137.75,2,WEEKLY,NQ09B|clock20220626|trade20220627|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref12132.75|pdr0.458|pwr-1.108|r300.079|gate.06|risk118.00|s60CHOP|r10.068|r2-0.103|r60-0.033|rg600.126|ef600.193|al0|wc0.161|cp50.1|pdl2.195|pwl1.466|dh0.86|dl1.58|wh0.796|wl2.502,12136.5,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKLY STOP,12137.25,NQ09B|clock20220626|trade20220627|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref12132.75|pdr0.458|pwr-1.108|r300.079|gate.06|risk118.00|s60CHOP|r10.068|r2-0.103|r60-0.033|rg600.126|ef600.193|al0|wc0.161|cp50.1|pdl2.195|pwl1.466|dh0.86|dl1.58|wh0.796|wl2.502,12129.25,311.0,9.0,315.5,-14.5,NQ09B SELL WEEKLY W80,True,False,SELL_TARGET,252.0,0.0,8.0,8.0,SELL,2022,2022-06
1006,2022-06-27 09:30:00,12189.5,2,NY,NQ09B|clock20220627|trade20220627|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12189.00|risk118.00|s60CHOP|r10.068|r2-0.04|r600.029|rg600.114|ef600.266|al0|wc0.36|cp54.1|pdl1.087|pwl1.046|dh0.095|dl1.178|wh0.095|wl2.138,12202.25,501.0,9.0,505.5,-14.5,NQ09B BUY NY N130 TP2,12189.0,NQ09B|clock20220627|trade20220627|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12189.00|risk118.00|s60CHOP|r10.068|r2-0.04|r600.029|rg600.114|ef600.266|al0|wc0.36|cp54.1|pdl1.087|pwl1.046|dh0.095|dl1.178|wh0.095|wl2.138,12190.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,442.0,12.75,0.0,12.75,BUY,2022,2022-06
1007,2022-06-28 09:30:00,12064.25,2,NY,NQ09B|clock20220628|trade20220628|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12063.75|risk118.00|s60CHOP|r1-0.016|r20.035|r600.019|rg600.097|ef600.372|al0|wc0.618|cp61.1|pdl0.26|pwl0.903|dh0.476|dl0.167|wh0.203|wl1.896,12063.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,12063.75,NQ09B|clock20220628|trade20220628|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12063.75|risk118.00|s60CHOP|r1-0.016|r20.035|r600.019|rg600.097|ef600.372|al0|wc0.618|cp61.1|pdl0.26|pwl0.903|dh0.476|dl0.167|wh0.203|wl1.896,12051.0,501.0,9.0,505.5,-14.5,NQ09B SELL NY N130 TP2,True,False,SELL_TARGET,442.0,0.0,12.75,12.75,SELL,2022,2022-06
1008,2022-06-29 09:30:00,11669.5,2,NY,NQ09B|clock20220629|trade20220629|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11669.00|risk118.00|s60CHOP|r10.023|r2-0.052|r60-0.029|rg600.133|ef600.386|al0|wc0.654|cp47.1|pdl0.015|pwl0.452|dh1.193|dl0.018|wh1.132|wl0.933,11682.25,501.0,9.0,505.5,-14.5,NQ09B BUY NY N130 TP2,11669.0,NQ09B|clock20220629|trade20220629|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11669.00|risk118.00|s60CHOP|r10.023|r2-0.052|r60-0.029|rg600.133|ef600.386|al0|wc0.654|cp47.1|pdl0.015|pwl0.452|dh1.193|dl0.018|wh1.132|wl0.933,11670.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,442.0,12.75,0.0,12.75,BUY,2022,2022-06
1009,2022-06-30 09:30:00,11555.25,2,NY,NQ09B|clock20220630|trade20220630|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11555.50|risk118.00|s60EXPANSION|r10.105|r20.014|r600.116|rg600.182|ef600.969|al1|wc0.628|cp27.1|pdl-0.049|pwl0.322|dh0.476|dl0.022|wh1.459|wl0.693,11568.0,501.0,9.0,505.5,-14.5,NQ09B BUY NY N130 TP2,11554.75,NQ09B|clock20220630|trade20220630|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11555.50|risk118.00|s60EXPANSION|r10.105|r20.014|r600.116|rg600.182|ef600.969|al1|wc0.628|cp27.1|pdl-0.049|pwl0.322|dh0.476|dl0.022|wh1.459|wl0.693,11556.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,442.0,12.75,0.0,12.75,BUY,2022,2022-06
1010,2022-07-01 09:30:00,11480.5,2,NY,NQ09B|clock20220701|trade20220701|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11479.75|risk118.00|s60CHOP|r1-0.04|r20.083|r600.041|rg600.132|ef600.33|al0|wc0.412|cp47.1|pdl0.372|pwl0.235|dh0.54|dl0.32|wh1.663|wl0.512,11479.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,11480.0,NQ09B|clock20220701|trade20220701|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11479.75|risk118.00|s60CHOP|r1-0.04|r20.083|r600.041|rg600.132|ef600.33|al0|wc0.412|cp47.1|pdl0.372|pwl0.235|dh0.54|dl0.32|wh1.663|wl0.512,11467.25,501.0,9.0,505.5,-14.5,NQ09B SELL NY N130 TP2,True,False,SELL_TARGET,442.0,0.0,12.75,12.75,SELL,2022,2022-07
1011,2022-07-03 18:00:00,11606.25,2,WEEKLY,NQ09B|clock20220703|trade20220704|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref11610.50|pdr-0.403|pwr2.009|r300.037|gate.06|risk118.00|s60CHOP|r10.004|r2-0.01|r60-0.006|rg600.042|ef600.391|al0|wc0.828|cp83.1|pdl0.751|pwl0.385|dh0.214|dl0.645|wh1.338|wl0.837,11605.0,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKLY STOP,11605.75,NQ09B|clock20220703|trade20220704|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref11610.50|pdr-0.403|pwr2.009|r300.037|gate.06|risk118.00|s60CHOP|r10.004|r2-0.01|r60-0.006|rg600.042|ef600.391|al0|wc0.828|cp83.1|pdl0.751|pwl0.385|dh0.214|dl0.645|wh1.338|wl0.837,11597.75,311.0,9.0,315.5,-14.5,NQ09B SELL WEEKLY W80,True,False,SELL_TARGET,252.0,0.0,8.0,8.0,SELL,2022,2022-07
1012,2022-07-04 09:30:00,11568.0,2,NY,NQ09B|clock20220704|trade20220704|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11567.75|risk118.00|s60CHOP|r10.01|r20.001|r600.01|rg600.057|ef601|al1|wc0.862|cp77.1|pdl0.75|pwl0.238|dh0.159|dl0.476|wh1.775|wl0.554,11566.75,-59.0,9.0,105.5,-54.5,NQ09B BUY NY STOP,11567.5,NQ09B|clock20220704|trade20220704|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11567.75|risk118.00|s60CHOP|r10.01|r20.001|r600.01|rg600.057|ef601|al1|wc0.862|cp77.1|pdl0.75|pwl0.238|dh0.159|dl0.476|wh1.775|wl0.554,11568.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,2.75,0.0,2.75,BUY,2022,2022-07
1013,2022-07-05 09:30:00,11454.0,2,NY,NQ09B|clock20220705|trade20220705|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11453.50|risk118.00|s60CHOP|r10.036|r2-0.068|r60-0.033|rg600.115|ef600.317|al0|wc0.486|cp54.1|pdl0.289|pwl0.113|dh0.451|dl0.183|wh2.067|wl0.262,11452.75,-59.0,9.0,465.5,-54.5,NQ09B BUY NY STOP,11453.5,NQ09B|clock20220705|trade20220705|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11453.50|risk118.00|s60CHOP|r10.036|r2-0.068|r60-0.033|rg600.115|ef600.317|al0|wc0.486|cp54.1|pdl0.289|pwl0.113|dh0.451|dl0.183|wh2.067|wl0.262,11454.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,11.75,0.0,11.75,BUY,2022,2022-07
1014,2022-07-06 09:30:00,11826.0,2,NY,NQ09B|clock20220706|trade20220706|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11825.75|risk118.00|s60EXPANSION|r10.043|r20.114|r600.158|rg600.195|ef601|al1|wc0.378|cp22.1|pdl1.023|pwl0.521|dh0.025|dl1.109|wh1.108|wl1.206,11824.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,11825.5,NQ09B|clock20220706|trade20220706|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11825.75|risk118.00|s60EXPANSION|r10.043|r20.114|r600.158|rg600.195|ef601|al1|wc0.378|cp22.1|pdl1.023|pwl0.521|dh0.025|dl1.109|wh1.108|wl1.206,11812.75,501.0,9.0,505.5,-14.5,NQ09B SELL NY N130 TP2,True,False,SELL_TARGET,442.0,0.0,12.75,12.75,SELL,2022,2022-07
1015,2022-07-07 09:30:00,11919.25,2,NY,NQ09B|clock20220707|trade20220707|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11918.75|risk118.00|s60CHOP|r1-0.029|r20.008|r60-0.019|rg600.089|ef600.492|al0|wc0.767|cp64.1|pdl0.775|pwl0.623|dh0.145|dl0.499|wh0.896|wl1.482,11918.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,11918.75,NQ09B|clock20220707|trade20220707|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11918.75|risk118.00|s60CHOP|r1-0.029|r20.008|r60-0.019|rg600.089|ef600.492|al0|wc0.767|cp64.1|pdl0.775|pwl0.623|dh0.145|dl0.499|wh0.896|wl1.482,11920.0,-59.0,9.0,15.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,0.5,0.5,SELL,2022,2022-07
