trade_number,entry_time,buy_entry,quantity,route,buy_entry_signal,buy_exit,buy_net,buy_commission,buy_favorable_usd,buy_adverse_usd,buy_exit_signal,sell_entry,sell_entry_signal,sell_exit,sell_net,sell_commission,sell_favorable_usd,sell_adverse_usd,sell_exit_signal,buy_stop,sell_stop,outcome,pair_net,buy_mfe_points,sell_mfe_points,max_mfe_points,mfe_side,year,month
2390,2026-02-16 09:30:00,24763.0,2,NY,NQ09B|clock20260216|trade20260216|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref24764.00|risk118.00|s60EXPANSION|r1-0.158|r2-0.037|r60-0.194|rg600.238|ef601|al1|wc0.182|cp5.1|pdl0.445|pwl0.209|dh0.455|dl0.364|wh1.378|wl0.364,24761.75,-59.0,9.0,535.5,-54.5,NQ09B BUY NY STOP,24762.5,NQ09B|clock20260216|trade20260216|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref24764.00|risk118.00|s60EXPANSION|r1-0.158|r2-0.037|r60-0.194|rg600.238|ef601|al1|wc0.182|cp5.1|pdl0.445|pwl0.209|dh0.455|dl0.364|wh1.378|wl0.364,24763.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,13.5,0.0,13.5,BUY,2026,2026-02
2285,2025-11-10 09:30:00,25539.0,2,NY,NQ09B|clock20251110|trade20251110|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25538.00|risk118.00|s60CHOP|r1-0.04|r20.017|r60-0.023|rg600.084|ef600.412|al0|wc0.619|cp67.1|pdl1.284|pwl0.532|dh0.408|dl1.846|wh1.622|wl1.846,25537.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,25538.5,NQ09B|clock20251110|trade20251110|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25538.00|risk118.00|s60CHOP|r1-0.04|r20.017|r60-0.023|rg600.084|ef600.412|al0|wc0.619|cp67.1|pdl1.284|pwl0.532|dh0.408|dl1.846|wh1.622|wl1.846,25539.75,-59.0,9.0,525.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,13.25,13.25,SELL,2025,2025-11
1733,2024-06-24 09:30:00,19922.75,2,NY,NQ09B|clock20240624|trade20240624|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref19922.50|risk118.00|s60EXPANSION|r1-0.041|r2-0.119|r60-0.162|rg600.27|ef601|al1|wc0.499|cp0.1|pdl0.048|pwl0.04|dh0.613|dl0.031|wh1.682|wl0.069,19921.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,19922.25,NQ09B|clock20240624|trade20240624|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref19922.50|risk118.00|s60EXPANSION|r1-0.041|r2-0.119|r60-0.162|rg600.27|ef601|al1|wc0.499|cp0.1|pdl0.048|pwl0.04|dh0.613|dl0.031|wh1.682|wl0.069,19923.5,-59.0,9.0,525.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,13.25,13.25,SELL,2024,2024-06
1710,2024-05-31 09:30:00,18602.25,2,NY,NQ09B|clock20240531|trade20240531|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp13.75|ref18602.00|risk118.00|s60SHOCK|r1-0.187|r20.307|r600.12|rg600.408|ef600.244|al0|wc0.244|cp0.1|pdl0.232|pwl-0.049|dh0.767|dl0.231|wh1.748|wl0.081,18601.0,-59.0,9.0,525.5,-54.5,NQ09B BUY NY STOP,18601.75,NQ09B|clock20240531|trade20240531|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp13.75|ref18602.00|risk118.00|s60SHOCK|r1-0.187|r20.307|r600.12|rg600.408|ef600.244|al0|wc0.244|cp0.1|pdl0.232|pwl-0.049|dh0.767|dl0.231|wh1.748|wl0.081,18603.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,13.25,0.0,13.25,BUY,2024,2024-05
1623,2024-03-11 09:30:00,17976.5,2,NY,NQ09B|clock20240311|trade20240311|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp13.50|ref17976.50|risk118.00|s60EXPANSION|r10.086|r20.038|r600.126|rg600.24|ef601|al1|wc0.546|cp4.1|pdl-0.085|pwl0.238|dh1.606|dl0.126|wh1.606|wl0.503,17975.25,-59.0,9.0,515.5,-54.5,NQ09B BUY NY STOP,17976.0,NQ09B|clock20240311|trade20240311|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp13.50|ref17976.50|risk118.00|s60EXPANSION|r10.086|r20.038|r600.126|rg600.24|ef601|al1|wc0.546|cp4.1|pdl-0.085|pwl0.238|dh1.606|dl0.126|wh1.606|wl0.503,17977.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,13.0,0.0,13.0,BUY,2024,2024-03
2338,2025-12-31 09:30:00,25679.0,2,NY,NQ09B|clock20251231|trade20251231|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25678.50|risk118.00|s60CHOP|r1-0.071|r20.157|r600.086|rg600.22|ef600.376|al0|wc0.3|cp12.1|pdl0.082|pwl0.215|dh0.335|dl0.03|wh0.747|wl0.204,25677.75,-59.0,9.0,515.5,-54.5,NQ09B BUY NY STOP,25678.5,NQ09B|clock20251231|trade20251231|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25678.50|risk118.00|s60CHOP|r1-0.071|r20.157|r600.086|rg600.22|ef600.376|al0|wc0.3|cp12.1|pdl0.082|pwl0.215|dh0.335|dl0.03|wh0.747|wl0.204,25679.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,13.0,0.0,13.0,BUY,2025,2025-12
1766,2024-07-24 09:30:00,19640.75,2,NY,NQ09B|clock20240724|trade20240724|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref19640.25|risk118.00|s60CHOP|r10.022|r2-0.024|r60-0.002|rg600.144|ef600.034|al0|wc0.805|cp42.1|pdl-1.053|pwl-0.012|dh1.442|dl0.74|wh3.753|wl0.045,19639.5,-59.0,9.0,515.5,-54.5,NQ09B BUY NY STOP,19640.25,NQ09B|clock20240724|trade20240724|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref19640.25|risk118.00|s60CHOP|r10.022|r2-0.024|r60-0.002|rg600.144|ef600.034|al0|wc0.805|cp42.1|pdl-1.053|pwl-0.012|dh1.442|dl0.74|wh3.753|wl0.045,19641.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,13.0,0.0,13.0,BUY,2024,2024-07
1993,2025-02-14 09:30:00,22108.25,2,NY,NQ09B|clock20250214|trade20250214|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref22108.75|risk118.00|s60CHOP|r10.009|r20.052|r600.062|rg600.11|ef601|al1|wc0.628|cp56.1|pdl0.959|pwl1.137|dh0.039|dl0.898|wh0.355|wl2.943,22107.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,22107.75,NQ09B|clock20250214|trade20250214|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref22108.75|risk118.00|s60CHOP|r10.009|r20.052|r600.062|rg600.11|ef601|al1|wc0.628|cp56.1|pdl0.959|pwl1.137|dh0.039|dl0.898|wh0.355|wl2.943,22109.0,-59.0,9.0,515.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,13.0,13.0,SELL,2025,2025-02
1713,2024-06-04 09:30:00,18638.0,2,NY,NQ09B|clock20240604|trade20240604|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp13.75|ref18638.50|risk118.00|s60EXPANSION|r10.114|r20.075|r600.189|rg600.209|ef601|al1|wc0.252|cp16.1|pdl0.634|pwl0.537|dh0.452|dl0.783|wh1.32|wl1.534,18636.75,-59.0,9.0,505.5,-54.5,NQ09B BUY NY STOP,18637.5,NQ09B|clock20240604|trade20240604|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp13.75|ref18638.50|risk118.00|s60EXPANSION|r10.114|r20.075|r600.189|rg600.209|ef601|al1|wc0.252|cp16.1|pdl0.634|pwl0.537|dh0.452|dl0.783|wh1.32|wl1.534,18638.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.75,0.0,12.75,BUY,2024,2024-06
1701,2024-05-24 09:30:00,18762.5,2,NY,NQ09B|clock20240524|trade20240524|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp13.75|ref18762.25|risk118.00|s60EXPANSION|r10.039|r20.083|r600.121|rg600.198|ef600.968|al1|wc0.63|cp21.1|pdl0.35|pwl1.003|dh1.05|dl0.566|wh0.006|wl2.4,18761.25,-59.0,9.0,505.5,-54.5,NQ09B BUY NY STOP,18762.0,NQ09B|clock20240524|trade20240524|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp13.75|ref18762.25|risk118.00|s60EXPANSION|r10.039|r20.083|r600.121|rg600.198|ef600.968|al1|wc0.63|cp21.1|pdl0.35|pwl1.003|dh1.05|dl0.566|wh0.006|wl2.4,18763.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.75,0.0,12.75,BUY,2024,2024-05
2492,2026-05-15 09:30:00,29278.25,2,NY,NQ09B|clock20260515|trade20260515|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref29278.25|risk118.00|s60NORMAL|r10.182|r2-0.015|r600.17|rg600.304|ef600.853|al0|wc0.519|cp0.1|pdl-0.509|pwl0.939|dh1.052|dl0.355|wh0.227|wl3.476,29277.0,-59.0,9.0,505.5,-54.5,NQ09B BUY NY STOP,29277.75,NQ09B|clock20260515|trade20260515|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref29278.25|risk118.00|s60NORMAL|r10.182|r2-0.015|r600.17|rg600.304|ef600.853|al0|wc0.519|cp0.1|pdl-0.509|pwl0.939|dh1.052|dl0.355|wh0.227|wl3.476,29279.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.75,0.0,12.75,BUY,2026,2026-05
2044,2025-04-03 09:30:00,18924.5,2,NY,NQ09B|clock20250403|trade20250403|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp13.75|ref18923.75|risk118.00|s60CHOP|r10.149|r2-0.256|r60-0.108|rg600.324|ef600.267|al0|wc0.19|cp0.1|pdl-0.158|pwl-0.368|dh2.259|dl0.308|wh3.251|wl0.874,18923.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,18924.0,NQ09B|clock20250403|trade20250403|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp13.75|ref18923.75|risk118.00|s60CHOP|r10.149|r2-0.256|r60-0.108|rg600.324|ef600.267|al0|wc0.19|cp0.1|pdl-0.158|pwl-0.368|dh2.259|dl0.308|wh3.251|wl0.874,18925.25,-59.0,9.0,505.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,12.75,12.75,SELL,2025,2025-04
161,2020-05-19 09:30:00,9327.0,2,NY,NQ09B|clock20200519|trade20200519|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9326.75|risk118.00|s60CHOP|r1-0.033|r20.033|r60-0.001|rg600.072|ef600.013|al0|wc0.5|cp71.1|pdl0.862|pwl0.962|dh0.123|dl0.765|wh0.066|wl1.695,9325.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,9326.5,NQ09B|clock20200519|trade20200519|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9326.75|risk118.00|s60CHOP|r1-0.033|r20.033|r60-0.001|rg600.072|ef600.013|al0|wc0.5|cp71.1|pdl0.862|pwl0.962|dh0.123|dl0.765|wh0.066|wl1.695,9327.75,-59.0,9.0,495.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,12.5,12.5,SELL,2020,2020-05
1242,2023-02-24 09:30:00,11994.0,2,NY,NQ09B|clock20230224|trade20230224|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11994.00|risk118.00|s60SHOCK|r1-0.015|r2-0.329|r60-0.345|rg600.418|ef601|al1|wc0.371|cp0.1|pdl-0.148|pwl-0.514|dh0.949|dl0.123|wh2.838|wl0.964,11992.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,11993.5,NQ09B|clock20230224|trade20230224|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11994.00|risk118.00|s60SHOCK|r1-0.015|r2-0.329|r60-0.345|rg600.418|ef601|al1|wc0.371|cp0.1|pdl-0.148|pwl-0.514|dh0.949|dl0.123|wh2.838|wl0.964,11994.75,-59.0,9.0,495.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,12.5,12.5,SELL,2023,2023-02
40,2020-02-07 09:30:00,9411.5,2,NY,NQ09B|clock20200207|trade20200207|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9411.25|risk118.00|s60EXPANSION|r1-0.01|r2-0.169|r60-0.177|rg600.346|ef600.982|al1|wc0.613|cp0.1|pdl0.48|pwl1.503|dh0.346|dl0.32|wh1.067|wl3.189,9410.25,-59.0,9.0,495.5,-54.5,NQ09B BUY NY STOP,9411.0,NQ09B|clock20200207|trade20200207|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9411.25|risk118.00|s60EXPANSION|r1-0.01|r2-0.169|r60-0.177|rg600.346|ef600.982|al1|wc0.613|cp0.1|pdl0.48|pwl1.503|dh0.346|dl0.32|wh1.067|wl3.189,9412.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.5,0.0,12.5,BUY,2020,2020-02
410,2020-12-30 09:30:00,12897.25,2,NY,NQ09B|clock20201230|trade20201230|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12897.00|risk118.00|s60CHOP|r1-0.005|r20.009|r600.004|rg600.077|ef600.273|al0|wc0.857|cp69.1|pdl0.807|pwl1.356|dh0.115|dl0.48|wh0.619|wl2.357,12896.0,-59.0,9.0,495.5,-54.5,NQ09B BUY NY STOP,12896.75,NQ09B|clock20201230|trade20201230|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12897.00|risk118.00|s60CHOP|r1-0.005|r20.009|r600.004|rg600.077|ef600.273|al0|wc0.857|cp69.1|pdl0.807|pwl1.356|dh0.115|dl0.48|wh0.619|wl2.357,12898.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.5,0.0,12.5,BUY,2020,2020-12
2017,2025-03-07 09:30:00,20036.75,2,NY,NQ09B|clock20250307|trade20250307|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref20037.50|risk118.00|s60SHOCK|r1-0.06|r2-0.087|r60-0.148|rg600.521|ef601|al1|wc0.784|cp0.1|pdl0.054|pwl-0.313|dh1.286|dl0.073|wh3.744|wl0.892,20035.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,20036.25,NQ09B|clock20250307|trade20250307|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref20037.50|risk118.00|s60SHOCK|r1-0.06|r2-0.087|r60-0.148|rg600.521|ef601|al1|wc0.784|cp0.1|pdl0.054|pwl-0.313|dh1.286|dl0.073|wh3.744|wl0.892,20037.5,-59.0,9.0,495.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,12.5,12.5,SELL,2025,2025-03
2166,2025-07-25 09:30:00,23360.25,2,NY,NQ09B|clock20250725|trade20250725|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23360.50|risk118.00|s60CHOP|r1-0.041|r2-0.02|r60-0.061|rg600.151|ef601|al1|wc0.675|cp40.1|pdl0.493|pwl1.077|dh0.242|dl0.236|wh0.151|wl2.112,23359.0,-59.0,9.0,495.5,-54.5,NQ09B BUY NY STOP,23359.75,NQ09B|clock20250725|trade20250725|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23360.50|risk118.00|s60CHOP|r1-0.041|r2-0.02|r60-0.061|rg600.151|ef601|al1|wc0.675|cp40.1|pdl0.493|pwl1.077|dh0.242|dl0.236|wh0.151|wl2.112,23361.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.5,0.0,12.5,BUY,2025,2025-07
1450,2023-09-18 09:30:00,15356.0,2,NY,NQ09B|clock20230918|trade20230918|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref15356.00|risk118.00|s60CHOP|r1-0.032|r20.029|r60-0.003|rg600.122|ef600.051|al0|wc0.653|cp51.1|pdl-0.002|pwl0.138|dh1.502|dl0.003|wh1.502|wl0.24,15354.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,15355.5,NQ09B|clock20230918|trade20230918|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref15356.00|risk118.00|s60CHOP|r1-0.032|r20.029|r60-0.003|rg600.122|ef600.051|al0|wc0.653|cp51.1|pdl-0.002|pwl0.138|dh1.502|dl0.003|wh1.502|wl0.24,15356.75,-59.0,9.0,495.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,12.5,12.5,SELL,2023,2023-09
1124,2022-10-24 09:30:00,11359.75,2,NY,NQ09B|clock20221024|trade20221024|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11358.75|risk118.00|s60CHOP|r1-0.122|r20.07|r60-0.053|rg600.166|ef600.273|al0|wc0.351|cp34.1|pdl0.939|pwl0.898|dh0.074|dl1.136|wh0.196|wl1.733,11358.5,-59.0,9.0,495.5,-54.5,NQ09B BUY NY STOP,11359.25,NQ09B|clock20221024|trade20221024|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11358.75|risk118.00|s60CHOP|r1-0.122|r20.07|r60-0.053|rg600.166|ef600.273|al0|wc0.351|cp34.1|pdl0.939|pwl0.898|dh0.074|dl1.136|wh0.196|wl1.733,11360.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.5,0.0,12.5,BUY,2022,2022-10
2244,2025-10-03 09:30:00,25133.75,2,NY,NQ09B|clock20251003|trade20251003|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25133.00|risk118.00|s60CHOP|r10.047|r2-0.063|r60-0.018|rg600.151|ef600.159|al0|wc0.521|cp39.1|pdl0.748|pwl1.175|dh0.167|dl0.496|wh0.377|wl2.532,25132.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,25133.25,NQ09B|clock20251003|trade20251003|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25133.00|risk118.00|s60CHOP|r10.047|r2-0.063|r60-0.018|rg600.151|ef600.159|al0|wc0.521|cp39.1|pdl0.748|pwl1.175|dh0.167|dl0.496|wh0.377|wl2.532,25134.5,-59.0,9.0,495.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,12.5,12.5,SELL,2025,2025-10
1582,2024-02-01 09:30:00,17307.25,2,NY,NQ09B|clock20240201|trade20240201|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp13.00|ref17307.00|risk118.00|s60CHOP|r1-0.119|r20.036|r60-0.085|rg600.24|ef600.539|al0|wc0.573|cp4.1|pdl0.326|pwl-0.267|dh0.735|dl0.355|wh2.021|wl0.426,17306.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,17306.75,NQ09B|clock20240201|trade20240201|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp13.00|ref17307.00|risk118.00|s60CHOP|r1-0.119|r20.036|r60-0.085|rg600.24|ef600.539|al0|wc0.573|cp4.1|pdl0.326|pwl-0.267|dh0.735|dl0.355|wh2.021|wl0.426,17308.0,-59.0,9.0,495.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,12.5,12.5,SELL,2024,2024-02
837,2022-01-19 09:30:00,15267.5,2,NY,NQ09B|clock20220119|trade20220119|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref15267.50|risk118.00|s60EXPANSION|r1-0.133|r2-0.022|r60-0.154|rg600.181|ef600.973|al1|wc0.468|cp28.1|pdl0.201|pwl0.134|dh1.107|dl0.278|wh2.129|wl0.33,15266.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,15267.0,NQ09B|clock20220119|trade20220119|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref15267.50|risk118.00|s60EXPANSION|r1-0.133|r2-0.022|r60-0.154|rg600.181|ef600.973|al1|wc0.468|cp28.1|pdl0.201|pwl0.134|dh1.107|dl0.278|wh2.129|wl0.33,15268.25,-59.0,9.0,495.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,12.5,12.5,SELL,2022,2022-01
1031,2022-07-26 09:30:00,12278.75,2,NY,NQ09B|clock20220726|trade20220726|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12278.75|risk118.00|s60CHOP|r1-0.005|r2-0.059|r60-0.065|rg600.186|ef601|al1|wc0.768|cp26.1|pdl0.053|pwl0.501|dh0.637|dl0.036|wh1.217|wl1.223,12277.5,-59.0,9.0,495.5,-54.5,NQ09B BUY NY STOP,12278.25,NQ09B|clock20220726|trade20220726|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12278.75|risk118.00|s60CHOP|r1-0.005|r2-0.059|r60-0.065|rg600.186|ef601|al1|wc0.768|cp26.1|pdl0.053|pwl0.501|dh0.637|dl0.036|wh1.217|wl1.223,12279.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.5,0.0,12.5,BUY,2022,2022-07
435,2021-01-20 09:30:00,13137.25,2,NY,NQ09B|clock20210120|trade20210120|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13137.00|risk118.00|s60EXPANSION|r10.077|r20.076|r600.151|rg600.164|ef600.985|al1|wc0.128|cp34.1|pdl1.341|pwl1.088|dh0.492|dl1.935|wh0.15|wl1.857,13136.0,-59.0,9.0,495.5,-54.5,NQ09B BUY NY STOP,13136.75,NQ09B|clock20210120|trade20210120|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13137.00|risk118.00|s60EXPANSION|r10.077|r20.076|r600.151|rg600.164|ef600.985|al1|wc0.128|cp34.1|pdl1.341|pwl1.088|dh0.492|dl1.935|wh0.15|wl1.857,13138.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.5,0.0,12.5,BUY,2021,2021-01
1783,2024-08-06 09:30:00,18078.25,2,NY,NQ09B|clock20240806|trade20240806|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp13.50|ref18079.00|risk118.00|s60EXPANSION|r1-0.007|r2-0.127|r60-0.135|rg600.189|ef601|al1|wc0.591|cp24.1|pdl0.701|pwl-0.23|dh0.629|dl1.472|wh3.311|wl0.62,18077.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,18077.75,NQ09B|clock20240806|trade20240806|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp13.50|ref18079.00|risk118.00|s60EXPANSION|r1-0.007|r2-0.127|r60-0.135|rg600.189|ef601|al1|wc0.591|cp24.1|pdl0.701|pwl-0.23|dh0.629|dl1.472|wh3.311|wl0.62,18079.0,-59.0,9.0,485.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,12.25,12.25,SELL,2024,2024-08
2196,2025-08-21 09:30:00,23260.75,2,NY,NQ09B|clock20250821|trade20250821|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23260.25|risk118.00|s60NORMAL|r10.121|r2-0.041|r600.078|rg600.2|ef600.477|al0|wc0.544|cp20.1|pdl0.5|pwl-0.68|dh0.739|dl0.739|wh2.652|wl1.074,23259.5,-59.0,9.0,485.5,-54.5,NQ09B BUY NY STOP,23260.25,NQ09B|clock20250821|trade20250821|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23260.25|risk118.00|s60NORMAL|r10.121|r2-0.041|r600.078|rg600.2|ef600.477|al0|wc0.544|cp20.1|pdl0.5|pwl-0.68|dh0.739|dl0.739|wh2.652|wl1.074,23261.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.25,0.0,12.25,BUY,2025,2025-08
548,2021-04-30 09:30:00,13853.25,2,NY,NQ09B|clock20210430|trade20210430|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13852.75|risk118.00|s60CHOP|r1-0.011|r2-0.033|r60-0.043|rg600.194|ef600.95|al1|wc0.861|cp22.1|pdl0.14|pwl0.433|dh0.949|dl0.154|wh0.896|wl0.684,13852.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,13852.75,NQ09B|clock20210430|trade20210430|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13852.75|risk118.00|s60CHOP|r1-0.011|r2-0.033|r60-0.043|rg600.194|ef600.95|al1|wc0.861|cp22.1|pdl0.14|pwl0.433|dh0.949|dl0.154|wh0.896|wl0.684,13854.0,-59.0,9.0,485.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,12.25,12.25,SELL,2021,2021-04
655,2021-08-03 09:30:00,14986.25,2,NY,NQ09B|clock20210803|trade20210803|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref14985.75|risk118.00|s60NORMAL|r1-0.009|r20.115|r600.104|rg600.143|ef600.833|al0|wc0.307|cp43.1|pdl0.431|pwl0.588|dh0.367|dl0.279|wh0.772|wl1.101,14985.0,-59.0,9.0,485.5,-54.5,NQ09B BUY NY STOP,14985.75,NQ09B|clock20210803|trade20210803|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref14985.75|risk118.00|s60NORMAL|r1-0.009|r20.115|r600.104|rg600.143|ef600.833|al0|wc0.307|cp43.1|pdl0.431|pwl0.588|dh0.367|dl0.279|wh0.772|wl1.101,14987.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.25,0.0,12.25,BUY,2021,2021-08
