trade_number,entry_time,route_class,q,label,buy_net,sell_net,pair_net,action,prob_buy,prob_sell,expected_buy,expected_sell,rf_action,static_action,month,probability_margin,chosen_expected_edge,rf_net_0t,static_net_0t,delta_rf_minus_static_0t,rf_net_1t,static_net_1t,delta_rf_minus_static_1t,rf_net_2t,static_net_2t,delta_rf_minus_static_2t,rf_net_4t,static_net_4t,delta_rf_minus_static_4t,relationship,rf_outcome,static_outcome,rf_label_match,static_label_match
2470,2026-04-28 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2952936777669024,0.3718494090225648,144.75263765916267,197.5760922255697,SELL,SELL,2026-04,0.0765557312556624,197.5760922255697,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2471,2026-04-29 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2728210259128868,0.3262415466315946,129.2465078798919,166.10666717580028,SELL,SELL,2026-04,0.05342052071870779,166.10666717580028,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2472,2026-04-29 18:00:00,WEEKDAY_PREMIUM,2.0,BUY,391.0,-59.0,332.0,SELL,0.3342616549492332,0.3780524468911437,91.41774472715494,111.1236011010147,SELL,BUY,2026-04,0.04379079194191049,111.1236011010147,-59.0,391.0,-450.0,-69.0,381.0,-450.0,-79.0,371.0,-450.0,-99.0,351.0,-450.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2473,2026-04-30 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.2937845764268732,0.2629377958538643,143.7113577345425,122.4270791391664,BUY,SELL,2026-04,0.030846780573008936,143.7113577345425,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2474,2026-04-30 18:00:00,WEEKDAY_WEAK,1.0,BUY,195.5,-29.5,166.0,SKIP,0.2621813956348932,0.3125572997943989,29.490814017850965,40.82539245373975,SKIP,SELL,2026-04,0.05037590415950571,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,False,False
2475,2026-05-01 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3214278593227482,0.2190615563924803,162.78522293269629,92.15247391081144,BUY,SELL,2026-05,0.10236630293026791,162.78522293269629,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2476,2026-05-03 18:00:00,WEEKLY,2.0,SELL,-59.0,391.0,332.0,SELL,0.3728102475336105,0.37884532204929,108.76461139012471,111.48039492218052,SELL,BUY,2026-05,0.006035074515679528,111.48039492218052,391.0,-59.0,450.0,381.0,-69.0,450.0,371.0,-79.0,450.0,351.0,-99.0,450.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2477,2026-05-04 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.328378205177854,0.2396229080069316,167.5809615727193,106.3398065247828,BUY,SELL,2026-05,0.0887552971709224,167.5809615727193,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2478,2026-05-05 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.2811469469875626,0.1999770444097685,134.99139342141822,78.98416064274032,BUY,SELL,2026-05,0.0811699025777941,134.99139342141822,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2479,2026-05-05 18:00:00,WEEKDAY_WEAK,1.0,SKIP,-29.5,-29.5,-59.0,SKIP,0.2699128751599038,0.3584768431619703,31.23039691097837,51.15728971144331,SKIP,SELL,2026-05,0.0885639680020665,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,True,False
2480,2026-05-06 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.3150038550464628,0.2864235282946743,158.35265998205932,138.63223452332528,BUY,SELL,2026-05,0.028580326751788454,158.35265998205932,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2481,2026-05-06 18:00:00,WEEKDAY_WEAK,1.0,SELL,-29.5,195.5,166.0,SKIP,0.3306256958828034,0.3559600467568949,44.89078157363077,50.59101052030135,SKIP,SELL,2026-05,0.025334350874091527,0.0,0.0,195.5,-195.5,0.0,190.5,-190.5,0.0,185.5,-185.5,0.0,175.5,-175.5,RF_SKIP_STATIC_TRADE,SKIP,WIN,False,True
2482,2026-05-07 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.2950186499380799,0.2273961352125647,144.56286845727516,97.90333329666962,BUY,SELL,2026-05,0.06762251472551523,144.56286845727516,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2483,2026-05-07 18:00:00,WEEKDAY_WEAK,1.0,BUY,195.5,-29.5,166.0,SKIP,0.3491654348918085,0.2990535881408225,49.06222285065692,37.78705733168508,SKIP,SELL,2026-05,0.05011184675098601,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,False,False
2484,2026-05-08 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.2954934992842681,0.2623855416890019,144.89051450614505,122.04602376541136,BUY,SELL,2026-05,0.03310795759526619,144.89051450614505,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2485,2026-05-10 18:00:00,WEEKLY,2.0,BUY,391.0,-59.0,332.0,BUY,0.4073667867904074,0.3459234751678938,124.31505405568336,96.66556382555224,BUY,BUY,2026-05,0.0614433116225136,124.31505405568336,391.0,391.0,0.0,381.0,381.0,0.0,371.0,371.0,0.0,351.0,351.0,0.0,SAME_ACTION,WIN,WIN,True,True
2486,2026-05-11 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.2819102852799022,0.2233312432610131,135.51809684313253,95.09855785009906,BUY,SELL,2026-05,0.05857904201888908,135.51809684313253,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2487,2026-05-12 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2795829944076791,0.3235674575940694,133.91226614129863,164.26154573990794,SELL,SELL,2026-05,0.04398446318639032,164.26154573990794,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2488,2026-05-12 18:00:00,WEEKDAY_WEAK,1.0,SELL,-29.5,195.5,166.0,SKIP,0.2553714386309776,0.3600552598701375,27.95857369196997,51.51243347078093,SKIP,SELL,2026-05,0.10468382123915987,0.0,0.0,195.5,-195.5,0.0,190.5,-190.5,0.0,185.5,-185.5,0.0,175.5,-175.5,RF_SKIP_STATIC_TRADE,SKIP,WIN,False,True
2489,2026-05-13 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.2845438698735308,0.2738774844359292,137.33527021273625,129.97546426079117,BUY,SELL,2026-05,0.010666385437601622,137.33527021273625,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2490,2026-05-14 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.2551982270751916,0.2645645665325229,117.08677668188218,123.54955090744085,SELL,SELL,2026-05,0.00936633945733134,123.54955090744085,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2491,2026-05-14 18:00:00,WEEKDAY_WEAK,1.0,SELL,-29.5,195.5,166.0,SKIP,0.2850329608659901,0.2644207419464882,34.63241619484779,29.994666937959856,SKIP,SELL,2026-05,0.020612218919501935,0.0,0.0,195.5,-195.5,0.0,190.5,-190.5,0.0,185.5,-185.5,0.0,175.5,-175.5,RF_SKIP_STATIC_TRADE,SKIP,WIN,False,True
2492,2026-05-15 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.278719400730419,0.3563441123331935,133.31638650398915,186.87743750990356,SELL,SELL,2026-05,0.07762471160277451,186.87743750990356,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2493,2026-05-17 18:00:00,WEEKLY,2.0,SELL,-59.0,391.0,332.0,SELL,0.4031984153228447,0.4048714192363299,122.43928689528012,123.19213865634848,SELL,BUY,2026-05,0.0016730039134851826,123.19213865634848,391.0,-59.0,450.0,381.0,-69.0,450.0,371.0,-79.0,450.0,351.0,-99.0,450.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2494,2026-05-18 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,SELL,0.3034805446416375,0.3907892761174484,150.4015758027299,210.64460052103945,SELL,SELL,2026-05,0.08730873147581092,210.64460052103945,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2495,2026-05-19 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.3838004231199096,0.3773840729792307,205.8222919527377,201.39501035566923,BUY,SELL,2026-05,0.0064163501406788725,205.8222919527377,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2496,2026-05-20 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.298661131215226,0.3548518898195039,147.07618053850592,185.84780397545768,SELL,SELL,2026-05,0.05619075860427791,185.84780397545768,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2497,2026-05-20 18:00:00,WEEKDAY_PREMIUM,2.0,BUY,391.0,-59.0,332.0,BUY,0.3403205189718963,0.3375751397922901,94.14423353735332,92.90881290653054,BUY,BUY,2026-05,0.002745379179606211,94.14423353735332,391.0,391.0,0.0,381.0,381.0,0.0,371.0,371.0,0.0,351.0,351.0,0.0,SAME_ACTION,WIN,WIN,True,True
2498,2026-05-21 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.3366105995375145,0.298938775986083,173.26131368088502,147.2677554303973,BUY,SELL,2026-05,0.037671823551431505,173.26131368088502,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2499,2026-05-22 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.3114789722813143,0.2377466431496529,155.92049087410686,105.04518377326052,BUY,SELL,2026-05,0.07373232913166142,155.92049087410686,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2500,2026-05-24 18:00:00,WEEKLY,2.0,BUY,391.0,-59.0,332.0,SELL,0.346760265324807,0.3973077163575926,97.04211939616316,119.7884723609167,SELL,BUY,2026-05,0.05054745103278557,119.7884723609167,-59.0,391.0,-450.0,-69.0,381.0,-450.0,-79.0,371.0,-450.0,-99.0,351.0,-450.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2501,2026-05-25 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.2935517664001363,0.2183607376767189,143.55071881609408,91.66890899693604,BUY,SELL,2026-05,0.0751910287234174,143.55071881609408,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2502,2026-05-25 18:00:00,WEEKDAY_PREMIUM,2.0,BUY,391.0,-59.0,332.0,SELL,0.2398821189618138,0.2853437656242643,48.94695353281624,69.40469453091893,SELL,BUY,2026-05,0.04546164666245048,69.40469453091893,-59.0,391.0,-450.0,-69.0,381.0,-450.0,-79.0,371.0,-450.0,-99.0,351.0,-450.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2503,2026-05-26 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.2818423779905305,0.2351698445693339,135.47124081346607,103.2671927528404,BUY,SELL,2026-05,0.04667253342119662,135.47124081346607,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2504,2026-05-26 18:00:00,WEEKDAY_WEAK,1.0,SKIP,-29.5,-29.5,-59.0,SKIP,0.2153615614183567,0.3289582887485845,18.95635131913026,44.51561496843153,SKIP,SELL,2026-05,0.11359672733022783,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,True,False
2505,2026-05-27 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.281288786462343,0.3458910631103568,135.08926265901667,179.66483354614624,SELL,SELL,2026-05,0.06460227664801377,179.66483354614624,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2506,2026-05-27 18:00:00,WEEKDAY_PREMIUM,2.0,BUY,391.0,-59.0,332.0,SELL,0.2177525315431571,0.3511372687981869,38.98863919442072,99.01177095918412,SELL,BUY,2026-05,0.1333847372550298,99.01177095918412,-59.0,391.0,-450.0,-69.0,381.0,-450.0,-79.0,371.0,-450.0,-99.0,351.0,-450.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2507,2026-05-28 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.2598182662439895,0.338302255026158,120.27460370835276,174.428555968049,SELL,SELL,2026-05,0.0784839887821685,174.428555968049,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2508,2026-05-29 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.3000999497534705,0.2258882039304485,148.06896532989464,96.86286071200948,BUY,SELL,2026-05,0.07421174582302198,148.06896532989464,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2509,2026-05-31 18:00:00,WEEKLY,2.0,BUY,391.0,-59.0,332.0,BUY,0.4148730037336282,0.350583869206825,127.69285168013266,98.76274114307124,BUY,BUY,2026-05,0.06428913452680318,127.69285168013266,391.0,391.0,0.0,381.0,381.0,0.0,371.0,371.0,0.0,351.0,351.0,0.0,SAME_ACTION,WIN,WIN,True,True
2510,2026-06-01 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.2956396480695747,0.4262199229355073,144.99135716800657,235.09174682550005,SELL,SELL,2026-06,0.1305802748659326,235.09174682550005,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2511,2026-06-01 18:00:00,WEEKDAY_PREMIUM,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2662119284581364,0.3290286779429544,60.7953678061614,89.06290507432945,SELL,BUY,2026-06,0.06281674948481797,89.06290507432945,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2512,2026-06-02 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3043716183931849,0.2524449477829506,151.0164166912976,115.18701397023594,BUY,SELL,2026-06,0.05192667061023426,151.0164166912976,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2513,2026-06-03 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.3639111094376269,0.1968694131805787,192.09866551196257,76.83989509459931,BUY,SELL,2026-06,0.16704169625704818,192.09866551196257,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2514,2026-06-03 18:00:00,WEEKDAY_PREMIUM,2.0,SELL,-59.0,391.0,332.0,SELL,0.2878770961685725,0.4010173201723899,70.54469327585764,121.45779407757544,SELL,BUY,2026-06,0.1131402240038174,121.45779407757544,391.0,-59.0,450.0,381.0,-69.0,450.0,371.0,-79.0,450.0,351.0,-99.0,450.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2515,2026-06-04 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.3895169240984519,0.3163068234272184,209.7666776279318,159.25170816478067,BUY,SELL,2026-06,0.07321010067123351,209.7666776279318,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2516,2026-06-05 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.3288176385674228,0.3762155291917653,167.88417061152177,200.58871514231805,SELL,SELL,2026-06,0.04739789062434252,200.58871514231805,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2517,2026-06-07 18:00:00,WEEKLY,2.0,SELL,-59.0,391.0,332.0,BUY,0.501583094909964,0.3390638795406278,166.71239270948382,93.57874579328252,BUY,BUY,2026-06,0.16251921536933622,166.71239270948382,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2518,2026-06-08 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.4166227410532039,0.3290144304404904,228.46969132671072,168.01995700393843,BUY,SELL,2026-06,0.08760831061271351,228.46969132671072,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2519,2026-06-09 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3428310008226302,0.3041259988690035,177.55339056761488,150.8469392196124,BUY,SELL,2026-06,0.038705001953626694,177.55339056761488,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2520,2026-06-09 18:00:00,WEEKDAY_WEAK,1.0,SKIP,-29.5,-29.5,-59.0,SELL,0.3139238988774286,0.4166244783968398,41.13287724742144,64.24050763928896,SELL,SELL,2026-06,0.1027005795194112,64.24050763928896,-29.5,-29.5,0.0,-34.5,-34.5,0.0,-39.5,-39.5,0.0,-49.5,-49.5,0.0,SAME_ACTION,LOSS,LOSS,False,False
2521,2026-06-10 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.3576729508054024,0.3978982465410512,187.79433605572768,215.54979011332532,SELL,SELL,2026-06,0.040225295735648814,215.54979011332532,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2522,2026-06-10 18:00:00,WEEKDAY_PREMIUM,2.0,BUY,391.0,-59.0,332.0,BUY,0.3891654768009148,0.3794462010529698,116.12446456041168,111.7507904738364,BUY,BUY,2026-06,0.009719275747945011,116.12446456041168,391.0,391.0,0.0,381.0,381.0,0.0,371.0,371.0,0.0,351.0,351.0,0.0,SAME_ACTION,WIN,WIN,True,True
2523,2026-06-11 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.4150860375707757,0.3502974832662058,227.4093659238352,182.70526345368205,BUY,SELL,2026-06,0.06478855430456992,227.4093659238352,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2524,2026-06-11 18:00:00,WEEKDAY_WEAK,1.0,SELL,-29.5,195.5,166.0,SKIP,0.3250171149712675,0.3685901559909039,43.6288508685352,53.43278509795337,SKIP,SELL,2026-06,0.04357304101963638,0.0,0.0,195.5,-195.5,0.0,190.5,-190.5,0.0,185.5,-185.5,0.0,175.5,-175.5,RF_SKIP_STATIC_TRADE,SKIP,WIN,False,True
2525,2026-06-12 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3778450961881965,0.3222181934222669,201.71311636985564,163.33055346136416,BUY,SELL,2026-06,0.05562690276592963,201.71311636985564,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2526,2026-06-14 18:00:00,WEEKLY,2.0,BUY,391.0,-59.0,332.0,SELL,0.375001509314407,0.3803532517008686,109.7506791914832,112.15896326539084,SELL,BUY,2026-06,0.005351742386461578,112.15896326539084,-59.0,391.0,-450.0,-69.0,381.0,-450.0,-79.0,371.0,-450.0,-99.0,351.0,-450.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2527,2026-06-15 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.3294551767281788,0.249353344700961,168.3240719424434,113.05380784366312,BUY,SELL,2026-06,0.08010183202721782,168.3240719424434,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2528,2026-06-16 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.268391285524687,0.2526965824350127,126.18998701203404,115.3606418801588,BUY,SELL,2026-06,0.0156947030896743,126.18998701203404,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2529,2026-06-17 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.2626542641076633,0.2559744780592243,122.23144223428768,117.62238986086476,BUY,SELL,2026-06,0.006679786048438996,122.23144223428768,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2530,2026-06-17 18:00:00,WEEKDAY_PREMIUM,2.0,BUY,391.0,-59.0,332.0,SELL,0.2673877108300359,0.3669479224581226,61.324469873516165,106.12656510615516,SELL,BUY,2026-06,0.0995602116280867,106.12656510615516,-59.0,391.0,-450.0,-69.0,381.0,-450.0,-79.0,371.0,-450.0,-99.0,351.0,-450.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2531,2026-06-18 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.2809034263395268,0.23787009450357,134.8233641742735,105.13036520746334,BUY,SELL,2026-06,0.04303333183595681,134.8233641742735,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2532,2026-06-19 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3158824887602902,0.2947451577706905,158.95891724460023,144.37415886177646,BUY,SELL,2026-06,0.02113733098959969,158.95891724460023,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2533,2026-06-21 18:00:00,WEEKLY,2.0,BUY,391.0,-59.0,332.0,SELL,0.3180869191888169,0.4026175423659017,84.13911363496763,122.17789406465576,SELL,BUY,2026-06,0.08453062317708482,122.17789406465576,-59.0,391.0,-450.0,-69.0,381.0,-450.0,-79.0,371.0,-450.0,-99.0,351.0,-450.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2534,2026-06-22 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.3606061270663378,0.2054505938078979,189.8182276757731,82.76090972744956,BUY,SELL,2026-06,0.15515553325843992,189.8182276757731,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2535,2026-06-23 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.4134453336754749,0.3198706174205168,226.27728023607773,161.7107260201566,BUY,SELL,2026-06,0.09357471625495811,226.27728023607773,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2536,2026-06-24 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.3800289457525264,0.3521054613204006,203.2199725692432,183.9527683110764,BUY,SELL,2026-06,0.027923484432125778,203.2199725692432,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2537,2026-06-24 18:00:00,WEEKDAY_PREMIUM,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2704089433990767,0.4488290936436302,62.68402452958452,142.9730921396336,SELL,BUY,2026-06,0.17842015024455354,142.9730921396336,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2538,2026-06-25 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.3793663135168322,0.2899579977388271,202.76275632661427,141.0710184397907,BUY,SELL,2026-06,0.08940831577800512,202.76275632661427,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2539,2026-06-25 18:00:00,WEEKDAY_WEAK,1.0,BUY,195.5,-29.5,166.0,SKIP,0.3652583251574285,0.3674169421817809,52.68312316042143,53.1688119909007,SKIP,SELL,2026-06,0.002158617024352383,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,False,False
2540,2026-06-26 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.4078569146907327,0.3275534775106186,222.42127113660555,167.01189948232684,BUY,SELL,2026-06,0.08030343718011412,222.42127113660555,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
